Year,area,Live_anim,item,feedtype,ft,Intake_DM,Intake,Supply,Loss,Loss_share
1993,Puerto Rico,Pigs,Copra Cake,crops,crops,29.4279625430974,32.3739961970268,35.9711068855853,3.59711068855852,0.0999999999999998
2019,Bulgaria,Pigs,Sunflower seed,crops,crops,32825.7420877066,35082.731123306,38980.8123592289,3898.08123592289,0.1
2003,Malta,"Cattle, non-dairy","Cereals, Other",crops,crops,164.613381145765,188.65061348001,209.611792755566,20.9611792755566,0.0999999999999998
1998,Turkey,Camels,Pelagic Fish,animals,animals,2.35881759786945,9.4352703914778,13.1589260047085,3.72365561323075,0.282975648004886
2018,Egypt,Rabbits and hares,Groundnut Cake,crops,crops,0.0220680293460524,0.0241974005987417,0.0268860006652685,0.00268860006652685,0.0999999999999997
2018,Azerbaijan,"Chickens, layers","Sweeteners, Other",crops,crops,2338.52212795535,2350.27349543251,2611.41499492501,261.141499492501,0.1
1974,France,Pigs,"Vegetables, Other",crops,crops,6781.1624956943,56984.5587873471,63316.1764303856,6331.61764303855,0.0999999999999999
1969,Mexico,"Cattle, non-dairy",Sorghum and products,crops,crops,7.991987749669719e-12,9.23929219614996e-12,1.02658802179444e-11,1.0265880217944401e-12,0.0999999999999997
2003,Algeria,Pigs,"Vegetables, Other",crops,crops,0.00267396569267972,0.0224702999384851,0.0249669999316501,0.00249669999316501,0.1
1999,Jordan,Goats,"Vegetables, Other",crops,crops,0.110573349314493,0.929187809365487,1.07318884180839,0.144001032442905,0.13418051589155
2008,Somalia,"Chickens, broilers",Cottonseed Cake,crops,crops,421.23469926729,471.971651840101,524.412946489002,52.4412946489001,0.1
2008,Asia Other,"Chickens, layers","Sweeteners, Other",crops,crops,0.0305239505588132,0.030677337245038402,0.0340859302722649,0.00340859302722649,0.1
1972,"China, mainland",Camels,DDGS Barley,crops,crops,0.846184439701569,0.920766528510956,1.02307392056773,0.102307392056773,0.0999999999999999
2020,Myanmar,Buffalo,Groundnuts,crops,crops,59441.9117462353,64881.1116022215,74661.6449267388,9780.53332451735,0.130998095931511
1963,Romania,Ducks,Other crop residues,residues,residues,10647.0250528693,11834.4109516887,17982.2740453756,6147.8630936869,0.3418846291728
2008,Bulgaria,"Chickens, broilers",Oats,crops,crops,6801.90952592654,7842.32458792453,8713.69398658281,871.36939865828,0.1
2015,Austria,"Cattle, dairy",Rape and Mustard Cake,crops,crops,10144.3889335711,11372.6333335998,12636.2592595554,1263.62592595554,0.0999999999999999
1998,Mexico,Horses,Fodder mix,residues,residues_grazers,9842.2651425962,33745.8562081588,37495.3957868432,3749.53957868432,0.1
1991,Denmark,Pigs,"Fish, Body Oil",animals,animals,16920.3353098569,17265.6482753642,19184.0536392936,1918.40536392935,0.0999999999999998
2019,Albania,"Cattle, dairy",Milk - Excluding Butter,animals,animals,3673.20564795784,30867.2743525869,34296.9715028743,3429.69715028743,0.0999999999999999
1963,Myanmar,Sheep,Millet and products,crops,crops,6.6397730137109,7.54091199740023,8.37879110822248,0.837879110822246,0.0999999999999997
1980,Panama,Pigs,Other crop residues,residues,residues,29033.4396670605,32271.3297521976,45224.654183705,12953.3244315073,0.286421746397225
1975,South Africa,Pigs,Soyabean Cake,crops,crops,1202.24076153101,1366.18268355796,1517.98075950884,151.798075950884,0.1
1978,Panama,"Chickens, broilers",Millet and products,crops,crops,7.96299133828262,9.04371531888997,10.0485725765444,1.00485725765444,0.0999999999999999
2013,Japan,"Chickens, broilers",Molasses,crops,crops,23498.6275687093,31227.4120514409,34697.124501601,3469.71245016008,0.0999999999999996
1992,Uruguay,Horses,Sugarbeet pulp,residues,residues,4364.8710533303,4887.87351996675,5430.97057774083,543.097057774082,0.0999999999999998
2021,Australia,Ducks,"Oilseed Cakes, Other",crops,crops,356.493771041546,396.581556734824,451.738162835243,55.1566061004182,0.122098619594676
2016,Slovakia,Geese,Milk - Excluding Butter,animals,animals,0.74097473530749,6.2266784479621,6.91853160884678,0.691853160884676,0.0999999999999998
1967,Cameroon,Pigs,Cottonseed Cake,crops,crops,85.5138229028726,95.813807174087,106.459785748986,10.6459785748985,0.0999999999999998
2021,Colombia,"Chickens, layers",Soyabean Cake,crops,crops,641946.749307775,729484.942395199,810538.824883555,81053.8824883555,0.1
2001,Somalia,Sheep,Sugar non-centrifugal,crops,crops,7.47512195744814e-17,7.746240370412581e-17,8.606933744902871e-17,8.60693374490286e-18,0.1
2004,France,Ducks,Oats,crops,crops,8349.40456476369,9626.52332601502,10696.1370289056,1069.61370289056,0.1
2011,Haiti,Goats,"Sweeteners, Other",crops,crops,16.642419201164,16.726049448406,18.5844993871178,1.85844993871178,0.1
2020,United States of America,Ducks,Peas,crops,crops,158.873027748633,173.410617880989,192.67846431221,19.267846431221,0.1
2006,Norway,Horses,Groundnut Cake,crops,crops,14.9566468960292,16.399832122839,18.2220356920434,1.82220356920433,0.0999999999999998
1972,Denmark,Turkeys,Sesameseed Cake,crops,crops,1.56244568664035,1.73814297206677,1.93126996896307,0.193126996896307,0.0999999999999999
2002,Mauritius,Turkeys,Maize and products,crops,crops,3.21613827701277,3.73101888284545,5.0899804218754,1.35896153902995,0.266987576845972
2004,Mongolia,"Chickens, layers",Other crop residues,residues,residues,1632.06383391238,1814.07613995448,2015.64015550498,201.564015550497,0.0999999999999999
1966,Czechoslovakia,Turkeys,DDGS Barley,crops,crops,131.480538841414,143.069139109265,158.965710121405,15.8965710121405,0.0999999999999998
1992,Uganda,Goats,Maize and products,crops,crops,539.467526838558,625.832397724545,695.36933080505,69.5369330805049,0.1
1981,Chile,Goats,DDGS Barley,crops,crops,2.03132359546184,2.21036299832626,2.45595888702918,0.245595888702918,0.0999999999999999
2010,Japan,Sheep,Fodder mix,residues,residues_grazers,614.960094591101,2108.49378930194,3043.09681312861,934.603023826674,0.307122343198081
2018,Ghana,"Cattle, dairy",DDGS Barley,crops,crops,81.7533268436412,88.9590063586956,351.086173814466,262.127167455771,0.746617745175842
1976,Iceland,Horses,Fodder mix,residues,residues_grazers,142055.232512963,487060.181832749,972837.022502173,485776.840669424,0.499340413073495
1993,Finland,"Cattle, dairy",Fodder vegetables and roots,residues,residues,62.8994891043439,628.994891043439,698.883212270488,69.8883212270489,0.1
2006,Paraguay,Goats,Sugar cane,crops,crops,39.3612502767454,133.427967039815,150.26554038512,16.8375733453045,0.11205212653647
2020,"China, Hong Kong SAR","Chickens, broilers",Groundnut Cake,crops,crops,37.9355164367058,41.5959610051598,46.2177344501776,4.62177344501776,0.1
1973,Australia,"Cattle, non-dairy",Soy hulls,residues,residues,578.704334912821,629.026450992196,772.505143808163,143.478692815967,0.185731698961473
2007,Madagascar,Goats,Sugar cane,crops,crops,21.9698956102364,74.4742224075811,84.0835058080845,9.6092834005035,0.114282620689438
1995,Burundi,Goats,Sugar non-centrifugal,crops,crops,1.1608289171012,1.20293152031212,1.33659057812458,0.133659057812458,0.1
2020,Argentina,Rabbits and hares,Potatoes and products,crops,crops,1.4762588666366e-4,6.503343024831e-4,7.2259366942567e-4,7.22593669425676e-5,0.1
1981,Lao,"Cattle, dairy",Grassland,grass,grass,1435.2358826038,7176.17941301898,7176.17941301898,0,0
2017,Hungary,Rabbits and hares,Apples and products,crops,crops,8.671254828338448e-19,5.41953426771153e-18,6.0217047419017e-18,6.021704741901689e-19,0.1
1979,Turkey,Geese,Oats,crops,crops,283.801539427751,327.211613483188,363.568459425764,36.3568459425765,0.1
1966,Mongolia,Horses,Straw,residues,residues_grazers,85810.2289130814,98012.8257145419,108903.139682824,10890.3139682824,0.1
2004,Uruguay,Turkeys,Cottonseed Cake,crops,crops,2.15858857839753,2.41858664246222,2.68731849162468,0.268731849162468,0.0999999999999998
1973,United States of America,"Chickens, layers",DDGS,crops,crops,63989.8052781818,70628.9241481035,78476.5823867817,7847.65823867817,0.1
2009,New Zealand,Geese,Peas,crops,crops,0.515134057983854,0.562271120229784,0.624745689144205,0.0624745689144205,0.1
1970,Congo,"Cattle, dairy","Oilseed Cakes, Other",crops,crops,0.231423634551719,0.257447261946846,0.286052513274274,0.0286052513274274,0.1
1973,Honduras,"Chickens, layers",Soy hulls,residues,residues,0.0538994104575909,0.0585863157147728,0.0650959063497475,0.00650959063497474,0.0999999999999998
2014,Angola,"Cattle, non-dairy",Soyabeans,crops,crops,2087.16429285702,2426.93522425235,2696.59469361373,269.659469361372,0.0999999999999996
2006,Cameroon,Goats,Other crop residues,residues,residues,48593.7764754345,54013.0898207868,91018.4688151356,37005.3789943489,0.406570001408276
1994,Ecuador,"Cattle, dairy",Barley and products,crops,crops,126.450039210136,142.881400237442,158.757111374935,15.8757111374935,0.0999999999999999
2014,Saint Vincent and the Grenadines,"Cattle, non-dairy",Copra Cake,crops,crops,210.163234882253,231.202678638342,484.126308934401,252.923630296059,0.522433145293763
1982,Netherlands,"Chickens, layers",Peas,crops,crops,19393.0886229511,21167.642666492,23519.6029627689,2351.9602962769,0.1
1965,United States of America,Goats,Rye and products,crops,crops,30.0210220417994,34.270573107077,38.0784145634189,3.80784145634188,0.1
1994,Nepal,Ducks,Molasses,crops,crops,39.3587621869377,52.3040029062296,58.1155587846995,5.81155587846995,0.1
1963,Pakistan,Goats,Cottonseed Cake,crops,crops,74.9929369865864,84.0256997048588,93.3618885609542,9.3361888560954,0.0999999999999999
1966,Madagascar,Sheep,DDGS Barley,crops,crops,0.107455583963006,0.116926641961922,0.129918491068802,0.0129918491068802,0.1
1989,Canada,Turkeys,Sugar beet,crops,crops,66.5065151592845,266.026060637138,295.584511819042,29.5584511819042,0.1
1964,Turkey,Camels,Millet and products,crops,crops,62.6819784902197,71.1890726748662,79.0989696387403,7.90989696387402,0.1
2021,Republic of Moldova,Ducks,DDGS Barley,crops,crops,0.488278518252666,0.531315036183532,0.811848651246883,0.280533615063351,0.345549154552997
2017,Niger,Camels,Grassland,grass,grass,2031027.36096666,10155136.8048333,10155136.8048333,0,0
2000,Germany,Sheep,Crustaceans,animals,animals,0.478974553584206,1.91589821433682,2.12877579370758,0.212877579370758,0.1
2007,Norway,"Cattle, non-dairy","Pulses, Other and products",crops,crops,5906.14588405234,6256.51047039442,6951.67830043825,695.167830043824,0.0999999999999998
2009,Cuba,"Cattle, dairy",Grassland,grass,grass,204217.838298573,1021089.19149286,1021089.19149286,0,0
2002,Sweden,"Chickens, broilers",Brans,residues,residues,854.073174246279,962.335970981722,1069.26218997969,106.926218997969,0.1
2012,Belgium,Goats,DDGS,crops,crops,6.85032813762909e-14,7.56106858457957e-14,8.401187316199522e-14,8.40118731619952e-15,0.1
1994,Finland,"Cattle, dairy",Barley and products,crops,crops,105124.424308963,118784.660236116,131982.955817907,13198.2955817907,0.1
2017,Cuba,Sheep,Sunflowerseed Cake,crops,crops,1.86684976191475,2.05148325485138,2.43672490715843,0.385241652307053,0.158098130476411
2000,Egypt,Turkeys,Cottonseed Cake,crops,crops,322.80431955462,361.685512106017,401.872791228907,40.1872791228907,0.1
2011,Brazil,Horses,DDGS Barley,crops,crops,1256.75249455939,1367.5217568655,1519.46861873944,151.946861873944,0.0999999999999998
1991,Romania,Ducks,Sunflowerseed Cake,crops,crops,1853.91887103924,2037.2734846585,2263.63720517611,226.363720517611,0.1
2014,Iceland,Horses,Brans,residues,residues,3.15898407575512e-15,3.559418676907171e-15,3.9549096410079704e-15,3.95490964100797e-16,0.1
1968,Mozambique,Ducks,"Oilseed Cakes, Other",crops,crops,124.105910171689,138.061641054999,153.401823394443,15.3401823394443,0.0999999999999999
1973,Finland,Goats,Sorghum and products,crops,crops,1.34539203238588e-5,1.55536651142877e-5,1.72818501269863e-5,1.72818501269863e-6,0.1
1989,"China, mainland",Sheep,Rye and products,crops,crops,28.1624932885311,32.1489649412455,35.7210721569394,3.57210721569394,0.1
1961,"China, Taiwan",Ducks,"Offals, Edible",animals,animals,8.83005473992046,29.4335157997349,32.7039064441499,3.27039064441498,0.1
1966,Portugal,Turkeys,Bananas,crops,crops,3.50139351220537,14.0618213341581,15.6242459268423,1.56242459268423,0.0999999999999997
1988,Senegal,"Chickens, broilers",Millet and products,crops,crops,4427.33478516114,5028.20532102345,5586.89480113716,558.689480113716,0.1
1994,Hungary,Geese,Other crop residues,residues,residues,16700.7766389488,18563.2937817142,35076.4853637899,16513.1915820757,0.470776687310941
1996,Italy,"Chickens, broilers","Roots, Other",crops,crops,30.9225634953622,102.960810750373,114.400900833748,11.4400900833748,0.1
1974,Cyprus,"Cattle, non-dairy",Fodder cereal and grasses,residues,residues_grazers,446.93106280954,1968.85930753101,2187.62145281223,218.762145281223,0.0999999999999999
1991,Oman,Sheep,Sorghum and products,crops,crops,315.997909240446,365.315502012076,405.906113346752,40.5906113346752,0.1
1972,Chad,Camels,Yams,crops,crops,175.916840200832,585.738646617642,650.820718464047,65.0820718464046,0.0999999999999999
1987,Kenya,"Cattle, non-dairy",Cottonseed Cake,crops,crops,301.019023858954,337.276217208913,374.751352454347,37.4751352454347,0.1
1963,Cambodia,Ducks,Soyabean Cake,crops,crops,48.9905111999902,55.6710354545343,61.8567060605937,6.18567060605938,0.1
1983,Mexico,"Cattle, dairy",Fodder legumes,residues,residues_grazers,829077.875444831,4045669.04196792,4495187.8244088,449518.782440879,0.1
1964,Puerto Rico,Goats,Maize and products,crops,crops,3.03973017765336,3.52636911560715,3.91818790623016,0.391818790623016,0.1
2000,"China, mainland",Mules,DDGS,crops,crops,1.15285625346384e-13,1.27246827093139e-13,1.41385363436821e-13,1.41385363436821e-14,0.1
1999,Bulgaria,Turkeys,Brans,residues,residues,13.0007837711203,14.6487704463328,16.2764116070364,1.62764116070364,0.1
1973,Ireland,Goats,Cottonseed Cake,crops,crops,0.367178182636789,0.411404126203685,0.457115695781873,0.0457115695781873,0.1
1977,Italy,"Chickens, layers",Sugar (Raw Equivalent),crops,crops,161.024526304575,161.833694778467,179.815216420519,17.9815216420519,0.1
1988,"China, mainland","Cattle, dairy","Fish, Body Oil",animals,animals,19.7505648307869,20.1536375824356,22.413302228755,2.25966464631937,0.100818015268645
2016,Japan,Goats,Beans,crops,crops,0.00474393547589077,0.00482597708635887,0.00536219676262097,5.3621967626209e-4,0.1
2009,Puerto Rico,"Chickens, layers",Tomatoes and products,crops,crops,1.93732332683684,31.1753179031215,34.6392421145794,3.46392421145794,0.1
1997,Estonia,Pigs,Soyabeans,crops,crops,604.579566188031,702.999495567478,781.110550630531,78.111055063053,0.0999999999999998
1997,Uruguay,"Cattle, dairy",Soyabean Cake,crops,crops,112.223086736269,127.526234927579,141.695816586199,14.1695816586198,0.0999999999999999
1973,Africa Other,Rabbits and hares,Sugar (Raw Equivalent),crops,crops,1.3515785417746e-4,1.3583703937433e-4,1.6030909465243e-4,2.44720552781016e-5,0.152655439363304
1997,Algeria,"Cattle, non-dairy",Wheat and products,crops,crops,146.076099362507,166.184413381692,184.64934820188,18.464934820188,0.1
2016,Russian Federation,Horses,Soyabean Cake,crops,crops,1.00689301806695e-12,1.14419661143972e-12,1.27132956826635e-12,1.27132956826635e-13,0.1
2014,Estonia,"Cattle, dairy",DDGS,crops,crops,568.409906988658,627.384003298739,697.09333699859906,69.7093336998599,0.1
2008,Spain,"Chickens, broilers","Meat, Other",animals,animals,2.41461547092247,6.76994991847421,7.52216657608246,0.752216657608244,0.0999999999999998
1997,Venezuela,"Chickens, broilers",Cassava and products,crops,crops,11716.8573652781,28165.5225126878,31295.0250140975,3129.50250140975,0.0999999999999998
2004,Italy,Pigs,Millet and products,crops,crops,3939.08871026475,4473.69529842675,4970.7725538075,497.07725538075,0.1
2002,Lithuania,Rabbits and hares,Straw,residues,residues_grazers,0.400800968094061,0.457796651163976,0.931988537578115,0.474191886414139,0.508795835243193
1964,United Kingdom,Sheep,Soyabean Cake,crops,crops,4260.28274723159,4841.23039458135,5379.14488286817,537.914488286815,0.0999999999999997
1969,USSR,Rabbits and hares,Barley and products,crops,crops,2.35724498907217,2.66355365996856,2.95950406663173,0.295950406663173,0.1
1968,Hungary,Geese,Rape and Mustard Cake,crops,crops,123.233794196882,138.154477799195,153.504975332439,15.350497533244,0.1
1974,Hungary,Geese,Groundnut Cake,crops,crops,487.018891187831,534.01194209192,593.346602324355,59.3346602324355,0.1
2015,Romania,Horses,Milk - Excluding Butter,animals,animals,6.115348124596e-14,5.13894800386219e-13,5.70994222651354e-13,5.70994222651354e-14,0.1
1987,Viet Nam,"Cattle, non-dairy",Cassava and products,crops,crops,3.09382118325187e-11,7.43707015204775e-11,8.26341128005306e-11,8.263411280053049e-12,0.1
1971,India,Buffalo,Pelagic Fish,animals,animals,20988.2732937745,83953.0931750978,93281.2146389976,9328.12146389973,0.0999999999999998
2018,Asia Other,Goats,Rape and Mustard Cake,crops,crops,0.103203378155865,0.115698854434826,0.128554282705363,0.0128554282705362,0.0999999999999999
2006,Togo,"Chickens, layers",DDGS Barley,crops,crops,202.157524149661,219.975543144354,250.687814957205,30.7122718128512,0.122512024838918
1991,Czechoslovakia,Pigs,"Oilseed Cakes, Other",crops,crops,7029.15177605869,7819.58109879524,8688.42344310583,868.842344310583,0.1
1964,Uruguay,Sheep,"Cereals, Other",crops,crops,8.78990873029714,10.0734318368413,11.1927020409348,1.11927020409348,0.1
1989,United States of America,Ducks,Groundnut Cake,crops,crops,111.919606110261,122.71886634897,136.3542959433,13.63542959433,0.1
1974,Cyprus,Sheep,DDGS Barley,crops,crops,79.58625186436,86.6009269470729,96.2232521634144,9.62232521634144,0.1
1996,Greece,Horses,Cottonseed Cake,crops,crops,1656.13135001802,1855.60935576249,2061.78817306943,206.178817306944,0.1
2018,Romania,"Cattle, dairy",Soyabeans,crops,crops,7243.44678836896,8422.61254461507,9404.26790128787,981.655356672802,0.10438402722857
1982,Japan,"Cattle, dairy",Copra Cake,crops,crops,452.238975456321,497.51262426438,552.7918047382,55.2791804738199,0.0999999999999999
1981,Canada,Horses,Pelagic Fish,animals,animals,40.7074362392915,162.829744957166,206.684603423245,43.8548584660794,0.21218251258065
