Year,area,Live_anim,item,feedtype,ft,Intake_DM,Intake,Supply,Loss,Loss_share
2002,Austria,"Cattle, non-dairy","Pulses, Other and products",crops,crops,236.050380808139,250.053369500148,277.837077222386,27.7837077222386,0.1
1993,Ireland,"Chickens, broilers",Groundnut Cake,crops,crops,152.785943578474,167.528446906222,186.142718784691,18.6142718784691,0.1
2021,Haiti,Ducks,"Oilseed Cakes, Other",crops,crops,7.08245833225359,7.87888198637647,8.75431331819608,0.875431331819606,0.0999999999999998
1982,Germany,Rabbits and hares,"Fats, Animals, Raw",animals,animals,1.0710254248186e-4,1.3387817810233e-4,1.4875353122481e-4,1.48753531224815e-5,0.0999999999999998
1988,Italy,"Chickens, broilers",Copra Cake,crops,crops,4038.30401216563,4442.57867124932,4936.19852361036,493.619852361036,0.1
1965,Samoa,"Cattle, non-dairy",Copra Cake,crops,crops,4.43115353256765e-16,4.87475636146056e-16,5.416395957178401e-16,5.41639595717839e-17,0.0999999999999998
1996,Belgium-Luxembourg,Turkeys,Milk - Excluding Butter,animals,animals,153.52597392581,1290.13423467067,1433.48248296741,143.348248296741,0.0999999999999998
2002,Greece,"Cattle, non-dairy","Fruits, Other",crops,crops,246.300038170542,1321.91948352588,1470.85605592607,148.93657240019,0.101258428246684
2008,Latvia,Turkeys,Brans,residues,residues,1.36894519870083,1.54247346332488,1.72944632258908,0.186972859264206,0.1081113977474
1984,North Korea,Ducks,Potatoes and products,crops,crops,121.15213555144,533.709848244229,593.010942493588,59.3010942493588,0.1
1986,Yugoslav SFR,Pigs,Soy hulls,residues,residues,6047.84275836119,6573.74212865347,8204.6313055905,1630.88917693704,0.198776656280188
1962,Yugoslav SFR,"Chickens, layers",Millet and products,crops,crops,277.136879074645,314.749436768478,349.72159640942,34.972159640942,0.1
1975,Cuba,Goats,DDGS Barley,crops,crops,1.60379675956879,1.74515425415538,1.9803365753546,0.235182321199225,0.118758762589189
1997,Oceania Other,"Chickens, broilers",Sorghum and products,crops,crops,5.49713255747629,6.35506654043502,7.0611850449278,0.706118504492781,0.1
2005,Dominica,"Chickens, broilers",Copra Cake,crops,crops,40.0092791209601,44.0146084939055,48.9051205487839,4.89051205487839,0.1
2009,New Zealand,Goats,Soyabean Cake,crops,crops,6.92510256017795,7.86943472747495,8.74381636386105,0.874381636386103,0.0999999999999998
2021,Zimbabwe,Turkeys,Sweet potatoes,crops,crops,0.125974585490536,0.48827358717262,0.542526207969578,0.0542526207969577,0.0999999999999998
1965,Venezuela,"Cattle, non-dairy",Potatoes and products,crops,crops,8.884001987875522e-14,3.91365726338128e-13,4.34850807042365e-13,4.3485080704236604e-14,0.1
2003,Philippines,"Chickens, broilers",Yams,crops,crops,45.5602957349308,151.699097896551,168.55455321839,16.855455321839,0.1
1969,Yugoslav SFR,"Cattle, dairy",DDGS Barley,crops,crops,707.794720330138,770.179238661739,855.754709624154,85.5754709624153,0.0999999999999998
1975,Indonesia,"Chickens, layers",Other crop residues,residues,residues,189628.890365047,210776.832565817,351589.628039283,140812.795473466,0.400503269276569
2010,Myanmar,"Cattle, non-dairy","Oilseed Cakes, Other",crops,crops,143518.026998949,159656.653748715,180301.302790385,20644.6490416698,0.114500831231768
1981,France,"Chickens, layers",Oats,crops,crops,143074.607221485,164959.1935682,183287.992853555,18328.7992853555,0.1
1977,Portugal,Goats,Sugarbeet pulp,residues,residues,1501.74858732324,1681.68934750643,2744.73552195309,1063.04617444666,0.387303682247031
1996,Germany,"Chickens, layers",Potatoes and products,crops,crops,20788.8293877808,91580.7462016776,101756.384668531,10175.638466853101,0.1
1974,Mauritius,Rabbits and hares,Straw,residues,residues_grazers,4.4960327960947e-4,5.1353886877152e-4,0.00499693136721953,0.00448339249844801,0.897229153047728
1998,Venezuela,Pigs,Molasses,crops,crops,11611.250887187,15430.2337371256,17144.7041523618,1714.47041523618,0.1
2021,United States of America,Pigs,Demersal Fish,animals,animals,15215.6944945621,60862.7779782483,68445.8888389779,7583.1108607296,0.110789866117002
1968,Cuba,Sheep,Maize and products,crops,crops,61.2238239593707,71.0253178182955,79.1980803652865,8.17276254699102,0.103193947495895
2002,North Macedonia,Sheep,DDGS Barley,crops,crops,763.928712187756,831.260840247831,923.623155830923,92.3623155830923,0.1
2019,United Kingdom,Turkeys,Rice and products,crops,crops,155.29169299362,179.735755779653,199.839989134682,20.1042333550284,0.100601653563338
2019,DR Congo,Goats,Jute-Like Fibres,crops,crops,79.5879705328098,87.8939486833901,138.894098630313,51.000149946923,0.367187306371219
1977,Saint Vincent and the Grenadines,"Cattle, dairy",Fodder vegetables and roots,residues,residues,299.821930544092,2998.21930544092,3331.35478382324,333.135478382324,0.0999999999999998
1989,Hungary,Goats,Wheat and products,crops,crops,1.04256466621969e-12,1.18608039387905e-12,1.31786710431006e-12,1.31786710431006e-13,0.1
2020,Colombia,"Cattle, dairy",Beans,crops,crops,1.88572177954453e-12,1.91833344816331e-12,2.13148160907034e-12,2.13148160907034e-13,0.1
2015,Barbados,"Cattle, dairy",Oats,crops,crops,3.86753984660512e-16,4.45911588770767e-16,4.95457320856408e-16,4.95457320856408e-17,0.1
1985,Germany,"Cattle, dairy",Millet and products,crops,crops,564.944452236275,641.617776531829,712.908640590921,71.290864059092,0.0999999999999999
1997,Latvia,"Cattle, non-dairy",Molasses,crops,crops,1038.39654808611,1379.92896755629,1533.25440839588,153.325440839587,0.1
1982,Spain,Horses,Fodder mix,residues,residues_grazers,32.9716184099306,113.04872178218,125.609690869088,12.5609690869088,0.0999999999999998
1973,South Africa,Geese,Milk - Excluding Butter,animals,animals,0.605985037648589,5.09231124074444,5.65812360082716,0.565812360082715,0.0999999999999999
1990,Malaysia,Buffalo,Soyabean Cake,crops,crops,36108.456010353,41032.3363754011,45601.1600494859,4568.82367408476,0.100190952798717
1986,Puerto Rico,"Chickens, broilers","Oilseed Cakes, Other",crops,crops,2.39061616535589,2.65944136314737,2.95493484794152,0.295493484794151,0.0999999999999997
1979,Iraq,"Cattle, non-dairy",Sesameseed Cake,crops,crops,452.983382682556,503.921441753098,559.912713058998,55.9912713058998,0.1
2013,Romania,Goats,Cassava and products,crops,crops,0.0137676060467317,0.033095206843105,0.0367724520478944,0.00367724520478944,0.0999999999999998
1989,Japan,Horses,"Vegetables, Other",crops,crops,0.00258301366092272,0.0217059971506111,0.0241177746117901,0.00241177746117901,0.1
2020,Morocco,"Cattle, non-dairy","Fish, Body Oil",animals,animals,108.586883463584,110.80294230978,144.354517859453,33.5515755496729,0.232424838842519
1965,Paraguay,Geese,Soyabean Cake,crops,crops,0.0682578675868787,0.0775657586214531,0.0863422085238785,0.00877644990242543,0.101647271392163
1987,Israel,"Cattle, dairy",Cottonseed,crops,crops,6550.11895971346,7119.69452142768,7910.7716904752,791.07716904752,0.1
2009,Estonia,"Chickens, broilers",Pelagic Fish,animals,animals,22.0768509117855,88.3074036471419,108.023392436755,19.7159887896127,0.182515919421397
1966,Malaysia,Sheep,Potatoes and products,crops,crops,1.02391678007499e-17,4.51064660825985e-17,5.01182956473317e-17,5.0118295647331694e-18,0.1
1979,Cambodia,"Chickens, broilers",Maize and products,crops,crops,138.721481552345,160.929792984159,178.81088109351,17.881088109351,0.1
1962,Spain,"Cattle, non-dairy",DDGS Barley,crops,crops,3778.72827741031,4111.78267400469,4568.64741556077,456.864741556077,0.1
1985,Cyprus,Sheep,"Oilseed Cakes, Other",crops,crops,2.35473827564211,2.61952899858212,2.91058777620235,0.291058777620235,0.1
2007,Grenada,"Cattle, dairy","Roots, Other",crops,crops,9.23453428872899,30.7476169436037,34.1640188262264,3.41640188262264,0.1
2012,Iraq,"Chickens, broilers",Fodder vegetables and roots,residues,residues,494.589923068877,4945.89923068877,6483.37379888001,1537.47456819124,0.237141126809136
1964,Poland,"Chickens, broilers",Rye and products,crops,crops,44737.0532405263,51069.6954800529,56744.1060889476,5674.41060889476,0.1
2000,Yemen,Goats,Grassland,grass,grass,611981.290858359,3059906.4542918,3059906.4542918,0,0
1964,Japan,Turkeys,Barley and products,crops,crops,11.6726186444789,13.1893995982812,14.6548884425347,1.46548884425347,0.1
2005,Canada,"Chickens, layers",Palmkernel Cake,crops,crops,12.4720517773796,13.6455708724066,15.1617454137851,1.51617454137851,0.0999999999999999
2010,Serbia,Turkeys,DDGS Barley,crops,crops,6.20104220776403,6.74759761454192,11.8864174711357,5.13881985659381,0.432327054730546
2000,Papua New Guinea,Horses,Straw,residues,residues_grazers,261.54527511546,298.738178315774,611.578973935496,312.840795619723,0.511529678017868
2005,Belize,"Cattle, dairy",Pelagic Fish,animals,animals,68.4564149900601,273.825659960241,639.052545094268,365.226885134027,0.57151307500098
1985,Pakistan,Camels,Milk - Excluding Butter,animals,animals,130.455251351591,1096.26261639993,1218.0695737777,121.80695737777,0.1
2001,United Kingdom,"Chickens, broilers",Copra Cake,crops,crops,16550.893197872,18207.803297989,20230.8925533211,2023.08925533211,0.1
2008,Georgia,"Chickens, broilers",Fodder vegetables and roots,residues,residues,146.596769646078,1465.96769646078,1628.85299606754,162.885299606754,0.1
1995,Indonesia,Buffalo,Soy hulls,residues,residues,18740.1715325341,20369.7516657979,26263.3823516422,5893.63068584428,0.224404861755202
1996,Portugal,Sheep,DDGS,crops,crops,649.244439188891,716.605341268091,796.228156964546,79.6228156964546,0.1
1967,Germany,Horses,Pelagic Fish,animals,animals,7316.29688970359,29265.1875588144,32516.8750653493,3251.68750653493,0.1
2016,Mauritania,"Cattle, non-dairy","Hard Fibres, Other",crops,crops,18.274572072277,20.1817471808692,22.4241635342991,2.24241635342991,0.1
1988,Chad,"Chickens, broilers",Sorghum and products,crops,crops,551.026774681541,637.025173042243,707.805747824715,70.7805747824715,0.1
2012,Lebanon,Pigs,Apples and products,crops,crops,2.45967284180933,15.3729552613083,17.0810614014537,1.70810614014537,0.1
1999,Malta,Sheep,Oats,crops,crops,33.2852860690523,38.3765788651641,42.6406431835157,4.26406431835156,0.0999999999999998
2010,Mauritius,"Cattle, non-dairy",DDGS Barley,crops,crops,69.4863786527309,75.6108581640162,87.3118828125425,11.7010246485263,0.134014114363429
1968,Ethiopia,"Chickens, broilers","Oilseed Cakes, Other",crops,crops,11744.4101086491,13065.0710395651,14516.7455995168,1451.67455995168,0.1
1962,"China, mainland",Goats,Wheat and products,crops,crops,98.1594069992965,111.671680317743,124.079644797493,12.4079644797493,0.1
1984,New Zealand,"Cattle, dairy","Roots, Other",crops,crops,8.58713193293337e-14,2.8592004216204297e-13,3.17688935735604e-13,3.17688935735604e-14,0.1
1978,Spain,Sheep,"Fish, Liver Oil",animals,animals,0.581253781551221,0.593116103623695,0.675427665538903,0.0823115619152078,0.121865843101843
2007,Thailand,"Cattle, dairy",Rape and Mustard Cake,crops,crops,4514.53192331637,5061.13444317979,5623.48271464421,562.348271464421,0.1
1980,Guatemala,Sheep,Sugar cane,crops,crops,0.64770255911135,2.19560189529271,2.43955766143635,0.243955766143635,0.1
1961,Netherlands,"Cattle, non-dairy",Demersal Fish,animals,animals,258.017877756521,1032.07151102608,1146.74612336231,114.674612336231,0.1
2015,Italy,Goats,Fodder cereal and grasses,residues,residues_grazers,15260.3964440219,67226.4160529601,74696.0178366224,7469.60178366224,0.1
1973,Jamaica,Pigs,Copra Cake,crops,crops,1424.59658948379,1567.21296972914,1741.34774414349,174.134774414349,0.0999999999999999
1985,India,"Cattle, non-dairy",Millet and products,crops,crops,3293.9902542789,3741.04514966371,4156.71683295968,415.671683295969,0.1
2005,Tunisia,Camels,Sunflowerseed Cake,crops,crops,185.924088631339,204.312185309164,234.1268561519,29.8146708427366,0.127344087443745
2003,Netherlands,"Chickens, layers",Brans,residues,residues,414.1303980035,466.625800567324,518.473111741471,51.847311174147,0.0999999999999999
1975,Portugal,"Chickens, layers",Soyabean Cake,crops,crops,9095.37728547036,10335.6560062163,11484.0622291292,1148.40622291293,0.1
2005,Chad,Sheep,Other crop residues,residues,residues,16322.177254531,18142.4719390859,20158.3021545399,2015.830215454,0.1
1999,Austria,Sheep,Pelagic Fish,animals,animals,40.5977786445853,162.391114578341,180.434571753713,18.0434571753713,0.1
2019,Tanzania,Sheep,Soyabean Cake,crops,crops,25.9679680734909,29.5090546289669,32.7878384766299,3.278783847663,0.1
2021,Papua New Guinea,Sheep,Soyabean Cake,crops,crops,4.1701209177767e-17,4.7387737702008e-17,5.2653041891120006e-17,5.265304189112e-18,0.1
2001,Ecuador,"Chickens, layers",Maize and products,crops,crops,25125.7936416353,29148.2524844958,32386.9472049953,3238.69472049952,0.0999999999999999
1991,Paraguay,Ducks,Molasses,crops,crops,51.0574406122394,67.8504194182584,75.389354909176,7.5389354909176,0.1
2001,Fiji,"Cattle, non-dairy",DDGS Barley,crops,crops,6.03521480031734e-16,6.567154298495479e-16,7.296838109439419e-16,7.29683810943942e-17,0.1
1969,Panama,Horses,Sesameseed Cake,crops,crops,2.80766193251364,3.1233839983465,3.47042666482944,0.347042666482944,0.0999999999999999
2001,France,Pigs,DDGS Barley,crops,crops,4799.57714054224,5222.60842278807,5802.8982475423,580.28982475423,0.1
1983,Turkey,Horses,Wheat and products,crops,crops,59883.0685764729,68126.3578799465,75695.9531999405,7569.59531999404,0.0999999999999999
2016,Ireland,Ducks,Soyabean Cake,crops,crops,437.546427926058,497.211849915975,552.45761101775,55.245761101775,0.1
1977,Africa Other,"Chickens, layers",Maize and products,crops,crops,565.01097045707,655.465162943237,753.348475949154,97.8833130059172,0.129930989616184
1986,Denmark,"Chickens, broilers",Sugar (Raw Equivalent),crops,crops,34.0926709342722,34.2639908887158,38.0711009874619,3.80711009874619,0.1
1987,Sao Tome and Principe,Ducks,Palmkernel Cake,crops,crops,0.955248250183784,1.04512937656869,1.1612548628541,0.11612548628541,0.0999999999999998
1963,Spain,Mules,Cassava and products,crops,crops,25.6599883626349,61.6826643332569,68.5362937036187,6.85362937036187,0.1
1972,Jordan,"Chickens, layers","Pulses, Other and products",crops,crops,1845.27879944953,1954.7444909423,2171.93832326922,217.193832326922,0.1
2007,Bahrain,"Chickens, layers",Potatoes and products,crops,crops,0.276124446375447,1.21640725275527,1.35156361417252,0.135156361417252,0.0999999999999997
1994,Australia,Goats,"Oilseed Cakes, Other",crops,crops,4.1835078974258,4.65394407797438,5.17104897552709,0.517104897552709,0.1
1989,Mongolia,"Cattle, non-dairy",Oats,crops,crops,5332.80488487155,6148.50678501716,6831.67420557462,683.167420557461,0.0999999999999998
2000,Australia,Horses,Other crop residues,residues,residues,51657.8438886697,57418.870569103,98966.1575765344,41547.2870074314,0.41981307575068
1979,Spain,Turkeys,Apples and products,crops,crops,60.1689360706578,376.055850441611,417.839833824012,41.7839833824012,0.1
2008,India,"Chickens, layers","Pulses, Other and products",crops,crops,134112.12836778,142067.932592988,157853.258436653,15785.3258436653,0.0999999999999998
2008,Ethiopia,Goats,DDGS,crops,crops,117.656699281447,129.863906491664,144.293229435182,14.4293229435181,0.0999999999999998
1971,Philippines,Geese,Pelagic Fish,animals,animals,0.0951510938164137,0.380604375265655,0.42313679319423,0.042532417928575,0.100516945377169
2013,Ecuador,Ducks,Coconuts - Incl Copra,crops,crops,0.0869900664450264,0.434950332225132,0.483278146916813,0.0483278146916812,0.0999999999999998
1995,Uzbekistan,"Cattle, dairy",Barley and products,crops,crops,5849.17575960728,6609.2381464489,7343.59794049878,734.359794049879,0.1
2011,Russian Federation,"Cattle, dairy",Sugarbeet pulp,residues,residues,4137209.68546076,4632933.57834351,9668368.33877713,5035434.76043362,0.520815362426553
2016,Albania,Asses,"Vegetables, Other",crops,crops,59.6095306736883,500.920425829313,556.578250921459,55.6578250921459,0.1
2008,Spain,Mules,Oats,crops,crops,467.068323475738,538.510749587707,598.345277319675,59.8345277319675,0.1
2008,Finland,Turkeys,Oats,crops,crops,5599.83828517459,6456.38541718823,7173.76157465359,717.376157465359,0.1
2012,United States of America,Goats,Cottonseed Cake,crops,crops,42.227663781703,47.313908999107,52.5710099990077,5.25710099990077,0.1
2020,Nigeria,"Chickens, broilers",Groundnut Cake,crops,crops,40917.5894999437,44865.7779604646,92958.1835912768,48092.4056308122,0.517355264193492
2014,Lithuania,Turkeys,"Oilcrops, Other",crops,crops,61.6516880570312,67.0187749510258,74.4653055011398,7.44653055011398,0.1
2019,Cuba,"Chickens, layers",Maize and products,crops,crops,46450.288561884,53886.6456634385,63202.5313747686,9315.88571133009,0.147397351161304
1962,Saudi Arabia,"Cattle, non-dairy",Fodder vegetables and roots,residues,residues,4126.22114768849,41262.2114768849,45846.9016409832,4584.69016409832,0.1
1967,Algeria,Camels,Fodder vegetables and roots,residues,residues,38637.625315146,386376.25315146,429306.947946067,42930.6947946067,0.1
1985,Iceland,Pigs,Pelagic Fish,animals,animals,16.657697692095,66.6307907683798,123.585461148321,56.9546703799409,0.460852513319402
1965,Mauritania,Sheep,Straw,residues,residues_grazers,15857.3916043899,18112.3833288292,20124.8703653658,2012.48703653657,0.0999999999999998
1997,Argentina,Goats,Copra Cake,crops,crops,0.00485177321701624,0.00533748428714658,0.00593053809682954,5.9305380968295e-4,0.1
1972,Cameroon,"Chickens, broilers",DDGS,crops,crops,1158.05652263951,1278.20808238356,1420.2312026484,142.02312026484,0.1
1993,United Arab Emirates,"Cattle, dairy",Wheat and products,crops,crops,39.1287095964645,44.515027982325996,49.4611422025844,4.94611422025844,0.1
1973,Australia,"Cattle, dairy",Fodder cereal and grasses,residues,residues_grazers,92759.7228107519,408633.140135471,517017.334624569,108384.194489099,0.209633579438495
2016,Iraq,Camels,Fodder vegetables and roots,residues,residues,394.442898321966,3944.42898321966,4726.77853744649,782.349554226837,0.165514323979621
2017,Ethiopia,"Chickens, broilers",Rape and Mustard Cake,crops,crops,273.906096623037,307.069615048247,348.060402021856,40.9907869736086,0.117769176658696
1963,Brazil,Rabbits and hares,Yams,crops,crops,5.3867552906266e-4,0.00179359221663484,0.00200147995105488,2.0788773442004e-4,0.103867008165869
2001,"China, mainland","Chickens, broilers",Soy hulls,residues,residues,32922.3390204032,35785.1511091339,39761.2790101488,3976.12790101488,0.1
1995,DR Congo,"Cattle, non-dairy",Cottonseed Cake,crops,crops,617.130777505749,691.463056028851,768.292284476501,76.8292284476502,0.1
1992,Pakistan,"Chickens, broilers",Soyabean Cake,crops,crops,20.650548870211,23.4665328070579,26.0739253411755,2.60739253411754,0.1
1970,Pakistan,Sheep,Barley and products,crops,crops,17.6306218833004,19.921606647797,22.1351184975523,2.21351184975523,0.1
1980,Sri Lanka,"Cattle, non-dairy",Soyabean Cake,crops,crops,412.036953483305,468.223810776483,520.248678640537,52.0248678640536,0.0999999999999999
2013,Honduras,"Chickens, broilers",Molasses,crops,crops,21896.1656348461,29097.894531357,32330.99392373,3233.09939237299,0.1
2020,Argentina,Goats,Groundnut Cake,crops,crops,7.75389806519852,8.50208121184048,9.44675690204498,0.944675690204496,0.0999999999999999
1985,Costa Rica,Goats,Potatoes and products,crops,crops,0.00477861600257484,0.0210511718175103,0.0233901909083448,0.00233901909083448,0.1
1994,South Africa,"Cattle, dairy",Cottonseed Cake,crops,crops,5436.52566883439,6091.3452872094,6768.16143023267,676.816143023268,0.1
2000,Albania,"Chickens, broilers",Groundnut Cake,crops,crops,1.14994441575665,1.26090396464545,1.40100440516161,0.140100440516161,0.1
1975,Venezuela,"Chickens, layers",Cottonseed Cake,crops,crops,4226.65447216922,4735.74730775263,5261.94145305847,526.194145305846,0.0999999999999998
1986,Yugoslav SFR,"Cattle, dairy",Rape and Mustard Cake,crops,crops,116.646043653311,130.769107234653,145.299008038504,14.5299008038503,0.0999999999999998
2018,Myanmar,Turkeys,Rice and products,crops,crops,6.2495341474577,7.23325711511308,9.35877175236465,2.12551463725157,0.227114699823139
1970,New Zealand,"Cattle, non-dairy",DDGS Barley,crops,crops,7.28558295136357e-13,7.92772900039562e-13,8.80858777821735e-13,8.808587778217342e-14,0.1
2008,Ukraine,Goats,"Vegetables, Other",crops,crops,6180.74600346316,51939.0420459089,70150.2940432407,18211.2519973319,0.259603359411529
1987,United States of America,"Cattle, dairy",Fodder legumes,residues,residues_grazers,7940332.10542416,38746608.4107271,45437605.3732596,6690996.9625325,0.147256813108162
1976,Malaysia,Sheep,Straw,residues,residues_grazers,670.688294944319,766.063158131718,1336.52430385032,570.461145718603,0.426824371300389
1968,Bulgaria,"Cattle, dairy",Cottonseed Cake,crops,crops,160.171006669367,179.46331279481,199.403680883122,19.9403680883121,0.0999999999999999
1994,United States of America,Goats,Pelagic Fish,animals,animals,66.9223625051382,267.689450020553,309.606928188647,41.9174781680937,0.135389341618845
2000,Azerbaijan,"Chickens, broilers",Wheat and products,crops,crops,8318.41472947645,9463.49798575251,10514.9977619472,1051.49977619472,0.0999999999999997
1993,Paraguay,Sheep,Cottonseed Cake,crops,crops,44.1277310628305,49.4428359247401,54.9518422344814,5.50900630974126,0.100251530899258
1984,Myanmar,Sheep,Sugarbeet pulp,residues,residues,21.1371049304485,23.6697703588449,26.9274196872789,3.25764932843396,0.120978889409628
1966,Nigeria,"Chickens, broilers",DDGS Barley,crops,crops,110.591426219258,120.338875102566,137.16462831393,16.8257532113647,0.122668310468902
1994,Kuwait,Goats,Fodder vegetables and roots,residues,residues,11.937712134609,119.37712134609,132.6412459401,13.26412459401,0.1
1964,Oceania Other,"Cattle, non-dairy",DDGS Barley,crops,crops,1.35209450884553e-15,1.4712671478188602e-15,1.6347412753542902e-15,1.63474127535429e-16,0.1
2019,Ireland,Turkeys,Sunflowerseed Cake,crops,crops,640.517498887418,703.865383392767,782.072648214185,78.2072648214183,0.0999999999999998
1974,DR Congo,"Cattle, non-dairy",Straw,residues,residues_grazers,476982.84365727,544811.928791856,1763894.22172706,1219082.29293521,0.691131178910252
2011,Uzbekistan,"Chickens, broilers",Barley and products,crops,crops,2225.45783529264,2514.64162179959,2794.04624644399,279.404624644399,0.0999999999999998
1987,Mexico,Sheep,Milk - Excluding Butter,animals,animals,344.774452018217,2897.2643026741,3219.18255852677,321.918255852677,0.1
2019,Peru,"Chickens, layers",Maize and products,crops,crops,625084.949355874,725156.553777116,805729.504196795,80572.9504196795,0.1
1986,Iraq,Goats,Maize and products,crops,crops,7405.51812063032,8591.08830699573,9545.65367443969,954.565367443967,0.0999999999999998
2019,Malaysia,"Cattle, non-dairy","Roots, Other",crops,crops,76.7259984192368,255.469473094018,284.812168762839,29.3426956688211,0.103024726072201
1990,Argentina,"Cattle, dairy",Milk - Excluding Butter,animals,animals,2203.12542683016,18513.6590489929,20570.7322766588,2057.07322766588,0.1
1991,Cambodia,Ducks,Groundnut Cake,crops,crops,4.21397386402164,4.62058537721672,5.13398375246302,0.513398375246302,0.1
1999,Russian Federation,Ducks,Potatoes and products,crops,crops,2499.75709209391,11012.1457801494,12235.7175334993,1223.57175334993,0.1
2011,Ireland,Goats,Other crop residues,residues,residues,1.1727790591920602e-15,1.30357064749024e-15,1.4484118305447202e-15,1.44841183054472e-16,0.1
2010,Yemen,Goats,"Butter, Ghee",animals,animals,151.82521231512,184.830693253189,205.367436947988,20.5367436947988,0.1
1973,Malaysia,"Chickens, broilers","Oilseed Cakes, Other",crops,crops,2304.51783217523,2563.66125763444,2848.51250848271,284.851250848271,0.1
2008,Sierra Leone,Ducks,Maize and products,crops,crops,2.60108179292419,3.01749627949442,4.54721422141416,1.52971794191974,0.336407714137559
2001,Japan,Goats,Soyabean Cake,crops,crops,56.5344121370643,64.2436501557549,71.3818335063943,7.13818335063942,0.1
2013,Bangladesh,"Chickens, broilers",Milk - Excluding Butter,animals,animals,371.021217936195,3117.82536080836,3464.25040089818,346.425040089818,0.0999999999999999
2017,Republic of Korea,"Chickens, layers",Fodder vegetables and roots,residues,residues,1413.62296508517,14136.2296508517,15706.9218342797,1570.69218342796,0.0999999999999998
2015,Armenia,"Chickens, layers",Pelagic Fish,animals,animals,144.918854603489,579.675418413957,644.08379823773,64.408379823773,0.1
1999,"China, Hong Kong SAR","Cattle, dairy","Cereals, Other",crops,crops,3.3443415035163295e-19,3.83269010048668e-19,4.2585445560963095e-19,4.25854455609631e-20,0.1
1978,Poland,Sheep,Sorghum and products,crops,crops,973.027896074124,1124.88774112615,1249.87526791795,124.987526791795,0.1
1992,Saudi Arabia,Sheep,Straw,residues,residues_grazers,1025522.30703009,1171356.14737875,2444167.57545301,1272811.42807426,0.520754567263398
2001,Africa Other,Pigs,Sugar (Raw Equivalent),crops,crops,52.3070250636046,52.5698744357836,58.410971595315,5.84109715953149,0.0999999999999998
1968,USSR,Sheep,Grassland,grass,grass,50193171.3573819,250965856.78691,250965856.78691,0,0
2015,"China, Hong Kong SAR","Cattle, non-dairy",Straw,residues,residues_grazers,0.031486147984246,0.0359636184857179,0.0399595760952421,0.00399595760952422,0.1
2015,Lebanon,"Chickens, layers",Sugar beet,crops,crops,220.700835280487,882.803341121947,980.892601246607,98.0892601246607,0.1
2012,Georgia,Horses,Brans,residues,residues,284.078405202602,320.088343890256,355.653715433618,35.5653715433618,0.1
2005,Tajikistan,"Chickens, broilers",Rape and Mustardseed,crops,crops,0.0175310787154593,0.0192226740301089,0.0222259779500393,0.0030033039199304,0.135125839082599
2017,United States of America,Horses,Molasses,crops,crops,15409.1034964074,20477.2139487141,22752.4599430157,2275.24599430157,0.1
1997,Chile,Horses,Oats,crops,crops,1.50143164875286e-12,1.7310895258488e-12,1.92343280649866e-12,1.92343280649866e-13,0.0999999999999999
1981,French Polynesia,"Chickens, layers",Oats,crops,crops,0.366187120872728,0.422198832674167,0.469109814082408,0.0469109814082407,0.0999999999999998
2017,Estonia,Turkeys,Wheat and products,crops,crops,105.541562664496,120.070037160974,133.411152401082,13.3411152401082,0.1
1965,Peru,"Cattle, dairy",DDGS,crops,crops,394.479377457636,435.407701388119,483.786334875688,48.3786334875687,0.0999999999999997
1969,Netherlands,Horses,Wheat and products,crops,crops,7.52746457909526e-13,8.56366846313454e-13,9.515187181260609e-13,9.51518718126061e-14,0.1
2012,Ukraine,"Chickens, layers",Other crop residues,residues,residues,766156.870528273,851600.819408973,2617444.12836424,1765843.30895527,0.674644127001413
2007,Spain,"Chickens, broilers","Fruits, Other",crops,crops,615.962351262772,3305.93790931072,3673.26434367857,367.326434367857,0.1
1999,"China, Taiwan","Cattle, non-dairy",Cottonseed Cake,crops,crops,27.0803049594608,30.3420783859505,41.1270815555497,10.7850031695992,0.262236044029336
2002,Peru,"Chickens, broilers",Oats,crops,crops,14047.2837679223,16195.9459276583,17995.4954751759,1799.54954751759,0.0999999999999998
1994,Peru,Sheep,Fodder cereal and grasses,residues,residues_grazers,5343.67994198571,23540.4402730648,26156.0447478498,2615.60447478498,0.1
1993,Hungary,Ducks,Rye and products,crops,crops,708.159778147929,808.40157322823,898.223970253588,89.8223970253588,0.1
1974,Madagascar,Ducks,Groundnut Cake,crops,crops,47.6352164483148,52.2315969828013,58.0351077586682,5.80351077586682,0.1
1988,Chile,Pigs,Sugarbeet pulp,residues,residues,102921.967900121,115254.163381994,130659.565572174,15405.4021901802,0.117904893703863
1965,Ecuador,Geese,Sugar cane,crops,crops,110.920309156913,376.001047989536,465.519592779212,89.5185447896764,0.192298124887159
2012,Central African Republic,"Cattle, non-dairy",Groundnut Cake,crops,crops,1656.1328520858401,1815.93514483096,2017.70571647885,201.770571647885,0.1
2012,Yemen,Camels,Fodder cereal and grasses,residues,residues_grazers,43121.9663666672,189964.609544789,211071.788383099,21107.1788383099,0.1
1991,Turkey,Ducks,Soy hulls,residues,residues,0.0996403677366659,0.108304747539854,0.142720713030151,0.0344159654902968,0.241142051210367
1987,India,Ducks,Molasses,crops,crops,604.717605068745,803.611435307302,892.901594785891,89.290159478589,0.0999999999999998
2000,Liberia,Sheep,DDGS Barley,crops,crops,0.568189877813736,0.61826972558622,0.710705102839017,0.0924353772527968,0.130061507766794
