area_code,item_cbs_code,physical_ha,harvested_ha
33,2645,13053.5,13053.5
33,2664,14605.1,14605.1
33,2667,24148.9,24148.9
33,2671,9442.1,9442.1
33,2807,0.2,0.2
35,2514,26743.2,26912.2
35,2531,156.4,156.4
35,2532,278.2,278.2
35,2533,165.1,165.1
35,2536,1817.8,1817.8
35,2552,80.3,80.3
35,2560,1459.2,1459.3
35,2605,342,342.1
35,2615,223.5,223.5
35,2630,119.2,119.2
37,254,761.6,761.6
37,328,42441.2,42455.8
37,2511,0.7,0.7
37,2514,110855.5,110855.5
37,2517,8920.7,8920.7
37,2518,29965.5,30030
37,2520,119.9,119.9
37,2531,1441.9,1441.9
37,2532,247910.6,247967.1
37,2533,143.8,143.8
37,2534,16541.5,16541.5
37,2535,58071,58087.7
37,2536,20234.2,20234.3
37,2546,660.3,677.3
37,2547,0.5,0.5
37,2549,20330.8,20330.8
37,2551,219.5,219.5
37,2552,109172.3,109197
37,2555,3.3,3.3
37,2557,3.4,3.4
37,2560,0.1,0.1
37,2561,21368.1,21368.1
37,2570,28216.5,28216.5
37,2601,70.1,70.1
37,2602,22,22
37,2605,12155.3,12159.2
37,2611,4711.6,4711.6
37,2612,336.8,336.8
37,2613,496.3,496.3
37,2615,18302.8,18302.8
37,2616,32584.3,32587.2
37,2618,2242.7,2242.7
37,2619,9.7,9.7
37,2625,2468.8,2468.8
37,2630,16387.3,16387.3
37,2633,3614.4,3614.4
37,2635,0.2,0.2
37,2640,0.6,0.6
37,2662,0.4,0.4
37,2665,693.4,693.4
37,2671,556.5,557.1
37,2672,869.5,869.5
37,2807,5358.6,5362.6
38,254,2424.2,2424.2
38,2514,74051.1,74051.1
38,2517,137.5,137.5
38,2518,191.3,191.3
38,2531,3602.9,3603
38,2532,20816.4,20817
38,2533,4149.5,4149.5
38,2535,32146.6,32146.6
38,2536,14348.5,14348.6
38,2546,5971.1,5971.1
38,2549,11439.3,11439.7
38,2551,15715.5,15715.5
38,2552,19126.8,19126.8
38,2555,3491.5,3491.5
38,2558,396.2,396.2
38,2560,495221.8,495765.2
38,2561,11411.9,11411.9
38,2601,6478.6,6478.6
38,2602,6990.8,6990.8
38,2605,84529.1,84529.1
38,2611,6667,6667
38,2612,10290.9,10290.9
38,2616,50188.5,50188.5
38,2618,3685.2,3685.2
38,2625,41586.3,41586.3
38,2630,5961.6,5961.6
38,2633,1856.9,1856.9
38,2635,261808.7,261808.7
38,2640,45787.6,45787.6
38,2642,5931,5931
38,2645,42365.9,42365.9
38,2671,1169.6,1169.6
38,2672,118807,118807
38,2807,916560.1,1063082.2
39,254,29.2,29.2
39,328,181012.5,214604.3
39,2511,1012.8,1012.8
39,2514,348772.4,348772.4
39,2517,1125019.2,1125202.8
39,2518,972486.8,1160219
39,2520,323725.5,323725.5
39,2531,3971.6,3976.9
39,2532,31676.6,31676.6
39,2533,30378.8,30378.8
39,2534,10340.5,10340.5
39,2535,40622.2,48482.5
39,2536,4375.9,4376.5
39,2546,187809.4,224624.2
39,2549,54267,54267
39,2551,555.5,555.5
39,2552,642573.2,765775.8
39,2555,118.3,118.3
39,2557,3.1,3.1
39,2560,9.5,9.5
39,2561,247734.2,247734.2
39,2570,32206.5,32206.5
39,2601,134.3,134.3
