Year,area,area_code,ProcessedItem,Element,Value,item_code,Item,Product_fraction,value_proc_raw,item,Scaling,cf,value_proc
1967,Bolivia,19,Barley and products,Production,6410.00291999928,2513,"Alcohol, Non-Food",0.00763683955511345,48.9521638478432,"Alcohol, Non-Food",0.970975066314056,0.00741518079345609,47.5313305383761
1975,Puerto Rico,177,"Lemons, Limes and products",Production,9.51053009121487,2612,"Beverages, Fermented",0.0203860269683559,0.193881922922866,"Beverages, Fermented",1,0.0203860269683559,0.193881922922866
1991,"China, mainland",41,Apples and products,Production,386550.47495521,2617,"Beverages, Fermented",0.0171834582558792,6642.27395018314,"Beverages, Fermented",0.204756857305297,0.00351843091011059,1360.05113940034
1963,France,68,Groundnuts,Production,702857,2552,Groundnut Oil,0.296311379054681,208264.526948236,Groundnut Oil,1.06547189409339,0.315711446282814,221900
1991,Burundi,29,Millet and products,Production,10963.6363636364,2517,DDGS,0.28,3069.81818181818,DDGS,0.957958864284625,0.268228481999695,2940.75953901484
2011,Czech Republic,167,Wine,Production,64587.6687994867,2655,"Beverages, Alcoholic",0.0164759167566091,1064.14105464378,"Beverages, Alcoholic",0.930317456881187,0.0153278329767947,989.988999719069
1998,South Korea,117,"Fruits, Other",Production,5292.2620790293,2625,"Sweeteners, Other",0.0154500012966399,81.7654559831609,"Sweeteners, Other",48.8568967424487,0.754839118020635,3994.80644006853
1978,Bulgaria,27,Sunflower seed,Production,389707.505918108,2557,Sunflowerseed Cake,0.479295960904228,186785.23352061,Sunflowerseed Cake,0.835183794027204,0.400300219089907,156000
2013,Sweden,210,Sunflower seed,Production,16989.6666666667,2557,Sunflowerseed Oil,0.428066781713464,7272.71193238452,Sunflowerseed Oil,0.687501450144835,0.294296533186839,5000
1971,United States of America,231,Sugar cane,Production,20996346.2472938,2536,Sugar (Raw Equivalent),0.100139992148591,2102573.9483531,Sugar (Raw Equivalent),1.18767439088339,0.118933704178145,2497173.23339755
2017,United Kingdom,229,Wheat and products,Production,388615.191986644,2511,"Alcohol, Non-Food",0.0234348380626274,9107.13409288387,"Alcohol, Non-Food",0.181171625631347,0.00424572770821358,1649.95428845044
2009,Uganda,226,Maize and products,Production,282856.815027926,2514,"Alcohol, Non-Food",0.0487524885072849,13789.9736238562,"Alcohol, Non-Food",0.261635075482593,0.0127553610105677,3607.94078998058
1996,South Africa,202,Sunflower seed,Production,578667.812893895,2557,Sunflowerseed Cake,0.470091700565684,272026.936225916,Sunflowerseed Cake,0.892937307496163,0.419762417379415,242903
1967,Uganda,226,Plantains,Production,1285714.28571429,2616,"Beverages, Fermented",0.0175380627769362,22548.9378560609,"Beverages, Fermented",35.1227007481509,0.61598413061661506,791979.596507076
1974,"China, mainland",41,Molasses,Production,312357.815500276,2544,"Sweeteners, Other",0.0257001287667085,8027.63607964488,"Sweeteners, Other",0.137728138751837,0.00353963090072131,1105.63137582658
1993,Morocco,143,Soyabeans,Production,35835.9107861165,2555,Soyabean Cake,0.790701347057701,28335.502931622,Soyabean Cake,0.976901665264196,0.772437462667312,27681
1995,Germany,79,Soyabeans,Production,3513640.45433306,2555,Soyabean Oil,0.181052196919713,636152.32344298,Soyabean Oil,0.985950969424101,0.178508589069354,627215
1964,Norway,162,Maize and products,Production,1874.06033760755,2514,DDGS,0.11,206.14663713683,DDGS,1.00450341017474,0.110495375119221,207.075
1996,Czech Republic,167,"Fruits, Other",Production,17181.7696681159,2625,"Sweeteners, Other",0.0152606544303084,262.205049406271,"Sweeteners, Other",0.735723895874256,0.0112276281310572,192.910520467084
1973,Yugoslav SFR,248,Sugar beet,Production,3264100,2537,"Beverages, Fermented",0.0200686033470564,65505.9281851268,"Beverages, Fermented",0.0810641678012565,0.00162684462926264,5310.18355437618
2021,Philippines,171,Sugar cane,Production,23349649.0054796,2536,"Sweeteners, Other",0.0744198897218723,1737678.30403221,"Sweeteners, Other",0.340464080236408,0.0253372993054521,591617.045529088
1974,India,100,Rice and products,Production,221252.983667429,2807,Ricebran Oil,0.0877896851707017,19423.729779242,Ricebran Oil,3.24345533612847,0.284741922823951,63000
2001,Greece,84,Cottonseed,Production,503030.470433463,2559,Cottonseed Oil,0.158999009668121,79981.3466318096,Cottonseed Oil,0.798311139895287,0.126930680650379,63850
2021,Japan,110,Sugar beet,Production,3961000,2537,"Sweeteners, Other",0.0744198897218723,294777.183188336,"Sweeteners, Other",3.44959388099118,0.256718396208609,1016861.5673823
1990,Angola,7,Barley and products,Production,5000,2513,Beer,4.96356460715807,24817.8230357904,Beer,0.922723962008085,4.58,22900
2014,RoW,999,Rice and products,Production,69737.4535315985,2807,"Alcohol, Non-Food",0.0164059499167692,1144.10916996242,"Alcohol, Non-Food",2.21194487020873,0.0362890567592989,2530.70640945714
1978,Iran,102,Sugar beet,Production,3659850.5,2537,Sugar (Raw Equivalent),0.0965657750740798,353416.300187759,Sugar (Raw Equivalent),1.3155133420278,0.127033565493208,464923.858187099
1974,France,68,"Fruits, Other",Production,30358.0525519529,2625,"Beverages, Alcoholic",0.0166166413809837,504.448872280859,"Beverages, Alcoholic",2.54491059431739,0.0422878666924382,1283.77727935902
2004,Nicaragua,157,Groundnuts,Production,42483.9385443372,2552,Groundnut Oil,0.280476649810189,11915.7527536576,Groundnut Oil,0.9944818632094,0.278928941289967,11850
1963,Mauritius,137,"Oilcrops, Other",Production,46.5,2570,"Oilseed Cakes, Other",0.604043467699356,28.08802124802,"Oilseed Cakes, Other",1.95813010515566,1.18279569892473,55
2017,Sierra Leone,197,Sugar cane,Production,72729.7297297297,2536,Sugar (Raw Equivalent),0.118760177474963,8637.39561040881,Sugar (Raw Equivalent),0.694653836715489,0.0824972129319955,6000
1967,Italy,106,Maize and products,Production,146565.987942619,2514,Maize Germ Oil,0.0589575114779027,8641.16591639711,Maize Germ Oil,1.63045127663448,0.0961273498563382,14089
1999,Belarus,57,Apples and products,Production,27809.7194725636,2617,"Sweeteners, Other",0.0156422856296313,435.00757526976,"Sweeteners, Other",0.00264549129818362,4.13815305168924e-5,1.15080875502011
1992,Morocco,143,Sugar cane,Production,993872.5,2536,"Sweeteners, Other",0.0137321726188953,13648.028731173,"Sweeteners, Other",0.00388599178219314,5.33631099486847e-5,53.0361274924741
1987,Puerto Rico,177,"Lemons, Limes and products",Production,9.62081356972555,2612,"Beverages, Alcoholic",0.0200140460188812,0.192551405523564,"Beverages, Alcoholic",1,0.0200140460188812,0.192551405523564
2005,Mexico,138,Olives (including preserved),Production,1000,2563,Olive Oil,0.205432856865937,205.432856865937,Olive Oil,0.523285328549722,0.1075,107.5
1962,Tanzania,215,"Oilcrops, Other",Production,10730.5298427992,2570,"Oilcrops Oil, Other",0.389352643856934,4177.96016427959,"Oilcrops Oil, Other",0.913125029917039,0.355527644570141,3815
1971,India,100,"Fruits, Other",Production,37041.5745072414,2625,"Beverages, Fermented",0.0194020666301284,718.683096674363,"Beverages, Fermented",9.3834260007385e-4,1.82057856485209e-5,0.674370965562553
1996,Serbia and Montenegro,186,Coconuts - Incl Copra,Production,0.5,2560,Copra Cake,0.0746787850047585,0.0373393925023793,Copra Cake,1,0.0746787850047585,0.0373393925023793
1969,Czechoslovakia,51,Grapes and products (excl wine),Production,136358.135168628,2620,Wine,0.687286639609413,93717.1245034527,Wine,1.05476987822389,0.724929245165728,98850
1997,Paraguay,169,"Fruits, Other",Production,73.3636682948607,2625,"Alcohol, Non-Food",0.0277179053162624,2.03348721145063,"Alcohol, Non-Food",1.1068225577758,0.0306788028583329,2.25070951658216
2009,Albania,3,Barley and products,Production,5780.46710899646,2513,DDGS Barley,0.28,1618.53079051901,DDGS Barley,1.01990027602173,0.285572077286083,1650.74
1963,Finland,67,Barley and products,Production,32714.9014883912,2513,Beer,4.45000866558594,145581.595117131,Beer,0.678657215704416,3.02003049084708,98800
1977,Cuba,49,Molasses,Production,12815.0170849182,2544,"Sweeteners, Other",0.0238790562187113,306.010513414507,"Sweeteners, Other",0.00216126742857001,5.1609026430493e-5,0.661370555442761
2007,Spain,203,Potatoes and products,Production,9340.24917035651,2531,"Alcohol, Non-Food",0.0142143177386555,132.765269465661,"Alcohol, Non-Food",0.508269457224366,0.00722470356184112,67.4805314495583
1988,Netherlands,150,Sugar beet,Production,6789180,2537,"Beverages, Fermented",0.0180059252540114,122245.467616029,"Beverages, Fermented",0.0323489421291472,5.8247263402376e-4,3954.51155746146
1970,"China, mainland",41,Barley and products,Production,37680.4565390867,2513,"Alcohol, Non-Food",0.00758906207137725,285.959323552962,"Alcohol, Non-Food",0.212376082208601,0.00161173527035699,60.7309208071998
1978,Nepal,149,Sugar cane,Production,322816.905407516,2536,"Sweeteners, Other",0.00756825797481512,2443.16161875557,"Sweeteners, Other",3.25400847528152,0.0246271755931653,7950.06861391313
1996,Kenya,114,Sorghum and products,Production,24807.8151603992,2518,DDGS,0.28,6946.18824491177,DDGS,0.898488035203059,0.251576649856857,6241.06702832136
1986,Thailand,216,Bananas,Production,2220.74567665119,2615,"Sweeteners, Other",0.012304349968709,27.3248319970138,"Sweeteners, Other",0.0522095518855194,6.424045981089e-4,1.42661723391119
1985,Puerto Rico,177,Plantains,Production,8722.64753278035,2616,"Beverages, Alcoholic",0.0192821982867017,168.19181931208,"Beverages, Alcoholic",1,0.0192821982867017,168.19181931208
1967,Afghanistan,2,"Oilcrops, Other",Production,15537.3126954346,2570,"Oilcrops Oil, Other",0.392927608899357,6105.03912613875,"Oilcrops Oil, Other",0.815883386999737,0.320583108394515,4981
1975,Mauritius,137,Barley and products,Production,2140.50058315839,2513,DDGS Barley,0.28,599.340163284348,DDGS Barley,1.00023331777881,0.280065328978068,599.48
2001,New Zealand,156,Barley and products,Production,50876.1061265397,2513,DDGS Barley,0.28,14245.3097154311,DDGS Barley,0.983880328331341,0.275486491932775,14015.68
2013,Malaysia,131,Soyabeans,Production,512325.938566553,2555,Soy hulls,0.05,25616.2969283276,Soy hulls,1.05206463195691,0.0526032315978456,26950
2015,Philippines,171,Barley and products,Production,183000,2513,DDGS Barley,0.28,51240,DDGS Barley,1,0.28,51240
2016,Romania,183,"Fruits, Other",Production,220881.847475832,2625,"Sweeteners, Other",0.073254586702539,16180.6084469354,"Sweeteners, Other",0.920885059843555,0.0674590544593825,14900.4805779612
1993,Saint Vincent and the Grenadines,191,Coconuts - Incl Copra,Production,9100,2560,Copra Cake,0.076517814387132,696.312110922902,Copra Cake,0.69365445814209,0.0530769230769231,483
1984,Singapore,200,Sugar cane,Production,561.024579715183,2536,"Alcohol, Non-Food",0.00790253530836699,4.43351655006098,"Alcohol, Non-Food",1,0.00790253530836699,4.43351655006098
1996,Jordan,112,Olives (including preserved),Production,120000,2563,Olive Oil,0.209042865902362,25085.1439082834,Olive Oil,1.02897555997184,0.2151,25812
1994,Dominica,55,Coconuts - Incl Copra,Production,12452.5910839556,2560,Copra Cake,0.0762773148889833,949.850211294631,Copra Cake,0.69484640015022,0.0530010176637348,660
2000,RoW,999,Coconuts - Incl Copra,Production,981.34413463176,2560,Coconut Oil,0.134732936834705,132.219377304449,Coconut Oil,0.378159397051686,0.0509505261564151,50
2019,New Zealand,156,Wine,Production,38000,2655,"Beverages, Alcoholic",0.0184220981672498,700.039730355492,"Beverages, Alcoholic",3.13490470029853,0.0577515221338724,2194.55784108715
2013,Grenada,86,Sugar cane,Production,4003.04994281357,2536,Sugar (Raw Equivalent),0.113880703250624,455.870142634982,Sugar (Raw Equivalent),0.199847619047619,0.0227587874001057,91.1045626004995
1990,Poland,173,Apples and products,Production,319764.682220231,2617,"Beverages, Alcoholic",0.0190215446971975,6082.41819543729,"Beverages, Alcoholic",0.87860720536281,0.0167124662280885,5344.05645254107
1980,DR Congo,250,Cassava and products,Production,45737.2733564014,2532,"Alcohol, Non-Food",0.00725340856233413,331.751130181139,"Alcohol, Non-Food",1,0.00725340856233413,331.751130181139
2010,Sweden,210,Sugar beet,Production,1863113.29081633,2537,"Beverages, Alcoholic",0.0179331578718156,33411.504777287,"Beverages, Alcoholic",3.25488724190067,0.0583704067639631,108750.680632295
1990,Spain,203,Rape and Mustardseed,Production,32785.6360374667,2558,Rape and Mustard Oil,0.378570473718771,12411.673765875,Rape and Mustard Oil,1.04740103915256,0.396515107565517,13000
1978,Turkey,223,Wheat and products,Production,7.15689004655759,2511,Beer,4.78579668283657,34.2514206442414,Beer,1.03727460573621,4.96418536732294,35.5281288446604
1999,Indonesia,101,"Oilcrops, Other",Production,295243.801702836,2570,"Oilseed Cakes, Other",1.19481010734133,352760.278404428,"Oilseed Cakes, Other",0.310610368309043,0.371120407500658,109571
1979,USSR,228,Grapes and products (excl wine),Production,5092603.5067693,2620,Wine,0.68723021294663,3499790.99240982,Wine,0.840050164817308,0.57730785365325,2940000
2011,Bolivia,19,Soyabeans,Production,1847581.0330781,2555,Soyabean Oil,0.186916191578577,345342.81033577,Soyabean Oil,0.955660067202358,0.178628340205191,330030.333333333
2018,Kyrgyzstan,113,Sugar beet,Production,885946.308724832,2537,"Sweeteners, Other",0.0722253985644054,63987.8252543148,"Sweeteners, Other",2.00186891126307,0.144585779989667,128095.238075946
1980,Kuwait,118,Groundnuts,Production,1051,2552,Groundnut Cake,0.381945838681808,401.42507645458,Groundnut Cake,1.00890558102895,0.38534728829686,405
2020,Kyrgyzstan,113,Palm kernels,Production,1.92980407407183,2562,Palmkernel Cake,0.52,1.00349811851735,Palmkernel Cake,1,0.52,1.00349811851735
1985,RoW,999,Sesame seed,Production,13582.5888156736,2561,Sesameseed Cake,0.50715590605144,6888.49013733708,Sesameseed Cake,0.932715278951353,0.473032062384595,6425
1985,Jordan,112,Barley and products,Production,998.880516776462,2513,Beer,4.70361193331581,4698.34631866643,Beer,1.02578645189526,4.82490139616824,4819.5
1966,Italy,106,Groundnuts,Production,220454,2552,Groundnut Cake,0.382898556537965,84411.5183830205,Groundnut Cake,0.950107302134875,0.363794714543624,80200
1999,Pakistan,165,Apples and products,Production,2211.91272330666,2617,"Beverages, Fermented",0.0200363002662004,44.3185474868014,"Beverages, Fermented",0.01340674240237,2.6862151636548e-4,0.594167349802751
1986,Greece,84,Sugar beet,Production,2516000,2537,Molasses,0.0377538118376597,94988.5905835518,Molasses,1.35480481613003,0.0511490461049285,128691
1973,Indonesia,101,Groundnuts,Production,30205.2653381628,2552,Groundnut Oil,0.294841227826014,8905.75751911446,Groundnut Oil,1.1331433601623,0.334097379613146,10091.5
2000,Austria,11,Sunflower seed,Production,117750,2557,Sunflowerseed Cake,0.473473253189394,55751.4755630511,Sunflowerseed Cake,0.84302701453787,0.399150743099788,47000
1979,Ivory Coast,107,Millet and products,Production,13452.8125525691,2517,DDGS,0.28,3766.78751471936,DDGS,0.891195850626888,0.249534838175529,3356.94540331106
2004,New Zealand,156,"Fruits, Other",Production,1346.13087787749,2625,"Alcohol, Non-Food",0.0257937465445617,34.7217586797802,"Alcohol, Non-Food",1.23450008938087,0.0318423824147288,42.8640141936495
2009,Kuwait,118,Soyabeans,Production,20.5,2555,Soy hulls,0.05,1.025,Soy hulls,1,0.05,1.025
1964,Indonesia,101,Sugar cane,Production,10959200,2536,Sugar (Raw Equivalent),0.0992977933525579,1088224.37690935,Sugar (Raw Equivalent),0.594348428658338,0.0590174874483332,646784.448443773
2010,Bosnia and Herzegovina,80,Maize and products,Production,130506.172839506,2514,DDGS,0.11,14355.6790123457,DDGS,0.950146627565982,0.104516129032258,13640
1986,Australia,10,Groundnuts,Production,4778.41960525648,2552,Groundnut Oil,0.298176353459985,1424.81173319708,Groundnut Oil,0.766066122680523,0.228422802970107,1091.5
1998,Benin,53,Groundnuts,Production,32070.3421591529,2552,Groundnut Cake,0.379319370604937,12164.9020028949,Groundnut Cake,0.976580000165472,0.370435711008136,11880
1969,El Salvador,60,Sugar cane,Production,1281438.49568263,2536,Sugar non-centrifugal,0.016691545921896,21389.1894967719,Sugar non-centrifugal,1.08290685832185,0.0180753895548153,23162.5
2002,Togo,217,Barley and products,Production,4975.5,2513,Beer,5.17147642170791,25730.6809362077,Beer,1.11928635201695,5.78836297859512,28800
1996,Bulgaria,27,Maize and products,Production,46573.4669362792,2514,"Alcohol, Non-Food",0.0479057516637817,2231.13694117074,"Alcohol, Non-Food",2.18568677316888,0.104706967770241,4876.56650144536
2001,Slovenia,198,Sugar beet,Production,185866,2537,"Beverages, Alcoholic",0.0172619212908403,3208.40426264333,"Beverages, Alcoholic",0.265549604580678,0.00458389637308545,851.9904832799
2004,Jordan,112,Maize and products,Production,18546.5565465153,2514,"Alcohol, Non-Food",0.0452885085311357,839.945884380046,"Alcohol, Non-Food",3.94788513881674,0.178793829789246,3316.00987435427
2012,"China, mainland",41,Groundnuts,Production,8232518.67324534,2552,Groundnut Oil,0.25611852833851,2108500.5671109,Groundnut Oil,0.939530219199512,0.240631097070937,1981000
1995,India,100,Groundnuts,Production,6101573.44667617,2552,Groundnut Cake,0.379768058910609,2317182.70414472,Groundnut Cake,0.956355748744444,0.363193366328679,2216051
1977,Ethiopia,238,Cottonseed,Production,32020.5,2559,Cottonseed Oil,0.165573210038572,5301.73697204009,Cottonseed Oil,0.770030656279251,0.127496447588264,4082.5
2011,India,100,Sugar cane,Production,307208354.849678,2536,"Sweeteners, Other",0.0208292658370526,6398924.49052753,"Sweeteners, Other",0.0427471686522287,8.9039213963859e-4,273535.904389457
