V1,code,iso3c,EU27,name,eia,iea,water_code,water_area,baci,fish,region_code,cbs,fabio_code,iso2c,region,uISO3c,Lassaletta,region_krausmann,region_HANPP,region_krausmann2,region_UN_sub,region_UN,region_ILO1,region_ILO2,region_ILO3,region_IEA,region_IPCC,region_labour,region_labour_agg,region_labour_mech,region_test
157,160,NIU,FALSE,Niue,Niue,,160,Niue,570,570,16,FALSE,999,,Oceania,1,Niue,Australia and Oceania,North America and Oceania,Oceania,Polynesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
158,161,NFK,FALSE,Norfolk Island,,,999,Global average,574,574,16,FALSE,999,,Oceania,1,Norfolk Island,Australia and Oceania,North America and Oceania,Oceania,Australia and New Zealand,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
113,116,PRK,FALSE,North Korea,"Korea, North",Democratic People's Republic of Korea,116,"Korea, Democratic People's Republic of",408,408,14,TRUE,116,,East Asia,1,DPRepublic of Korea,Eastern Asia,East Asia,S&E Asia,Eastern Asia,Asia,Asia and the Pacific,Eastern Asia,Eastern Asia,Emerging,Annex_II,Eastern Asia,SE-Asia,no_mech,Other
151,154,MKD,FALSE,North Macedonia,Macedonia,Former Yugoslav Republic of Macedonia,154,The former Yugoslav Republic of Macedonia,807,807,10,TRUE,999,,Eastern Europe,1,North Macedonia,Eastern and South Eastern Europe,East Europe,Europe,Southern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Southern Europe,Emerging,Annex_II,Southern Europe,Europe,mech,Europe
160,163,MNP,FALSE,Northern Mariana Islands,,,999,Global average,580,580,16,FALSE,999,,Oceania,1,Northern Mariana Islands,Australia and Oceania,North America and Oceania,Oceania,Micronesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,Micronesia,Micronesia,Other
159,162,NOR,FALSE,Norway,Norway,Norway,162,Norway,579,578,9,TRUE,162,,OECD Europe,1,Norway,Western Europe,West Europe,Europe,Northern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Northern Europe,Advanced,Annex_I,Northern Europe,Europe,mech,Europe
217,221,OMN,FALSE,Oman,Oman,Oman,221,Oman,512,512,12,TRUE,221,,Middle East,1,Oman,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Arab States,Arab States,Arab States,Emerging,Annex_II,Western Asia,MENA,no_mech,Other
245,254,OXY,FALSE,Others (adjustment),,,999,Global average,NA,NA,NA,FALSE,999,,#N/A,1,Others (adjustment),Northern Africa and Western Asia,North Africa and West Asia,MENA,,,,,,,,,,,
161,164,PCI,FALSE,Pacific Islands Trust Territory,,,999,Global average,NA,582,15,FALSE,999,,South East Asia,1,Pacific Islands Trust Territory,Southeastern Asia,South and Central Asia,S&E Asia,Australia and New Zealand,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,mech,Other
162,165,PAK,FALSE,Pakistan,Pakistan,Pakistan,165,Pakistan,586,586,13,TRUE,165,,South Asia,1,Pakistan,Southern Asia,South and Central Asia,Southern Asia,Southern Asia,Asia,Asia and the Pacific,Southern Asia,Southern Asia,Emerging,Annex_II,Southern Asia,SE-Asia,no_mech,Other
177,180,PLW,FALSE,Palau,,,999,Global average,585,585,16,FALSE,999,,Oceania,1,Palau,Australia and Oceania,North America and Oceania,Oceania,Micronesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,mech,Other
258,299,PSE,FALSE,Palestine,Palestinian Territories,,299,Occupied Palestinian Territory,275,275,12,FALSE,999,,Middle East,1,Occupied Palestinian Territory,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Arab States,Arab States,Arab States,Emerging,Annex_II,Western Asia,MENA,no_mech,Other
163,166,PAN,FALSE,Panama,Panama,Panama,166,Panama,591,591,3,TRUE,166,,Central America,1,Panama,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Central America,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
165,168,PNG,FALSE,Papua New Guinea,Papua New Guinea,,168,Papua New Guinea,598,598,16,TRUE,168,,Oceania,1,Papua New Guinea,Australia and Oceania,North America and Oceania,Oceania,Melanesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
166,169,PRY,FALSE,Paraguay,Paraguay,Paraguay,169,Paraguay,600,600,4,TRUE,169,,South America,1,Paraguay,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,South America,Emerging,Annex_II,South America - South Cone,LACA,no_mech,Other
167,170,PER,FALSE,Peru,Peru,Peru,170,Peru,604,604,4,TRUE,170,,South America,1,Peru,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,South America,Emerging,Annex_II,Andean & Mexico,LACA,no_mech,Other
168,171,PHL,FALSE,Philippines,Philippines,Philippines,171,Philippines,608,608,15,TRUE,171,,South East Asia,1,Philippines,Southeastern Asia,South and Central Asia,S&E Asia,South-eastern Asia,Asia,Asia and the Pacific,South-Eastern Asia and the Pacific,South-Eastern Asia,Emerging,Annex_II,South-eastern Asia,SE-Asia,no_mech,Other
169,172,PCN,FALSE,Pitcairn Islands,,,999,Global average,612,612,16,FALSE,999,,Oceania,1,Pitcairn Islands,Australia and Oceania,North America and Oceania,Oceania,Polynesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
170,173,POL,TRUE,Poland,Poland,Poland,173,Poland,616,616,10,TRUE,173,PL,Eastern Europe,1,Poland,Eastern and South Eastern Europe,East Europe,Europe,Eastern Europe,Europe,Europe and Central Asia,Eastern Europe,Eastern Europe,Advanced,Annex_I,Eastern Europe,Europe,mech,Europe
171,174,PRT,TRUE,Portugal,Portugal,Portugal,174,Portugal,620,620,9,TRUE,174,PT,OECD Europe,1,Portugal,Western Europe,West Europe,Europe,Southern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Southern Europe,Advanced,Annex_I,Southern Europe,Europe,mech,Europe
174,177,PRI,FALSE,Puerto Rico,Puerto Rico,,177,Puerto Rico,NA,630,3,TRUE,177,,Central America,1,Puerto Rico,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
176,179,QAT,FALSE,Qatar,Qatar,Qatar,179,Qatar,634,634,12,TRUE,179,,Middle East,1,Qatar,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Arab States,Arab States,Arab States,Emerging,Annex_II,Western Asia,MENA,no_mech,Other
179,182,REU,FALSE,Reunion,Reunion,,182,Reunion,NA,638,7,FALSE,999,,Eastern Africa,1,Reunion,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
180,183,ROU,TRUE,Romania,Romania,Romania,183,Romania,642,642,10,TRUE,183,RO,Eastern Europe,1,Romania,Eastern and South Eastern Europe,East Europe,Europe,Eastern Europe,Europe,Europe and Central Asia,Eastern Europe,Eastern Europe,Emerging,Annex_I,Eastern Europe,Europe,mech,Europe
260,999,ROW,FALSE,RoW,,,999,Global average,NA,NA,NA,TRUE,999,,#N/A,1,RoW,Northern Africa and Western Asia,North Africa and West Asia,RoW,RoW,RoW,RoW,RoW,RoW,RoW,RoW,RoW,RoW,RoW,Other
182,185,RUS,FALSE,Russian Federation,Russia,Russia,185,Russian Federation,643,643,11,TRUE,185,,Former USSR,1,Russian Federation,Central Asia and Russian Federation,South and Central Asia,CAS & Russia,Eastern Europe,Europe,Europe and Central Asia,Eastern Europe,Eastern Europe,Emerging,Annex_I,FSU,FSU,mech,Europe
181,184,RWA,FALSE,Rwanda,Rwanda,,184,Rwanda,646,646,7,TRUE,184,,Eastern Africa,1,Rwanda,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
184,187,SHN,FALSE,"Saint Helena, Ascension and Tristan da Cunha",Saint Helena,,999,Global average,654,654,6,FALSE,999,,Western Africa,1,"Saint Helena, Ascension and Tristan da Cunha",Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Western Africa,Emerging,Annex_II,Western Africa,SAA,no_mech,Other
185,188,KNA,FALSE,Saint Kitts and Nevis,Saint Kitts and Nevis,,188,Saint Kitts and Nevis,659,659,3,TRUE,188,,Central America,1,Saint Kitts and Nevis,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
186,189,LCA,FALSE,Saint Lucia,Saint Lucia,,189,Saint Lucia,662,662,3,TRUE,189,,Central America,1,Saint Lucia,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
187,190,SPM,FALSE,Saint Pierre and Miquelon,Saint Pierre and Miquelon,,190,Saint Pierre and Miquelon,666,666,2,FALSE,999,,USA,1,Saint Pierre and Miquelon,Northern America,North America and Oceania,Northern America,Northern America,Americas,Americas,Northern America,Northern America,Emerging,Annex_II,Northern America,NAME,mech,Other
188,191,VCT,FALSE,Saint Vincent and the Grenadines,Saint Vincent/Grenadines,,191,Saint Vincent and Grenadines,670,670,3,TRUE,191,,Central America,1,Saint Vincent and the Grenadines,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
257,281,MAF,FALSE,Saint-Martin (French Part),,,999,Global average,NA,NA,3,FALSE,999,,Central America,1,Saint-Martin (French Part),Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
239,244,WSM,FALSE,Samoa,Samoa,,244,Samoa,882,882,16,TRUE,244,,Oceania,1,Samoa,Australia and Oceania,North America and Oceania,Oceania,Polynesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
189,192,SMR,FALSE,San Marino,,,999,Global average,674,674,9,FALSE,999,,OECD Europe,1,San Marino,Western Europe,West Europe,Europe,Southern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Southern Europe,Emerging,Annex_II,Southern Europe,Europe,mech,Europe
190,193,STP,FALSE,Sao Tome and Principe,Sao Tome and Principe,,193,Sao Tome and Principe,678,678,6,TRUE,193,,Western Africa,1,Sao Tome and Principe,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Central Africa,Emerging,Annex_II,Middle Africa,SAA,no_mech,Other
191,194,SAU,FALSE,Saudi Arabia,Saudi Arabia,Saudi Arabia,194,Saudi Arabia,682,682,12,TRUE,194,,Middle East,1,Saudi Arabia,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Arab States,Arab States,Arab States,Emerging,Annex_II,Western Asia,MENA,no_mech,Other
192,195,SEN,FALSE,Senegal,Senegal,Senegal,195,Senegal,686,686,6,TRUE,195,,Western Africa,1,Senegal,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Western Africa,Emerging,Annex_II,Western Africa,SAA,no_mech,Other
252,272,SRB,FALSE,Serbia,Serbia,Serbia,186,Serbia and Montenegro,688,688,9,TRUE,272,,OECD Europe,1,Serbia,Western Europe,West Europe,Europe,Southern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Southern Europe,Emerging,Annex_II,Southern Europe,Europe,mech,Europe
183,186,SCG,FALSE,Serbia and Montenegro,Former Serbia and Montenegro,,186,Serbia and Montenegro,891,891,9,TRUE,186,,OECD Europe,1,Serbia and Montenegro,Western Europe,West Europe,Europe,,,,,,,,Southern Europe,Europe,mech,Other
193,196,SYC,FALSE,Seychelles,Seychelles,,196,Seychelles,690,690,7,FALSE,999,,Eastern Africa,1,Seychelles,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
194,197,SLE,FALSE,Sierra Leone,Sierra Leone,,197,Sierra Leone,694,694,6,TRUE,197,,Western Africa,1,Sierra Leone,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Western Africa,Emerging,Annex_II,Western Africa,SAA,no_mech,Other
197,200,SGP,FALSE,Singapore,Singapore,Singapore,200,Singapore,702,702,15,TRUE,200,,South East Asia,1,Singapore,Southeastern Asia,South and Central Asia,S&E Asia,South-eastern Asia,Asia,Asia and the Pacific,South-Eastern Asia and the Pacific,South-Eastern Asia,Emerging,Annex_II,South-eastern Asia,SE-Asia,no_mech,Other
196,199,SVK,TRUE,Slovakia,Slovakia,Slovak Republic,199,Slovakia,703,703,10,TRUE,199,SK,Eastern Europe,1,Slovakia,Eastern and South Eastern Europe,East Europe,Europe,Eastern Europe,Europe,Europe and Central Asia,Eastern Europe,Eastern Europe,Advanced,Annex_I,Eastern Europe,Europe,mech,Europe
195,198,SVN,TRUE,Slovenia,Slovenia,Slovenia,198,Slovenia,705,705,10,TRUE,198,SI,Eastern Europe,1,Slovenia,Eastern and South Eastern Europe,East Europe,Europe,Southern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Southern Europe,Emerging,Annex_II,Southern Europe,Europe,mech,Europe
25,25,SLB,FALSE,Solomon Islands,Solomon Islands,,25,Solomon Islands,90,90,16,TRUE,25,,Oceania,1,Solomon Islands,Australia and Oceania,North America and Oceania,Oceania,Melanesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
198,201,SOM,FALSE,Somalia,Somalia,,201,Somalia,706,706,7,TRUE,201,,Eastern Africa,1,Somalia,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
199,202,ZAF,FALSE,South Africa,South Africa,South Africa,202,South Africa,711,710,8,TRUE,202,,Southern Africa,1,South Africa,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Southern Africa,Emerging,Annex_II,Southern Africa,SAA,mech,Other
251,271,SGS,FALSE,South Georgia and the South Sandwich Islands,,,999,Global average,NA,239,4,FALSE,999,,South America,1,South Georgia and the South Sandwich Islands,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,,,,,,Andean & Mexico,LACA,no_mech,Other
114,117,KOR,FALSE,South Korea,"Korea, South",Korea,117,"Korea, Republic of",410,410,14,TRUE,117,,East Asia,1,Republic of Korea,Eastern Asia,East Asia,S&E Asia,Eastern Asia,Asia,Asia and the Pacific,Eastern Asia,Eastern Asia,Advanced,Annex_II,Eastern Asia,SE-Asia,no_mech,Other
255,277,SSD,FALSE,South Sudan,,South Sudan,206,Sudan,728,728,7,TRUE,206,,Eastern Africa,1,South Sudan,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
200,203,ESP,TRUE,Spain,Spain,Spain,203,Spain,724,724,9,TRUE,203,ES,OECD Europe,1,Spain,Western Europe,West Europe,Europe,Southern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Southern Europe,Advanced,Annex_I,Southern Europe,Europe,mech,Europe
38,38,LKA,FALSE,Sri Lanka,Sri Lanka,Sri Lanka,38,Sri Lanka,144,144,13,TRUE,38,,South Asia,1,Sri Lanka,Southern Asia,South and Central Asia,Southern Asia,Southern Asia,Asia,Asia and the Pacific,Southern Asia,Southern Asia,Emerging,Annex_II,Southern Asia,SE-Asia,no_mech,Other
254,276,SDN,FALSE,Sudan,,,206,Sudan,729,729,7,TRUE,206,,Eastern Africa,0,Sudan,Subsaharan Africa,Sub-saharan Africa,SSA,Northern Africa,Africa,Africa,Northern Africa,Northern Africa,Emerging,Annex_II,Northern Africa,MENA,no_mech,Other
202,206,SDN,FALSE,Sudan (former),Sudan and South Sudan,Sudan,206,Sudan,736,736,7,TRUE,206,,Eastern Africa,1,Sudan (former),Subsaharan Africa,Sub-saharan Africa,SSA,Northern Africa,Africa,Africa,Northern Africa,Northern Africa,Emerging,Annex_II,Northern Africa,MENA,no_mech,Other
203,207,SUR,FALSE,Suriname,Suriname,Suriname,207,Suriname,740,740,4,TRUE,207,,South America,1,Suriname,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,South America,Emerging,Annex_II,Andean & Mexico,LACA,no_mech,Other
249,260,SJM,FALSE,Svalbard and Jan Mayen Islands,,,999,Global average,NA,744,9,FALSE,999,,OECD Europe,1,Svalbard and Jan Mayen Islands,Western Europe,West Europe,Europe,Northern Europe,Europe,,,,,,Northern Europe,Europe,mech,Europe
206,210,SWE,TRUE,Sweden,Sweden,Sweden,210,Sweden,752,752,9,TRUE,210,SE,OECD Europe,1,Sweden,Western Europe,West Europe,Europe,Northern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Northern Europe,Advanced,Annex_I,Northern Europe,Europe,mech,Europe
207,211,CHE,FALSE,Switzerland,Switzerland,Switzerland,211,Switzerland,757,756,9,TRUE,211,,OECD Europe,1,Switzerland,Western Europe,West Europe,Europe,Western Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Western Europe,Advanced,Annex_I,Western Europe,Europe,mech,Europe
208,212,SYR,FALSE,Syrian Arab Republic,Syria,Syrian Arab Republic,212,Syrian Arab Republic,760,760,12,TRUE,999,,Middle East,1,Syrian Arab Republic,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Arab States,Arab States,Arab States,Emerging,Annex_II,Western Asia,MENA,no_mech,Other
204,208,TJK,FALSE,Tajikistan,Tajikistan,Tajikistan,208,Tajikistan,762,762,11,TRUE,208,,Former USSR,1,Tajikistan,Central Asia and Russian Federation,South and Central Asia,CAS & Russia,Central Asia,Asia,Europe and Central Asia,Central and Western Asia,Central Asia,Emerging,Annex_II,FSU,FSU,mech,Other
211,215,TZA,FALSE,Tanzania,Tanzania,United Republic of Tanzania,215,"Tanzania, United Republic of",834,834,8,TRUE,215,,Southern Africa,1,United Republic of Tanzania,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
212,216,THA,FALSE,Thailand,Thailand,Thailand,216,Thailand,764,764,15,TRUE,216,,South East Asia,1,Thailand,Southeastern Asia,South and Central Asia,S&E Asia,South-eastern Asia,Asia,Asia and the Pacific,South-Eastern Asia and the Pacific,South-Eastern Asia,Emerging,Annex_II,South-eastern Asia,SE-Asia,no_mech,Other
173,176,TLS,FALSE,Timor-Leste,Timor-Leste (East Timor),,176,Timor-Leste,626,626,15,TRUE,176,,South East Asia,1,Timor-Leste,Southeastern Asia,South and Central Asia,S&E Asia,South-eastern Asia,Asia,Asia and the Pacific,South-Eastern Asia and the Pacific,South-Eastern Asia,Emerging,Annex_II,South-eastern Asia,SE-Asia,no_mech,Other
213,217,TGO,FALSE,Togo,Togo,Togo,217,Togo,768,768,6,TRUE,217,,Western Africa,1,Togo,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Western Africa,Emerging,Annex_II,Western Africa,SAA,no_mech,Other
214,218,TKL,FALSE,Tokelau,,,218,Tokelau,772,772,16,FALSE,999,,Oceania,1,Tokelau,Australia and Oceania,North America and Oceania,Oceania,Polynesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
215,219,TON,FALSE,Tonga,Tonga,,219,Tonga,776,776,16,FALSE,999,,Oceania,1,Tonga,Australia and Oceania,North America and Oceania,Oceania,Polynesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
216,220,TTO,FALSE,Trinidad and Tobago,Trinidad and Tobago,Trinidad and Tobago,220,Trinidad and Tobago,780,780,3,TRUE,220,,Central America,1,Trinidad and Tobago,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
218,222,TUN,FALSE,Tunisia,Tunisia,Tunisia,222,Tunisia,788,788,5,TRUE,222,,Northern Africa,1,Tunisia,Northern Africa and Western Asia,North Africa and West Asia,MENA,Northern Africa,Africa,Africa,Northern Africa,Northern Africa,Emerging,Annex_II,Northern Africa,MENA,no_mech,Other
219,223,TUR,FALSE,Turkey,Turkey,Turkey,223,Turkey,792,792,12,TRUE,223,,Middle East,1,Turkey,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Europe and Central Asia,Central and Western Asia,Western Asia,Advanced,Annex_I,Western Asia,MENA,no_mech,Other
209,213,TKM,FALSE,Turkmenistan,Turkmenistan,Turkmenistan,213,Turkmenistan,795,795,11,TRUE,213,,Former USSR,1,Turkmenistan,Central Asia and Russian Federation,South and Central Asia,CAS & Russia,Central Asia,Asia,Europe and Central Asia,Central and Western Asia,Central Asia,Emerging,Annex_II,FSU,FSU,mech,Other
220,224,TCA,FALSE,Turks and Caicos Islands,Turks and Caicos Islands,,999,Global average,796,796,3,FALSE,999,,Central America,1,Turks and Caicos Islands,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
223,227,TUV,FALSE,Tuvalu,,,227,Tuvalu,798,798,16,FALSE,999,,Oceania,1,Tuvalu,Australia and Oceania,North America and Oceania,Oceania,Polynesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
222,226,UGA,FALSE,Uganda,Uganda,,226,Uganda,800,800,7,TRUE,226,,Eastern Africa,1,Uganda,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
226,230,UKR,FALSE,Ukraine,Ukraine,Ukraine,230,Ukraine,804,804,11,TRUE,230,,Former USSR,1,Ukraine,Eastern and South Eastern Europe,East Europe,Europe,Eastern Europe,Europe,Europe and Central Asia,Eastern Europe,Eastern Europe,Emerging,Annex_I,FSU,FSU,mech,Europe
221,225,ARE,FALSE,United Arab Emirates,United Arab Emirates,United Arab Emirates,225,United Arab Emirates,784,784,12,TRUE,225,,Middle East,1,United Arab Emirates,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Arab States,Arab States,Arab States,Emerging,Annex_II,Western Asia,MENA,no_mech,Other
225,229,GBR,FALSE,United Kingdom,United Kingdom,United Kingdom,229,United Kingdom,826,826,9,TRUE,229,GB,OECD Europe,1,United Kingdom,Western Europe,West Europe,Europe,Northern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Northern Europe,Advanced,Annex_I,Northern Europe,Europe,mech,Europe
227,231,USA,FALSE,United States of America,United States,United States,231,United States of America,842,840,2,TRUE,231,,USA,1,United States of America,Northern America,North America and Oceania,Northern America,Northern America,Americas,Americas,Northern America,Northern America,Advanced,Annex_I,Northern America,NAME,mech,Other
236,240,VIR,FALSE,United States Virgin Islands,"Virgin Islands,  U.S.",,999,Global average,NA,850,3,FALSE,999,,Central America,1,United States Virgin Islands,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
244,252,UXY,FALSE,Unspecified,,,999,Global average,NA,896,NA,FALSE,999,,,1,Unspecified,Northern Africa and Western Asia,North Africa and West Asia,MENA,,,,,,,,,,,Other
230,234,URY,FALSE,Uruguay,Uruguay,Uruguay,234,Uruguay,858,858,4,TRUE,234,,South America,1,Uruguay,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,South America,Emerging,Annex_II,South America - South Cone,LACA,mech,Other
228,232,UMI,FALSE,US Minor Is.,,,999,Global average,NA,581,2,FALSE,999,,USA,1,US Minor Is.,Northern America,North America and Oceania,Northern America,Micronesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,mech,Other
224,228,SUN,FALSE,USSR,Former U.S.S.R.,,185,Russian Federation,810,810,11,TRUE,228,,Former USSR,1,FSU,Central Asia and Russian Federation,South and Central Asia,CAS & Russia,,,,,,,,FSU,FSU,,Other
231,235,UZB,FALSE,Uzbekistan,Uzbekistan,Uzbekistan,235,Uzbekistan,860,860,11,TRUE,235,,Former USSR,1,Uzbekistan,Central Asia and Russian Federation,South and Central Asia,CAS & Russia,Central Asia,Asia,Europe and Central Asia,Central and Western Asia,Central Asia,Emerging,Annex_II,FSU,FSU,mech,Other
152,155,VUT,FALSE,Vanuatu,Vanuatu,,155,Vanuatu,548,548,16,TRUE,155,,Oceania,1,Vanuatu,Australia and Oceania,North America and Oceania,Oceania,Melanesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
232,236,VEN,FALSE,Venezuela,Venezuela,Venezuela,236,"Venezuela, Bolivarian Republic of",862,862,4,TRUE,236,,South America,1,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,South America,Emerging,Annex_II,Andean & Mexico,LACA,no_mech,Other
233,237,VNM,FALSE,Viet Nam,Vietnam,Viet Nam,237,Viet Nam,704,704,15,TRUE,237,,South East Asia,1,Viet Nam,Southeastern Asia,South and Central Asia,S&E Asia,South-eastern Asia,Asia,Asia and the Pacific,South-Eastern Asia and the Pacific,South-Eastern Asia,Emerging,Annex_II,South-eastern Asia,SE-Asia,no_mech,Other
237,242,WAK,FALSE,Wake Island,Wake Island,,999,Global average,NA,872,16,FALSE,999,,Oceania,1,Wake Island,Australia and Oceania,North America and Oceania,Oceania,,,,,,,,Pacific,AUS,no_mech,Other
