polity_code,polity_name,V1,code,iso3c,FAOSTAT_name,EU27,name,eia,iea,water_code,water_area,baci,fish,region_code,cbs,fabio_code,ADB_Region,region,uISO3c,Lassaletta,region_krausmann,region_HANPP,region_krausmann2,region_UN_sub,region_UN,region_ILO1,region_ILO2,region_ILO3,region_IEA,region_IPCC,region_labour,region_labour_agg,region_labour_mech,region_test
MWI,Malawi,127.0,130.0,MWI,Malawi,FALSE,Malawi,Malawi,,130.0,Malawi,454,454,8,TRUE,130.0,NA,Southern Africa,1.0,Malawi,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
MYS,Malaysia,128.0,131.0,MYS,Malaysia,FALSE,Malaysia,Malaysia,Malaysia,131.0,Malaysia,458,458,15,TRUE,131.0,NA,South East Asia,1.0,Malaysia,Southeastern Asia,South and Central Asia,S&E Asia,South-eastern Asia,Asia,Asia and the Pacific,South-Eastern Asia and the Pacific,South-Eastern Asia,Emerging,Annex_II,South-eastern Asia,SE-Asia,no_mech,Other
MDV,Maldives,129.0,132.0,MDV,Maldives,FALSE,Maldives,Maldives,,132.0,Maldives,462,462,13,TRUE,132.0,NA,South Asia,1.0,Maldives,Southern Asia,South and Central Asia,Southern Asia,Southern Asia,Asia,Asia and the Pacific,Southern Asia,Southern Asia,Emerging,Annex_II,Southern Asia,SE-Asia,no_mech,Other
MLI,Mali,130.0,133.0,MLI,Mali,FALSE,Mali,Mali,,133.0,Mali,466,466,6,TRUE,133.0,NA,Western Africa,1.0,Mali,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Western Africa,Emerging,Annex_II,Western Africa,SAA,no_mech,Other
MLT,Malta,131.0,134.0,MLT,Malta,TRUE,Malta,Malta,Malta,134.0,Malta,470,470,9,TRUE,134.0,NA,OECD Europe,1.0,Malta,Western Europe,West Europe,Europe,Southern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Southern Europe,Emerging,Annex_II,Southern Europe,Europe,mech,Europe
MRT,Mauritania,133.0,136.0,MRT,Mauritania,FALSE,Mauritania,Mauritania,,136.0,Mauritania,478,478,6,TRUE,136.0,NA,Western Africa,1.0,Mauritania,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Western Africa,Emerging,Annex_II,Western Africa,SAA,no_mech,Other
MUS,Mauritius,134.0,137.0,MUS,Mauritius,FALSE,Mauritius,Mauritius,Mauritius,137.0,Mauritius,480,480,7,TRUE,137.0,NA,Eastern Africa,1.0,Mauritius,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
MEX,Mexico,135.0,138.0,MEX,Mexico,FALSE,Mexico,Mexico,Mexico,138.0,Mexico,484,484,3,TRUE,138.0,NA,Central America,1.0,Mexico,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Central America,Emerging,Annex_II,Andean & Mexico,LACA,no_mech,Other
MNG,Mongolia,138.0,141.0,MNG,Mongolia,FALSE,Mongolia,Mongolia,Mongolia,141.0,Mongolia,496,496,14,TRUE,141.0,NA,East Asia,1.0,Mongolia,Eastern Asia,East Asia,S&E Asia,Eastern Asia,Asia,Asia and the Pacific,Eastern Asia,Eastern Asia,Emerging,Annex_II,Eastern Asia,SE-Asia,no_mech,Other
MNE,Montenegro,253.0,273.0,MNE,Montenegro,FALSE,Montenegro,Montenegro,Montenegro,186.0,Serbia and Montenegro,499,499,9,TRUE,273.0,NA,OECD Europe,1.0,Montenegro,Western Europe,West Europe,Europe,Southern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Southern Europe,Emerging,Annex_II,Southern Europe,Europe,mech,Europe
MAR,Morocco,140.0,143.0,MAR,Morocco,FALSE,Morocco,Morocco,Morocco,143.0,Morocco,504,504,5,TRUE,143.0,NA,Northern Africa,1.0,Morocco,Northern Africa and Western Asia,North Africa and West Asia,MENA,Northern Africa,Africa,Africa,Northern Africa,Northern Africa,Emerging,Annex_II,Northern Africa,MENA,no_mech,Other
MOZ,Mozambique,141.0,144.0,MOZ,Mozambique,FALSE,Mozambique,Mozambique,Mozambique,144.0,Mozambique,508,508,8,TRUE,144.0,NA,Southern Africa,1.0,Mozambique,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
MMR,Myanmar,28.0,28.0,MMR,Myanmar,FALSE,Myanmar,Burma (Myanmar),Myanmar,28.0,Myanmar,104,104,15,TRUE,28.0,NA,South East Asia,1.0,Myanmar,Southeastern Asia,South and Central Asia,S&E Asia,South-eastern Asia,Asia,Asia and the Pacific,South-Eastern Asia and the Pacific,South-Eastern Asia,Emerging,Annex_II,South-eastern Asia,SE-Asia,no_mech,Other
NAM,Namibia,144.0,147.0,NAM,Namibia,FALSE,Namibia,Namibia,Namibia,147.0,Namibia,516,516,8,TRUE,147.0,NA,Southern Africa,1.0,Namibia,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Southern Africa,Emerging,Annex_II,Southern Africa,SAA,mech,Other
NPL,Nepal,146.0,149.0,NPL,Nepal,FALSE,Nepal,Nepal,Nepal,149.0,Nepal,524,524,13,TRUE,149.0,NA,South Asia,1.0,Nepal,Southern Asia,South and Central Asia,Southern Asia,Southern Asia,Asia,Asia and the Pacific,Southern Asia,Southern Asia,Emerging,Annex_II,Southern Asia,SE-Asia,no_mech,Other
NLD,Netherlands,147.0,150.0,NLD,Netherlands (Kingdom of the),TRUE,Netherlands,Netherlands,Netherlands,150.0,Netherlands,528,528,9,TRUE,150.0,NL,OECD Europe,1.0,Netherlands,Western Europe,West Europe,Europe,Western Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Western Europe,Advanced,Annex_I,Western Europe,Europe,mech,Europe
NZL,New Zealand,153.0,156.0,NZL,New Zealand,FALSE,New Zealand,New Zealand,New Zealand,156.0,New Zealand,554,554,16,TRUE,156.0,NA,Oceania,1.0,New Zealand,Australia and Oceania,North America and Oceania,Oceania,Australia and New Zealand,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Advanced,Annex_I,Pacific,AUS,mech,Other
NIC,Nicaragua,154.0,157.0,NIC,Nicaragua,FALSE,Nicaragua,Nicaragua,Nicaragua,157.0,Nicaragua,558,558,3,TRUE,157.0,NA,Central America,1.0,Nicaragua,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Central America,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
NER,Niger,155.0,158.0,NER,Niger,FALSE,Niger,Niger,Niger,158.0,Niger,562,562,6,TRUE,158.0,NA,Western Africa,1.0,Niger,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Western Africa,Emerging,Annex_II,Western Africa,SAA,no_mech,Other
NGA,Nigeria,156.0,159.0,NGA,Nigeria,FALSE,Nigeria,Nigeria,Nigeria,159.0,Nigeria,566,566,6,TRUE,159.0,NA,Western Africa,1.0,Nigeria,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Western Africa,Emerging,Annex_II,Western Africa,SAA,no_mech,Other
RNAM,North America Other,187.0,190.0,SPM,#N/A,FALSE,Saint Pierre and Miquelon,Saint Pierre and Miquelon,,190.0,Saint Pierre and Miquelon,666,666,2,FALSE,999.0,NA,USA,1.0,Saint Pierre and Miquelon,Northern America,North America and Oceania,Northern America,Northern America,Americas,Americas,Northern America,Northern America,Emerging,Annex_II,Northern America,NAME,mech,Other
RNAM,North America Other,228.0,232.0,UMI,#N/A,FALSE,US Minor Is.,,,999.0,Global average,NA,581,2,FALSE,999.0,NA,USA,1.0,US Minor Is.,Northern America,North America and Oceania,Northern America,Micronesia,Americas,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,NAME,mech,Other
RNAM,North America Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRK,North Korea,113.0,116.0,PRK,Democratic People's Republic of Korea,FALSE,North Korea,"Korea, North",Democratic People's Republic of Korea,116.0,"Korea, Democratic People's Republic of",408,408,14,TRUE,116.0,NA,East Asia,1.0,DPRepublic of Korea,Eastern Asia,East Asia,S&E Asia,Eastern Asia,Asia,Asia and the Pacific,Eastern Asia,Eastern Asia,Emerging,Annex_II,Eastern Asia,SE-Asia,no_mech,Other
MKD,North Macedonia,151.0,154.0,MKD,North Macedonia,FALSE,North Macedonia,Macedonia,Former Yugoslav Republic of Macedonia,154.0,The former Yugoslav Republic of Macedonia,807,807,10,TRUE,999.0,NA,Eastern Europe,1.0,North Macedonia,Eastern and South Eastern Europe,East Europe,Europe,Southern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Southern Europe,Emerging,Annex_II,Southern Europe,Europe,mech,Europe
NOR,Norway,159.0,162.0,NOR,Norway,FALSE,Norway,Norway,Norway,162.0,Norway,579,578,9,TRUE,162.0,NA,OECD Europe,1.0,Norway,Western Europe,West Europe,Europe,Northern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Northern Europe,Advanced,Annex_I,Northern Europe,Europe,mech,Europe
ROCE,Oceania Other,5.0,5.0,ASM,#N/A,FALSE,American Samoa,American Samoa,,5.0,American Samoa,16,16,16,FALSE,999.0,NA,Oceania,1.0,American Samoa,Australia and Oceania,North America and Oceania,Oceania,Polynesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
ROCE,Oceania Other,34.0,34.0,CTE,#N/A,FALSE,Canton and Enderbury Islands,,,999.0,Global average,NA,128,16,FALSE,999.0,NA,Oceania,1.0,Canton and Enderbury Islands,Australia and Oceania,North America and Oceania,Oceania,Australia and New Zealand,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Advanced,Annex_I,Pacific,AUS,mech,Other
ROCE,Oceania Other,42.0,42.0,CXR,#N/A,FALSE,Christmas Island,,,999.0,Global average,162,162,16,FALSE,999.0,NA,Oceania,1.0,Christmas Island,Australia and Oceania,North America and Oceania,Oceania,Australia and New Zealand,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,mech,Other
ROCE,Oceania Other,43.0,43.0,CCK,#N/A,FALSE,Cocos (Keeling) Islands,,,999.0,Global average,166,166,16,FALSE,999.0,NA,Oceania,1.0,Cocos (Keeling) Islands,Australia and Oceania,North America and Oceania,Oceania,Australia and New Zealand,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,mech,Other
ROCE,Oceania Other,47.0,47.0,COK,Cook Islands,FALSE,Cook Islands,Cook Islands,,47.0,Cook Islands,184,184,16,FALSE,999.0,NA,Oceania,1.0,Cook Islands,Australia and Oceania,North America and Oceania,Oceania,Polynesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
ROCE,Oceania Other,71.0,71.0,ATF,#N/A,FALSE,French Southern and Antarctic Territories,,,999.0,Global average,260,260,16,FALSE,999.0,NA,Oceania,1.0,French Southern and Antarctic Territories,Australia and Oceania,North America and Oceania,Oceania,Sub-Saharan Africa,Oceania,Americas,Northern America,Northern America,Emerging,Annex_II,Northern America,NAME,mech,Other
ROCE,Oceania Other,85.0,88.0,GUM,#N/A,FALSE,Guam,Guam,,88.0,Guam,316,316,16,FALSE,999.0,NA,Oceania,1.0,Guam,Australia and Oceania,North America and Oceania,Oceania,Micronesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,mech,Other
ROCE,Oceania Other,89.0,92.0,HMD,#N/A,FALSE,Heard and McDonald Islands,,,999.0,Global average,NA,334,16,FALSE,999.0,NA,Oceania,1.0,Heard and McDonald Islands,Australia and Oceania,North America and Oceania,Oceania,Australia and New Zealand,Oceania,,,,,,Pacific,AUS,mech,Other
ROCE,Oceania Other,108.0,111.0,JTN,#N/A,FALSE,Johnston Island,,,999.0,Global average,NA,396,16,FALSE,999.0,NA,Oceania,1.0,Johnston Island,Australia and Oceania,North America and Oceania,Oceania,Northern America,Oceania,Americas,Northern America,Northern America,Advanced,Annex_I,Northern America,NAME,mech,Other
ROCE,Oceania Other,124.0,127.0,MHL,Marshall Islands,FALSE,Marshall Islands,,,127.0,Marshall Islands,584,584,16,FALSE,999.0,NA,Oceania,1.0,Marshall Islands,Australia and Oceania,North America and Oceania,Oceania,Micronesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,mech,Other
ROCE,Oceania Other,142.0,145.0,FSM,Micronesia (Federated States of),FALSE,Micronesia (Federated States of),,,145.0,"Micronesia, Federated States of",583,583,16,FALSE,999.0,NA,Oceania,1.0,Micronesia (Federated States of),Australia and Oceania,North America and Oceania,Oceania,Micronesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,mech,Other
ROCE,Oceania Other,136.0,139.0,MID,#N/A,FALSE,Midway Island,,,999.0,Global average,NA,488,16,FALSE,999.0,NA,Oceania,1.0,Midway Island,Australia and Oceania,North America and Oceania,Oceania,Micronesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,mech,Other
ROCE,Oceania Other,145.0,148.0,NRU,Nauru,FALSE,Nauru,Nauru,,148.0,Nauru,520,520,16,FALSE,999.0,NA,Oceania,1.0,Nauru,Australia and Oceania,North America and Oceania,Oceania,Micronesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,mech,Other
ROCE,Oceania Other,150.0,153.0,NCL,New Caledonia,FALSE,New Caledonia,New Caledonia,,153.0,New Caledonia,540,540,16,TRUE,999.0,NA,Oceania,1.0,New Caledonia,Australia and Oceania,North America and Oceania,Oceania,Melanesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
ROCE,Oceania Other,157.0,160.0,NIU,Niue,FALSE,Niue,Niue,,160.0,Niue,570,570,16,FALSE,999.0,NA,Oceania,1.0,Niue,Australia and Oceania,North America and Oceania,Oceania,Polynesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
ROCE,Oceania Other,158.0,161.0,NFK,#N/A,FALSE,Norfolk Island,,,999.0,Global average,574,574,16,FALSE,999.0,NA,Oceania,1.0,Norfolk Island,Australia and Oceania,North America and Oceania,Oceania,Australia and New Zealand,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
ROCE,Oceania Other,160.0,163.0,MNP,#N/A,FALSE,Northern Mariana Islands,,,999.0,Global average,580,580,16,FALSE,999.0,NA,Oceania,1.0,Northern Mariana Islands,Australia and Oceania,North America and Oceania,Oceania,Micronesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,Micronesia,Micronesia,Other
ROCE,Oceania Other,177.0,180.0,PLW,#N/A,FALSE,Palau,,,999.0,Global average,585,585,16,FALSE,999.0,NA,Oceania,1.0,Palau,Australia and Oceania,North America and Oceania,Oceania,Micronesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,mech,Other
ROCE,Oceania Other,169.0,172.0,PCN,#N/A,FALSE,Pitcairn Islands,,,999.0,Global average,612,612,16,FALSE,999.0,NA,Oceania,1.0,Pitcairn Islands,Australia and Oceania,North America and Oceania,Oceania,Polynesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
ROCE,Oceania Other,214.0,218.0,TKL,Tokelau,FALSE,Tokelau,,,218.0,Tokelau,772,772,16,FALSE,999.0,NA,Oceania,1.0,Tokelau,Australia and Oceania,North America and Oceania,Oceania,Polynesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
ROCE,Oceania Other,215.0,219.0,TON,Tonga,FALSE,Tonga,Tonga,,219.0,Tonga,776,776,16,FALSE,999.0,NA,Oceania,1.0,Tonga,Australia and Oceania,North America and Oceania,Oceania,Polynesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
ROCE,Oceania Other,223.0,227.0,TUV,Tuvalu,FALSE,Tuvalu,,,227.0,Tuvalu,798,798,16,FALSE,999.0,NA,Oceania,1.0,Tuvalu,Australia and Oceania,North America and Oceania,Oceania,Polynesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
ROCE,Oceania Other,237.0,242.0,WAK,#N/A,FALSE,Wake Island,Wake Island,,999.0,Global average,NA,872,16,FALSE,999.0,NA,Oceania,1.0,Wake Island,Australia and Oceania,North America and Oceania,Oceania,,Oceania,,,,,,Pacific,AUS,no_mech,Other
ROCE,Oceania Other,238.0,243.0,WLF,#N/A,FALSE,Wallis and Futuna Islands,,,243.0,Wallis and Futuna Islands,876,876,16,FALSE,999.0,NA,Oceania,1.0,Wallis and Futuna Islands,Australia and Oceania,North America and Oceania,Oceania,Polynesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,mech,Other
ROCE,Oceania Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMN,Oman,217.0,221.0,OMN,Oman,FALSE,Oman,Oman,Oman,221.0,Oman,512,512,12,TRUE,221.0,NA,Middle East,1.0,Oman,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Arab States,Arab States,Arab States,Emerging,Annex_II,Western Asia,MENA,no_mech,Other
PAK,Pakistan,162.0,165.0,PAK,Pakistan,FALSE,Pakistan,Pakistan,Pakistan,165.0,Pakistan,586,586,13,TRUE,165.0,NA,South Asia,1.0,Pakistan,Southern Asia,South and Central Asia,Southern Asia,Southern Asia,Asia,Asia and the Pacific,Southern Asia,Southern Asia,Emerging,Annex_II,Southern Asia,SE-Asia,no_mech,Other
PSE,Palestine,258.0,299.0,PSE,Palestine,FALSE,Palestine,Palestinian Territories,,299.0,Occupied Palestinian Territory,275,275,12,FALSE,999.0,NA,Middle East,1.0,Occupied Palestinian Territory,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Arab States,Arab States,Arab States,Emerging,Annex_II,Western Asia,MENA,no_mech,Other
PAN,Panama,163.0,166.0,PAN,Panama,FALSE,Panama,Panama,Panama,166.0,Panama,591,591,3,TRUE,166.0,NA,Central America,1.0,Panama,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Central America,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
PNG,Papua New Guinea,165.0,168.0,PNG,Papua New Guinea,FALSE,Papua New Guinea,Papua New Guinea,,168.0,Papua New Guinea,598,598,16,TRUE,168.0,NA,Oceania,1.0,Papua New Guinea,Australia and Oceania,North America and Oceania,Oceania,Melanesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
PRY,Paraguay,166.0,169.0,PRY,Paraguay,FALSE,Paraguay,Paraguay,Paraguay,169.0,Paraguay,600,600,4,TRUE,169.0,NA,South America,1.0,Paraguay,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,South America,Emerging,Annex_II,South America - South Cone,LACA,no_mech,Other
PER,Peru,167.0,170.0,PER,Peru,FALSE,Peru,Peru,Peru,170.0,Peru,604,604,4,TRUE,170.0,NA,South America,1.0,Peru,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,South America,Emerging,Annex_II,Andean & Mexico,LACA,no_mech,Other
PHL,Philippines,168.0,171.0,PHL,Philippines,FALSE,Philippines,Philippines,Philippines,171.0,Philippines,608,608,15,TRUE,171.0,NA,South East Asia,1.0,Philippines,Southeastern Asia,South and Central Asia,S&E Asia,South-eastern Asia,Asia,Asia and the Pacific,South-Eastern Asia and the Pacific,South-Eastern Asia,Emerging,Annex_II,South-eastern Asia,SE-Asia,no_mech,Other
POL,Poland,170.0,173.0,POL,Poland,TRUE,Poland,Poland,Poland,173.0,Poland,616,616,10,TRUE,173.0,PL,Eastern Europe,1.0,Poland,Eastern and South Eastern Europe,East Europe,Europe,Eastern Europe,Europe,Europe and Central Asia,Eastern Europe,Eastern Europe,Advanced,Annex_I,Eastern Europe,Europe,mech,Europe
PRT,Portugal,171.0,174.0,PRT,Portugal,TRUE,Portugal,Portugal,Portugal,174.0,Portugal,620,620,9,TRUE,174.0,PT,OECD Europe,1.0,Portugal,Western Europe,West Europe,Europe,Southern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Southern Europe,Advanced,Annex_I,Southern Europe,Europe,mech,Europe
PRI,Puerto Rico,174.0,177.0,PRI,Puerto Rico,FALSE,Puerto Rico,Puerto Rico,,177.0,Puerto Rico,NA,630,3,TRUE,177.0,NA,Central America,1.0,Puerto Rico,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
QAT,Qatar,176.0,179.0,QAT,Qatar,FALSE,Qatar,Qatar,Qatar,179.0,Qatar,634,634,12,TRUE,179.0,NA,Middle East,1.0,Qatar,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Arab States,Arab States,Arab States,Emerging,Annex_II,Western Asia,MENA,no_mech,Other
KOR,Republic of Korea,114.0,117.0,KOR,Republic of Korea,FALSE,South Korea,"Korea, South",Korea,117.0,"Korea, Republic of",410,410,14,TRUE,117.0,NA,East Asia,1.0,Republic of Korea,Eastern Asia,East Asia,S&E Asia,Eastern Asia,Asia,Asia and the Pacific,Eastern Asia,Eastern Asia,Advanced,Annex_II,Eastern Asia,SE-Asia,no_mech,Other
MDA,Republic of Moldova,143.0,146.0,MDA,Republic of Moldova,FALSE,Moldova,Moldova,Republic of Moldova,146.0,Moldova,498,498,11,TRUE,146.0,NA,Former USSR,1.0,Moldova,Eastern and South Eastern Europe,East Europe,Europe,Eastern Europe,Europe,Europe and Central Asia,Eastern Europe,Eastern Europe,Emerging,Annex_II,FSU,FSU,mech,Europe
ROU,Romania,180.0,183.0,ROU,Romania,TRUE,Romania,Romania,Romania,183.0,Romania,642,642,10,TRUE,183.0,RO,Eastern Europe,1.0,Romania,Eastern and South Eastern Europe,East Europe,Europe,Eastern Europe,Europe,Europe and Central Asia,Eastern Europe,Eastern Europe,Emerging,Annex_I,Eastern Europe,Europe,mech,Europe
RUS,Russian Federation,182.0,185.0,RUS,Russian Federation,FALSE,Russian Federation,Russia,Russia,185.0,Russian Federation,643,643,11,TRUE,185.0,NA,Former USSR,1.0,Russian Federation,Central Asia and Russian Federation,South and Central Asia,CAS & Russia,Eastern Europe,Europe,Europe and Central Asia,Eastern Europe,Eastern Europe,Emerging,Annex_I,FSU,FSU,mech,Europe
RWA,Rwanda,181.0,184.0,RWA,Rwanda,FALSE,Rwanda,Rwanda,,184.0,Rwanda,646,646,7,TRUE,184.0,NA,Eastern Africa,1.0,Rwanda,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
KNA,Saint Kitts and Nevis,185.0,188.0,KNA,Saint Kitts and Nevis,FALSE,Saint Kitts and Nevis,Saint Kitts and Nevis,,188.0,Saint Kitts and Nevis,659,659,3,TRUE,188.0,NA,Central America,1.0,Saint Kitts and Nevis,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
LCA,Saint Lucia,186.0,189.0,LCA,Saint Lucia,FALSE,Saint Lucia,Saint Lucia,,189.0,Saint Lucia,662,662,3,TRUE,189.0,NA,Central America,1.0,Saint Lucia,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
VCT,Saint Vincent and the Grenadines,188.0,191.0,VCT,Saint Vincent and the Grenadines,FALSE,Saint Vincent and the Grenadines,Saint Vincent/Grenadines,,191.0,Saint Vincent and Grenadines,670,670,3,TRUE,191.0,NA,Central America,1.0,Saint Vincent and the Grenadines,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
WSM,Samoa,239.0,244.0,WSM,Samoa,FALSE,Samoa,Samoa,,244.0,Samoa,882,882,16,TRUE,244.0,NA,Oceania,1.0,Samoa,Australia and Oceania,North America and Oceania,Oceania,Polynesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
STP,Sao Tome and Principe,190.0,193.0,STP,Sao Tome and Principe,FALSE,Sao Tome and Principe,Sao Tome and Principe,,193.0,Sao Tome and Principe,678,678,6,TRUE,193.0,NA,Western Africa,1.0,Sao Tome and Principe,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Central Africa,Emerging,Annex_II,Middle Africa,SAA,no_mech,Other
SAU,Saudi Arabia,191.0,194.0,SAU,Saudi Arabia,FALSE,Saudi Arabia,Saudi Arabia,Saudi Arabia,194.0,Saudi Arabia,682,682,12,TRUE,194.0,NA,Middle East,1.0,Saudi Arabia,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Arab States,Arab States,Arab States,Emerging,Annex_II,Western Asia,MENA,no_mech,Other
SEN,Senegal,192.0,195.0,SEN,Senegal,FALSE,Senegal,Senegal,Senegal,195.0,Senegal,686,686,6,TRUE,195.0,NA,Western Africa,1.0,Senegal,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Western Africa,Emerging,Annex_II,Western Africa,SAA,no_mech,Other
