Year,area,item_prod,item_cbs,item_cbs_crop,Name_biomass,Product_residue,Prod_ygpit_Mg,Area_ygpit_ha
2004,Kyrgyzstan,Cabbages,Other crop residues,"Vegetables, Other","Cabbage, Broccoli",Residue,125349.40422120632,NA
1973,Ethiopia,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",Nuts and products,Nuts and products,Nuts nes,Product,31000,29966.6666666667
2014,Hungary,Sour cherries,"Fruits, Other","Fruits, Other",Berries nes,Product,91840,13580
1962,Yugoslav SFR,"Chick peas, dry",Straw,"Pulses, Other and products",Chickpea,Residue,2805,NA
1981,Argentina,Pomelos and grapefruits,Grapefruit and products,Grapefruit and products,Grapefruit,Product,150000,14100
1992,Puerto Rico,"Cassava, fresh",Cassava and products,Cassava and products,Cassava,Product,2041,260
2009,Bahamas,"Mangoes, guavas and mangosteens","Fruits, Other","Fruits, Other",Fruits,Product,1456.86057386885,80.9707771581845
1975,Denmark,Plums and sloes,"Fruits, Other","Fruits, Other",Plum,Product,2559,444.815950920245
1998,Czech Republic,"Forage and silage, clover",Other crop residues,Fodder legumes,Clover,Residue,0,NA
1984,Spain,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Pimento,Pimento,"Chili pepper and peppers, dry",Product,16243,7050
1990,Costa Rica,Sugar cane,Other crop residues,Sugar cane,Sugarcane,Residue,1055005.7142857146,NA
1968,Guatemala,Rice,Straw,Rice and products,Rice,Residue,26283.9768,NA
2009,Albania,Sugar beet,Sugar beet,Sugar beet,Sugar beet,Product,40000,2000
2021,Saint Lucia,"Other stimulant, spice and aromatic crops, n.e.c.",Other crop residues,"Spices, Other","Spices, Other",Residue,360.192,NA
1985,Italy,"Other citrus fruit, n.e.c.",Firewood,"Citrus, Other",Citrus,Residue,6227.133043733806,NA
2011,Malaysia,Rice,Rice and products,Rice and products,Rice,Product,2575988,687516
1992,Liberia,"Other tropical fruits, n.e.c.","Fruits, Other","Fruits, Other",Fruits,Product,3228.2,617
1961,DR Congo,"Cow peas, dry","Pulses, Other and products","Pulses, Other and products",Pulses nes,Product,29000,51000
1977,Bangladesh,Areca nuts,Nuts and products,Nuts and products,Nuts nes,Product,25665,37387
1981,Algeria,Unmanufactured tobacco,Tobacco,Tobacco,Tobacco,Product,4798,4300
1976,Pakistan,Sugar cane,Other crop residues,Sugar cane,Sugarcane,Residue,10287266.976000002,NA
2020,Nigeria,Fonio,"Cereals, Other","Cereals, Other","Roots, other",Product,86146.44,176694
1973,Israel,"Broad beans and horse beans, dry",Straw,"Pulses, Other and products",Fava bean,Residue,54.19992713933009,NA
1977,Cabo Verde,"Cassava, fresh",Other crop residues,Cassava and products,Cassava,Residue,3794.0933953125,NA
2003,Greece,"Other fruits, n.e.c.",Firewood,"Fruits, Other",Fruits,Residue,4551.734953689067,NA
1965,Turkey,"Seed cotton, unginned",Seed cotton,Seed cotton,Seed cotton,Product,884500,685000
2021,Mexico,"Forage and silage, sorghum",Other crop residues,Fodder cereal and grasses,"Sorghum, green",Residue,0,NA
2007,Mexico,Unmanufactured tobacco,Tobacco,Tobacco,Tobacco,Product,13008,6894
2020,Morocco,Raspberries,Firewood,"Fruits, Other",Raspberries,Residue,108.04934478296082,NA
2016,Bangladesh,Coconuts,Coconuts,Coconuts,Coconut,Product,384564.46,43000
1969,Cuba,Green garlic,Other crop residues,"Vegetables, Other",Garlic,Residue,12.222,NA
1994,Sierra Leone,Tomatoes,Other crop residues,Tomatoes and products,Tomato,Residue,24541.944,NA
2021,Myanmar,Areca nuts,Firewood,Nuts and products,Nuts nes,Residue,330226.813,NA
1992,Uruguay,Barley,Straw,Barley and products,Barley,Residue,458921.9977199255,NA
2000,Pakistan,Other berries and fruits of the genus vaccinium n.e.c.,Firewood,"Fruits, Other",Berries nes,Residue,1603.7673724538658,NA
2010,Dominica,"Cassava, fresh",Other crop residues,Cassava and products,Cassava,Residue,698.5561725250001,NA
2013,"China, mainland",Soya beans,Soyabeans,Soyabeans,Soyabeans,Product,11951000,6790500
1970,Saudi Arabia,Okra,Other crop residues,"Vegetables, Other","Vegetables, other",Residue,1922.320297631681,NA
1995,Samoa,"Other tropical fruits, n.e.c.","Fruits, Other","Fruits, Other",Fruits,Product,6000,2300
1983,Portugal,Cantaloupes and other melons,"Vegetables, Other","Vegetables, Other",Melon,Product,19000,3100
1998,Sudan,Pineapples,Pineapples and products,Pineapples and products,Pineapple,Product,4900,1250
2020,Greece,Unmanufactured tobacco,Tobacco,Tobacco,Tobacco,Product,20870,12240
2002,Turkmenistan,Cucumbers and gherkins,"Vegetables, Other","Vegetables, Other",Cucumber,Product,18000,1000
1964,Iraq,Plums and sloes,"Fruits, Other","Fruits, Other",Plum,Product,2000,306.666666666667
1968,United Kingdom,Cauliflowers and broccoli,Other crop residues,"Vegetables, Other",Cauliflower,Residue,147784.18540375,NA
2021,Kenya,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",Firewood,Nuts and products,Nuts nes,Residue,37993.353871428575,NA
1961,"China, Hong Kong SAR","Other vegetables, fresh n.e.c.","Vegetables, Other","Vegetables, Other","Vegetables, other",Product,39199,1500
2020,Panama,Maize (corn),Maize and products,Maize and products,Maize,Product,133115,55720
2010,Brazil,Oil palm fruit,"Oil, palm fruit","Oil, palm fruit",Oil palm,Product,1292713,106420
2000,Netherlands,Linum,Other crop residues,Linum,"Fibres, other",Residue,22540.159090909092,NA
1971,India,"Nutmeg, mace, cardamoms, raw",Other crop residues,"Spices, Other","Spices, Other",Residue,11895.660000000002,NA
2002,Tunisia,Peaches and nectarines,"Fruits, Other","Fruits, Other",Peach,Product,82000,18000
2013,Pakistan,"Kenaf, and other textile bast fibres, raw or retted",Jute-Like Fibres,Jute-Like Fibres,"Fibres, other",Product,405.18,671
1962,Greece,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Other crop residues,Pimento,"Chili pepper and peppers, dry",Residue,139.87721283666664,NA
2013,Turkey,Rice,Rice and products,Rice and products,Rice,Product,900000,110592
1990,New Zealand,Cucumbers and gherkins,"Vegetables, Other","Vegetables, Other",Cucumber,Product,5200,195
1984,Israel,Apricots,Firewood,"Fruits, Other",Apricot,Residue,2612.893771237364,NA
1996,Spain,Strawberries,"Fruits, Other","Fruits, Other",Strawberry,Product,229200,8100
1988,USSR,"Forage and silage, maize",Fodder cereal and grasses,Fodder cereal and grasses,"Maize, green",Product,347438080,26922391.8532675
1964,Philippines,Castor oil seeds,"Oilcrops, Other","Oilcrops, Other","Oilcrops, other",Product,142,180
2016,RoW,Olives,Olives (including preserved),Olives (including preserved),Olive,Product,771548.26,756533
2014,Pakistan,Linum,Linum,Linum,"Fibres, other",Product,2366,3302
2002,Indonesia,Green corn (maize),Other crop residues,"Vegetables, Other","Vegetables, other",Residue,159385.04302611298,NA
1999,Cameroon,Tomatoes,Tomatoes and products,Tomatoes and products,Tomato,Product,345363,20520
1970,France,Temporary grassland,Temporary grassland,Temporary grassland,Grass,Product,112572179.309744,2526700
1998,Iraq,"Other vegetables, fresh n.e.c.",Other crop residues,"Vegetables, Other","Vegetables, other",Residue,151697.52543218958,NA
1975,Colombia,"Seed cotton, unginned",Other crop residues,Seed cotton,Seed cotton,Residue,271365.89044585987,NA
1977,Mauritius,"Other beans, green",Other crop residues,"Vegetables, Other","Beans, green",Residue,1157.98032,NA
1982,Hungary,Lettuce and chicory,Other crop residues,"Vegetables, Other",Lettuce,Residue,3478.4977205999994,NA
1998,Mexico,Coconuts,Firewood,Coconuts,Coconut,Residue,541082.1818181816,NA
2020,India,Tomatoes,Tomatoes and products,Tomatoes and products,Tomato,Product,20550000,818000
1969,"China, Hong Kong SAR","Other stimulant, spice and aromatic crops, n.e.c.","Spices, Other","Spices, Other","Spices, Other",Product,557,50
1975,Madagascar,"Onions and shallots, green","Vegetables, Other","Vegetables, Other",Onion,Product,463,90
1996,Nigeria,Carrots and turnips,"Vegetables, Other","Vegetables, Other",Carrot,Product,203000,24551
1968,Chile,"Lentils, dry","Pulses, Other and products","Pulses, Other and products",Lentils,Product,4040,7390
2000,Philippines,"Pepper (Piper spp.), raw",Other crop residues,Pepper,"Spices, Other",Residue,14304.15,NA
1994,Poland,"Forage and silage, alfalfa",Fodder legumes,Fodder legumes,Alfalfa,Product,2211345.28710267,65310.667
2007,Greece,Figs,Firewood,"Fruits, Other",Figs,Residue,8768.325322580646,NA
1993,United States of America,Papayas,Firewood,"Fruits, Other",Papaya,Residue,208.5913313131313,NA
2011,Albania,Cantaloupes and other melons,"Vegetables, Other","Vegetables, Other",Melon,Product,34400,1500
1971,Israel,Figs,Firewood,"Fruits, Other",Figs,Residue,693.5122580645162,NA
2021,Croatia,"Forage and silage, grasses nes",Other crop residues,Fodder cereal and grasses,Other true grasses for fodder,Residue,0,NA
1998,Saint Kitts and Nevis,Yams,Other crop residues,Yams,"Roots, other",Residue,45.6309756,NA
1973,Turkey,Watermelons,Other crop residues,"Vegetables, Other",Watermelon,Residue,177776,NA
1965,Cuba,"Mangoes, guavas and mangosteens","Fruits, Other","Fruits, Other",Fruits,Product,53554,1800
2000,Venezuela,Grapes,Firewood,Grapes and products (excl wine),Grapevine,Residue,6463.974555796815,NA
1969,South Africa,"Peas, green","Vegetables, Other","Vegetables, Other","Pea, green, with pod",Product,26000,4000
2012,Jamaica,Maize (corn),Straw,Maize and products,Maize,Residue,5309.261886792453,NA
1965,"China, mainland",Rape or colza seed,Rape and Mustardseed,Rape and Mustardseed,Rape,Product,1089000,1822100
1966,Portugal,Lettuce and chicory,Other crop residues,"Vegetables, Other",Lettuce,Residue,5117.753549999999,NA
1963,Indonesia,"Other beans, green","Vegetables, Other","Vegetables, Other","Beans, green",Product,28000,12200
1999,Georgia,Wheat,Wheat and products,Wheat and products,Wheat,Product,226073,111228
1992,Belgium-Luxembourg,Maize (corn),Straw,Maize and products,Maize,Residue,60127.70264585661,NA
2010,Slovakia,Peaches and nectarines,"Fruits, Other","Fruits, Other",Peach,Product,1904,653
2006,Russian Federation,"Broad beans and horse beans, dry",Straw,"Pulses, Other and products",Fava bean,Residue,21178.096530398987,NA
1963,Zimbabwe,Sunflower seed,Other crop residues,Sunflower seed,Sunflower seed,Residue,3084.4005674999994,NA
1964,Poland,Hemp,Other crop residues,Hemp,"Fibres, other",Residue,14385.285267857143,NA
2005,Australia,Apples,Apples and products,Apples and products,Apple,Product,452650,20500
1972,Chad,Taro,"Roots, Other","Roots, Other","Roots, other",Product,6300,2100
2013,Greece,"Pistachios, in shell",Firewood,Nuts and products,Pistachios,Residue,7477.679999999999,NA
1984,Congo,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh","Roots, Other","Roots, Other","Roots, other",Product,25000,3700
1989,"China, mainland","Cashew nuts, in shell",Firewood,Nuts and products,Nuts nes,Residue,2204.537777777778,NA
1986,Turkey,"Pistachios, in shell",Nuts and products,Nuts and products,Pistachios,Product,30000,26629
2013,Iran,"Other stimulant, spice and aromatic crops, n.e.c.","Spices, Other","Spices, Other","Spices, Other",Product,16363.3806618599,60571.1831207247
1988,Egypt,"Onions and shallots, dry (excluding dehydrated)",Other crop residues,Onions,Onion,Residue,340087.5934553723,NA
1988,India,"Peas, dry",Straw,Peas,Pea,Residue,240402.72818596335,NA
1982,Tanzania,Cocoa beans,Firewood,Cocoa Beans and products,Cocoa beans,Residue,1907.1080085714289,NA
2007,Belize,Plantains and cooking bananas,Firewood,Plantains,"Bananas, platains",Residue,3608.399999999999,NA
1985,USSR,Hop cones,Other crop residues,Hops,Hop,Residue,20493.000000000004,NA
2006,Bangladesh,Sesame seed,Sesame seed,Sesame seed,"Oilcrops, other",Product,29180,36043
1969,Saint Vincent and the Grenadines,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Other crop residues,"Vegetables, Other",Pepper,Residue,19.040396627996277,NA
1963,Guatemala,Potatoes,Potatoes and products,Potatoes and products,Potato,Product,14400,3900
1990,South Korea,"Chestnuts, in shell",Nuts and products,Nuts and products,Chestnut,Product,85043,36000
1994,Ghana,Millet,Millet and products,Millet and products,Millet,Product,167826,191200
2007,Bolivia,"Coffee, green",Firewood,Coffee and products,Coffee,Residue,38062.62349206349,NA
1981,Israel,Other pulses n.e.c.,"Pulses, Other and products","Pulses, Other and products",Pulses nes,Product,2270,2300
1971,Costa Rica,"Coffee, green",Firewood,Coffee and products,Coffee,Residue,136982.60791534392,NA
1974,United States of America,Dates,Dates,Dates,Dates,Product,20593,1660
1994,Malawi,"Chick peas, dry",Straw,"Pulses, Other and products",Chickpea,Residue,20559.528,NA
1968,Ethiopia,Sorghum,Sorghum and products,Sorghum and products,Sorghum,Product,800000,1174000
2014,Greece,Apples,Firewood,Apples and products,Apple,Residue,65839.31827424477,NA
1976,Italy,Quinces,"Fruits, Other","Fruits, Other",Quince,Product,5610,224.4
1968,Turkey,Apples,Apples and products,Apples and products,Apple,Product,700000,60660
1993,Uzbekistan,Leeks and other alliaceous vegetables,"Vegetables, Other","Vegetables, Other",Leek,Product,1000,90
1975,Albania,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",Nuts and products,Nuts and products,Nuts nes,Product,4000,3111.11111111111
1997,Pakistan,Other pulses n.e.c.,"Pulses, Other and products","Pulses, Other and products",Pulses nes,Product,169555,178026
2000,Tanzania,"Other fibre crops, raw, n.e.c.",Other crop residues,"Hard Fibres, Other","Fibres, other",Residue,8245.59976461039,NA
2015,Papua New Guinea,Coconuts,Coconuts,Coconuts,Coconut,Product,1780312,208592
2000,Mongolia,"Forage and silage, grasses nes",Other crop residues,Fodder cereal and grasses,Other true grasses for fodder,Residue,0,NA
1990,Sudan,"Broad beans and horse beans, dry","Pulses, Other and products","Pulses, Other and products",Fava bean,Product,38000,24200
1977,United Kingdom,Other berries and fruits of the genus vaccinium n.e.c.,Firewood,"Fruits, Other",Berries nes,Residue,1425.2106410639344,NA
2012,Nepal,Cauliflowers and broccoli,Other crop residues,"Vegetables, Other",Cauliflower,Residue,1189.3049999999998,NA
1977,France,String beans,"Vegetables, Other","Vegetables, Other",Pulses nes,Product,238168,42453
2009,Honduras,Watermelons,Other crop residues,"Vegetables, Other",Watermelon,Residue,6864.72,NA
1962,India,Safflower seed,Other crop residues,"Oilcrops, Other",Safflower,Residue,211076.44736842104,NA
2007,Lithuania,Raspberries,Firewood,"Fruits, Other",Raspberries,Residue,517.2244369790337,NA
2009,Ukraine,"Other vegetables, fresh n.e.c.","Vegetables, Other","Vegetables, Other","Vegetables, other",Product,1330400,74200
1984,Chad,"Other vegetables, fresh n.e.c.","Vegetables, Other","Vegetables, Other","Vegetables, other",Product,55000,8000
1966,Saint Lucia,"Other stimulant, spice and aromatic crops, n.e.c.","Spices, Other","Spices, Other","Spices, Other",Product,55,110
1993,Singapore,"Other fruits, n.e.c.","Fruits, Other","Fruits, Other",Fruits,Product,50,15
2007,Dominican Republic,Cantaloupes and other melons,Other crop residues,"Vegetables, Other",Melon,Residue,9954.186000000002,NA
1966,Trinidad and Tobago,Coconuts,Firewood,Coconuts,Coconut,Residue,46616.47272727273,NA
2005,Italy,Grapes,Firewood,Grapes and products (excl wine),Grapevine,Residue,3732934.8319398146,NA
1969,Libya,Unmanufactured tobacco,Tobacco,Tobacco,Tobacco,Product,1415,852
1986,Argentina,Bananas,Firewood,Bananas,"Bananas, platains",Residue,239856,NA
1984,Costa Rica,Avocados,Firewood,"Fruits, Other",Avocado,Residue,7553.821971830986,NA
1966,"China, mainland",Sorghum,Straw,Sorghum and products,Sorghum,Residue,33224788.636363644,NA
2001,Slovakia,Sunflower seed,Other crop residues,Sunflower seed,Sunflower seed,Residue,136511.46256666665,NA
2013,Ghana,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Other crop residues,"Vegetables, Other",Pepper,Residue,76351.3361691026,NA
2008,Libya,"Onions and shallots, green","Vegetables, Other","Vegetables, Other",Onion,Product,45903.39,1958
2010,Mali,Potatoes,Other crop residues,Potatoes and products,Potato,Residue,43296.74999999999,NA
2013,Angola,Wheat,Wheat and products,Wheat and products,Wheat,Product,3214.34,3420
1985,Saudi Arabia,"Other vegetables, fresh n.e.c.","Vegetables, Other","Vegetables, Other","Vegetables, other",Product,480000,24934
2014,Belgium,Spinach,Other crop residues,"Vegetables, Other",Spinach,Residue,7578.489130434781,NA
2019,Netherlands,"Forage and silage, clover",Fodder legumes,Fodder legumes,Clover,Product,29199.8922596778,1010
1963,Fiji,Rice,Rice and products,Rice and products,Rice,Product,21947,12140
1999,United States of America,Spinach,Other crop residues,"Vegetables, Other",Spinach,Residue,17792.25951847826,NA
1988,Belgium-Luxembourg,Apples,Apples and products,Apples and products,Apple,Product,271600,6600
1976,New Zealand,Tomatoes,Other crop residues,Tomatoes and products,Tomato,Residue,34785.29926666666,NA
2001,Bangladesh,"Other tropical fruits, n.e.c.",Firewood,"Fruits, Other",Fruits,Residue,108647.53685986756,NA
2013,Austria,Beets for fodder,Other crop residues,Fodder vegetables and roots,Fodder beet,Residue,0,NA
1978,Ghana,Tomatoes,Tomatoes and products,Tomatoes and products,Tomato,Product,104000,22000
2016,Spain,Temporary grassland,Firewood,Temporary grassland,Grass,Residue,0,NA
2005,Saint Lucia,Lettuce and chicory,Other crop residues,"Vegetables, Other",Lettuce,Residue,16.46296,NA
1999,Oman,Dates,Dates,Dates,Dates,Product,282000,35500
2007,Denmark,Sugar beet,Other crop residues,Sugar beet,Sugar beet,Residue,0,NA
1992,Australia,Cantaloupes and other melons,"Vegetables, Other","Vegetables, Other",Melon,Product,64132,3461
1964,Jamaica,Maize (corn),Straw,Maize and products,Maize,Residue,9447.040786415097,NA
1999,Australia,"Mangoes, guavas and mangosteens","Fruits, Other","Fruits, Other",Fruits,Product,26372,6000
2016,Cyprus,Sesame seed,Other crop residues,Sesame seed,"Oilcrops, other",Residue,2.067538649331662,NA
1998,Burkina Faso,Pomelos and grapefruits,Firewood,Grapefruit and products,Grapefruit,Residue,31.323625084471995,NA
1978,Malaysia,"Pepper (Piper spp.), raw",Other crop residues,Pepper,"Spices, Other",Residue,120847.7214,NA
