Year,area,item_prod,item_cbs,item_cbs_crop,Name_biomass,Product_residue,Prod_ygpit_Mg,Area_ygpit_ha
2008,Saudi Arabia,"Other citrus fruit, n.e.c.",Firewood,"Citrus, Other",Citrus,Residue,26102.37653238554,NA
1998,Paraguay,Tomatoes,Tomatoes and products,Tomatoes and products,Tomato,Product,65314,1650
1998,Georgia,Barley,Straw,Barley and products,Barley,Residue,37404.812482303474,NA
1997,Bulgaria,Eggplants (aubergines),Other crop residues,"Vegetables, Other",Aubergine,Residue,14768.0148,NA
1984,France,Vegetables and roots fodder,Other crop residues,Fodder vegetables and roots,"Fodder, other",Residue,0,NA
1983,India,Soya beans,Other crop residues,Soyabeans,Soyabeans,Residue,1334945.242306406,NA
1963,Mongolia,Cereals n.e.c.,Straw,"Cereals, Other",Cereals nes,Residue,5801.4000000000005,NA
2018,Paraguay,Peaches and nectarines,"Fruits, Other","Fruits, Other",Peach,Product,1400.87,203
1969,Rwanda,Leeks and other alliaceous vegetables,Other crop residues,"Vegetables, Other",Leek,Residue,0,NA
2000,Romania,"Forage and silage, alfalfa",Fodder legumes,Fodder legumes,Alfalfa,Product,5288501.99060137,323100
2020,Azerbaijan,"Pumpkins, squash and gourds",Other crop residues,"Vegetables, Other","Squash, pumpkin",Residue,3979.677272727273,NA
2003,Ukraine,"Peas, dry",Straw,Peas,Pea,Residue,477462.88687902375,NA
1977,Jamaica,Tomatoes,Other crop residues,Tomatoes and products,Tomato,Residue,13909.715978666669,NA
1981,Chile,Soya beans,Soyabeans,Soyabeans,Soyabeans,Product,1000,1000
2007,Brazil,"Other tropical fruits, n.e.c.","Fruits, Other","Fruits, Other",Fruits,Product,664286,46866
1983,Yemen,Barley,Barley and products,Barley and products,Barley,Product,32460,50986
2002,Bosnia and Herzegovina,Potatoes,Other crop residues,Potatoes and products,Potato,Residue,70785.92499999999,NA
1972,Senegal,Cabbages,"Vegetables, Other","Vegetables, Other","Cabbage, Broccoli",Product,5000,500
2000,Guyana,Papayas,Firewood,"Fruits, Other",Papaya,Residue,1.616161616161616,NA
1993,Netherlands,Cauliflowers and broccoli,"Vegetables, Other","Vegetables, Other",Cauliflower,Product,60400,3338
1980,Brazil,Pomelos and grapefruits,Grapefruit and products,Grapefruit and products,Grapefruit,Product,37000,2061.42857142857
1963,Bolivia,Cereals n.e.c.,Straw,"Cereals, Other",Cereals nes,Residue,322.30000000000007,NA
1977,Suriname,Sugar cane,Other crop residues,Sugar cane,Sugarcane,Residue,56163.74142857144,NA
2018,Brazil,Rape or colza seed,Rape and Mustardseed,Rape and Mustardseed,Rape,Product,49000,34000
1972,Morocco,Locust beans (carobs),Firewood,"Vegetables, Other",Carob,Residue,35196.51301587302,NA
2000,Tanzania,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","Spices, Other","Spices, Other","Spices, Other",Product,350,630
2009,Saint Vincent and the Grenadines,Apples,Firewood,Apples and products,Apple,Residue,488.3561511346754,NA
2007,Argentina,"Chick peas, dry","Pulses, Other and products","Pulses, Other and products",Chickpea,Product,4500,4500
1985,Somalia,"Cassava, fresh",Cassava and products,Cassava and products,Cassava,Product,40000,3700
2002,Turkey,"Beans, dry",Straw,Beans,Beans,Residue,85751.23686764076,NA
1991,Fiji,Bananas,Firewood,Bananas,"Bananas, platains",Residue,6577.9349999999995,NA
2019,Canada,"Other fibre crops, raw, n.e.c.","Hard Fibres, Other","Hard Fibres, Other","Fibres, other",Product,27835.6,21389
2010,Algeria,"Almonds, in shell",Nuts and products,Nuts and products,Almonds,Product,56973,54485
1989,Guyana,Pineapples,Firewood,Pineapples and products,Pineapple,Residue,26598.104615384626,NA
1971,India,"Pigeon peas, dry","Pulses, Other and products","Pulses, Other and products",Pulses nes,Product,1883300,2655000
2002,Finland,Cauliflowers and broccoli,"Vegetables, Other","Vegetables, Other",Cauliflower,Product,4217,463
1982,Central African Republic,Natural rubber in primary forms,Firewood,Rubber,Rubber,Residue,3269.7000000000003,NA
1963,Botswana,"Seed cotton, unginned",Seed cotton,Seed cotton,Seed cotton,Product,2500,1000
1986,Morocco,Peaches and nectarines,Firewood,"Fruits, Other",Peach,Residue,5552.069951511783,NA
2007,Kazakhstan,Wheat,Wheat and products,Wheat and products,Wheat,Product,16466870,12683000
1993,India,"Pigeon peas, dry",Straw,"Pulses, Other and products",Pulses nes,Residue,1469402.941927525,NA
1963,Poland,"Other oil seeds, n.e.c.",Other crop residues,"Oilcrops, Other","Oilcrops, other",Residue,18766.284229613095,NA
2015,Denmark,Sugar beet,Sugar beet,Sugar beet,Sugar beet,Product,1696500,25300
2007,"China, mainland",Spinach,"Vegetables, Other","Vegetables, Other",Spinach,Product,14000000,625000
2019,Thailand,Papayas,Firewood,"Fruits, Other",Papaya,Residue,1484.419181818182,NA
2003,Jordan,Lettuce and chicory,Other crop residues,"Vegetables, Other",Lettuce,Residue,7363.45352,NA
1987,RoW,"Other oil seeds, n.e.c.","Oilcrops, Other","Oilcrops, Other","Oilcrops, other",Product,22000,37192.737272758
2020,Bosnia and Herzegovina,Oranges,Firewood,"Oranges, Mandarines",Orange,Residue,29.21585004,NA
2000,Italy,Barley,Straw,Barley and products,Barley,Residue,1063234.442990065,NA
1989,India,Coconuts,Firewood,Coconuts,Coconut,Residue,3490278.979090909,NA
1993,Puerto Rico,Sweet potatoes,Sweet potatoes,Sweet potatoes,Sweet potato,Product,3751,442
2011,Austria,Tomatoes,Other crop residues,Tomatoes and products,Tomato,Residue,33743.83366666666,NA
2018,Serbia,"Other beans, green","Vegetables, Other","Vegetables, Other","Beans, green",Product,30145.92,17379
2021,Nicaragua,Sugar cane,Other crop residues,Sugar cane,Sugarcane,Residue,2740975.871142858,NA
2021,Colombia,Lettuce and chicory,"Vegetables, Other","Vegetables, Other",Lettuce,Product,119266.42,5246
2006,Oman,Cabbages,"Vegetables, Other","Vegetables, Other","Cabbage, Broccoli",Product,8685,328
2004,Indonesia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Other crop residues,"Vegetables, Other",Pepper,Residue,720076.3936310204,NA
1968,Viet Nam,Bananas,Bananas,Bananas,"Bananas, platains",Product,450000,39000
2020,Poland,Spinach,"Vegetables, Other","Vegetables, Other",Spinach,Product,4800,500
2014,Colombia,Cantaloupes and other melons,"Vegetables, Other","Vegetables, Other",Melon,Product,71595.33,5686
2003,Ecuador,"Other fruits, n.e.c.","Fruits, Other","Fruits, Other",Fruits,Product,185000,18000
1993,United Arab Emirates,Maize (corn),Straw,Maize and products,Maize,Residue,7214.21059250717,NA
1983,Spain,Spinach,Other crop residues,"Vegetables, Other",Spinach,Residue,4298.5600760869565,NA
1996,Nepal,"Jute, raw or retted",Jute,Jute,"Fibres, other",Product,14950,11150
2002,Guyana,"Cow peas, dry","Pulses, Other and products","Pulses, Other and products",Pulses nes,Product,180,120
1979,Mexico,Papayas,"Fruits, Other","Fruits, Other",Papaya,Product,209307,9382
1995,Hungary,Safflower seed,"Oilcrops, Other","Oilcrops, Other",Safflower,Product,450,300
1962,Malaysia,Cucumbers and gherkins,"Vegetables, Other","Vegetables, Other",Cucumber,Product,5600,250
1963,Sudan,Millet,Straw,Millet and products,Millet,Residue,1302628.2500000002,NA
2012,"China, mainland",Apricots,"Fruits, Other","Fruits, Other",Apricot,Product,49155.84,16131
1984,RoW,Pears,"Fruits, Other","Fruits, Other",Pear,Product,136624,12644
2010,Uzbekistan,Mixed Grasses and Legumes,Other crop residues,Fodder mix,Cereal-legume mixture,Residue,0,NA
2016,Slovenia,Figs,"Fruits, Other","Fruits, Other",Figs,Product,59,11
2006,Bolivia,Oranges,Firewood,"Oranges, Mandarines",Orange,Residue,20900.227046400003,NA
1994,Morocco,"Tangerines, mandarins, clementines",Firewood,"Oranges, Mandarines",Mandarin,Residue,79056.45895781639,NA
2006,Switzerland,Kiwi fruit,Firewood,"Fruits, Other",Kiwifruit,Residue,104.36800980392158,NA
1971,United States of America,"Peas, green",Other crop residues,"Vegetables, Other","Pea, green, with pod",Residue,2203878.87806625,NA
1998,Saint Vincent and the Grenadines,"Groundnuts, excluding shelled",Other crop residues,Groundnuts,"Groundnuts, with shell",Residue,446.08032,NA
2007,Tunisia,Dates,Dates,Dates,Dates,Product,124000,39830
1994,Colombia,Lettuce and chicory,Other crop residues,"Vegetables, Other",Lettuce,Residue,2246.56889856,NA
2013,Brazil,Oats,Straw,Oats,Oats,Residue,890599.4196923077,NA
1994,Colombia,Cantaloupes and other melons,"Vegetables, Other","Vegetables, Other",Melon,Product,9532.7,885
2007,Kenya,Artichokes,Other crop residues,"Vegetables, Other",Artichoke,Residue,25.188300000000005,NA
1974,Colombia,Coconuts,Coconuts,Coconuts,Coconut,Product,40000,5700.60426405199
2006,Azerbaijan,Cabbages,"Vegetables, Other","Vegetables, Other","Cabbage, Broccoli",Product,100156,6414
1982,Germany,"Other beans, green",Other crop residues,"Vegetables, Other","Beans, green",Residue,87376.77984,NA
1994,Tanzania,Sugar cane,Sugar cane,Sugar cane,Sugarcane,Product,1467000,14822
2017,Benin,"Other vegetables, fresh n.e.c.",Other crop residues,"Vegetables, Other","Vegetables, other",Residue,90970.50134178804,NA
2006,Nepal,Mustard seed,Rape and Mustardseed,Rape and Mustardseed,Mustard,Product,139322,188062
2007,Colombia,"Agave fibres, raw, n.e.c.",Other crop residues,"Hard Fibres, Other","Fibres, other",Residue,14718.640753246757,NA
1970,United Kingdom,"Peas, dry",Peas,Peas,Pea,Product,87380,29542
1988,Pakistan,Soya beans,Soyabeans,Soyabeans,Soyabeans,Product,1526,2758
2003,Argentina,Strawberries,Other crop residues,"Fruits, Other",Strawberry,Residue,7171.616000000001,NA
1969,Ireland,Mushrooms and truffles,Other crop residues,"Vegetables, Other",Mushrooms,Residue,NA,NA
2000,Belgium,"Beans, dry",Beans,Beans,Beans,Product,1200,400
2009,Netherlands,"Peas, green","Vegetables, Other","Vegetables, Other","Pea, green, with pod",Product,30500,5522
2003,Malaysia,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Pimento,Pimento,"Chili pepper and peppers, dry",Product,1979.66,2160
2008,Philippines,Cucumbers and gherkins,"Vegetables, Other","Vegetables, Other",Cucumber,Product,11432,1754
1988,Turkey,Sunflower seed,Other crop residues,Sunflower seed,Sunflower seed,Residue,1675461.3753508772,NA
2016,Australia,"Groundnuts, excluding shelled",Other crop residues,Groundnuts,"Groundnuts, with shell",Residue,21290.842999999997,NA
2017,Myanmar,Cereals n.e.c.,Straw,"Cereals, Other",Cereals nes,Residue,24196.865,NA
2011,Cyprus,Strawberries,Other crop residues,"Fruits, Other",Strawberry,Residue,1210.4,NA
2015,Togo,Pineapples,Pineapples and products,Pineapples and products,Pineapple,Product,1878.61,234
1962,Kuwait,"Other vegetables, fresh n.e.c.",Other crop residues,"Vegetables, Other","Vegetables, other",Residue,1293.304175776666,NA
1985,Peru,"Forage and silage, clover",Fodder legumes,Fodder legumes,Clover,Product,81286.4783259673,2886.14767920851
1997,Mexico,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Other crop residues,"Roots, Other","Roots, other",Residue,56725.79034012,NA
2021,Poland,"Broad beans and horse beans, dry","Pulses, Other and products","Pulses, Other and products",Fava bean,Product,97370,35920
1966,USSR,"Chestnuts, in shell",Firewood,Nuts and products,Chestnut,Residue,3661.9,NA
1972,Portugal,Safflower seed,"Oilcrops, Other","Oilcrops, Other",Safflower,Product,14957,28790
1985,United Kingdom,"Other beans, green","Vegetables, Other","Vegetables, Other","Beans, green",Product,65121,7252
1971,Malta,Apples,Apples and products,Apples and products,Apple,Product,466,34.95
1961,Brazil,Maize (corn),Maize and products,Maize and products,Maize,Product,9036237,6885740
2011,Chile,Pears,"Fruits, Other","Fruits, Other",Pear,Product,199142.79,6246
2007,Hungary,Hemp,Hemp,Hemp,"Fibres, other",Product,500,300
1989,Costa Rica,"Pepper (Piper spp.), raw",Pepper,Pepper,"Spices, Other",Product,870,500
1975,Lebanon,Apples,Apples and products,Apples and products,Apple,Product,108000,12000
1996,Malaysia,Oil palm fruit,"Oil, palm fruit","Oil, palm fruit",Oil palm,Product,44030000,2692286
1996,Slovenia,"Almonds, in shell",Firewood,Nuts and products,Almonds,Residue,31.32908571428572,NA
2016,Mongolia,Barley,Straw,Barley and products,Barley,Residue,9366.412560941517,NA
1966,Belgium-Luxembourg,"Forage and silage, clover",Other crop residues,Fodder legumes,Clover,Residue,0,NA
2003,Czech Republic,"Other fruits, n.e.c.",Firewood,"Fruits, Other",Fruits,Residue,8108.025138796086,NA
2010,Pakistan,Rice,Rice and products,Rice and products,Rice,Product,7234950,2365300
2001,Guatemala,Coconuts,Coconuts,Coconuts,Coconut,Product,40000,8900
2010,Bahrain,Lettuce and chicory,"Vegetables, Other","Vegetables, Other",Lettuce,Product,716.17,27
2017,Georgia,"Other vegetables, fresh n.e.c.",Other crop residues,"Vegetables, Other","Vegetables, other",Residue,9523.42165799181,NA
1979,Morocco,Other berries and fruits of the genus vaccinium n.e.c.,"Fruits, Other","Fruits, Other",Berries nes,Product,100,25
1961,United States of America,String beans,"Vegetables, Other","Vegetables, Other",Pulses nes,Product,637521,124289
2005,Malaysia,Pineapples,Firewood,Pineapples and products,Pineapple,Residue,870923.0769230769,NA
2019,Lebanon,Green garlic,"Vegetables, Other","Vegetables, Other",Garlic,Product,2519.84,251
1983,United States of America,Dates,Dates,Dates,Dates,Product,15420,1700
2021,Jamaica,Okra,Other crop residues,"Vegetables, Other","Vegetables, other",Residue,4070.380960489834,NA
1985,Iceland,Cabbages,Other crop residues,"Vegetables, Other","Cabbage, Broccoli",Residue,200.92788435758533,NA
2007,Peru,Grapes,Firewood,Grapes and products (excl wine),Grapevine,Residue,98058.89302221272,NA
1998,South Africa,Castor oil seeds,"Oilcrops, Other","Oilcrops, Other","Oilcrops, other",Product,4696.76,7156
2016,Luxembourg,"Peas, dry",Straw,Peas,Pea,Residue,1068.4604113708035,NA
1998,Grenada,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh","Roots, Other","Roots, Other","Roots, other",Product,2737.38,417
1987,RoW,Other berries and fruits of the genus vaccinium n.e.c.,Firewood,"Fruits, Other",Berries nes,Residue,11.34042449412946,NA
1995,Panama,Pineapples,Firewood,Pineapples and products,Pineapple,Residue,37463.62707692307,NA
1962,Sweden,Cauliflowers and broccoli,"Vegetables, Other","Vegetables, Other",Cauliflower,Product,5500,530
1973,Somalia,"Mangoes, guavas and mangosteens",Firewood,"Fruits, Other",Fruits,Residue,297.11858121118263,NA
1979,India,Poppy seed,Other crop residues,"Oilcrops, Other",Poppy seeds,Residue,6174.773684210525,NA
1989,Hungary,Cherries,Firewood,"Fruits, Other",Cherries,Residue,12618.233375825435,NA
1982,Guinea,Unmanufactured tobacco,Tobacco,Tobacco,Tobacco,Product,1600,1900
1998,Georgia,Soya beans,Soyabeans,Soyabeans,Soyabeans,Product,1121,1997
1983,Nigeria,Karite nuts (sheanuts),Firewood,"Oilcrops, Other",Nuts nes,Residue,151680.27177387913,NA
2020,United Kingdom,"Broad beans and horse beans, dry","Pulses, Other and products","Pulses, Other and products",Fava bean,Product,554020,181340
1971,Yemen,Bananas,Bananas,Bananas,"Bananas, platains",Product,18797,6475
2019,Paraguay,Tung nuts,"Oilcrops, Other","Oilcrops, Other",Nuts nes,Product,51155,8965
2002,South Africa,Papayas,"Fruits, Other","Fruits, Other",Papaya,Product,15449,1900
2020,Austria,Asparagus,Other crop residues,"Vegetables, Other",Asparagus,Residue,6357.8899999999985,NA
1997,Italy,Mixed Grasses and Legumes,Fodder mix,Fodder mix,Cereal-legume mixture,Product,858171.411295898,32269.7914368412
1977,Cyprus,"Onions and shallots, green","Vegetables, Other","Vegetables, Other",Onion,Product,280,25
1991,Italy,Rice,Straw,Rice and products,Rice,Residue,1065927.408,NA
2021,Grenada,Tomatoes,Tomatoes and products,Tomatoes and products,Tomato,Product,903,121
2009,Guatemala,"Nutmeg, mace, cardamoms, raw","Spices, Other","Spices, Other","Spices, Other",Product,25004.34,64940
1963,Italy,Lettuce and chicory,"Vegetables, Other","Vegetables, Other",Lettuce,Product,725800,43000
2015,Honduras,Taro,Other crop residues,"Roots, Other","Roots, other",Residue,1616.74375,NA
1982,Kenya,Sweet potatoes,Sweet potatoes,Sweet potatoes,Sweet potato,Product,530000,53000
2009,Romania,Other berries and fruits of the genus vaccinium n.e.c.,Firewood,"Fruits, Other",Berries nes,Residue,997.0674997244096,NA
1972,Iran,"Lentils, dry","Pulses, Other and products","Pulses, Other and products",Lentils,Product,34890,52980
2006,Guyana,Avocados,Firewood,"Fruits, Other",Avocado,Residue,120.47008450704227,NA
1998,Egypt,"Cow peas, dry","Pulses, Other and products","Pulses, Other and products",Pulses nes,Product,6500,2800
1973,Trinidad and Tobago,Unmanufactured tobacco,Tobacco,Tobacco,Tobacco,Product,332,374
2014,Mongolia,"Hazelnuts, in shell",Nuts and products,Nuts and products,Hazelnut,Product,317.2,345
2015,Romania,Grapes,Grapes and products (excl wine),Grapes and products (excl wine),Grapevine,Product,798765,177010
1986,United States of America,Cantaloupes and other melons,Other crop residues,"Vegetables, Other",Melon,Residue,285966.45,NA
1988,Ethiopia,Millet,Straw,Millet and products,Millet,Residue,549142.5940000002,NA
1983,Morocco,Eggplants (aubergines),Other crop residues,"Vegetables, Other",Aubergine,Residue,8257.635680000001,NA
1998,Belgium-Luxembourg,Cauliflowers and broccoli,"Vegetables, Other","Vegetables, Other",Cauliflower,Product,95800,5300
1978,Cabo Verde,"Cassava, fresh",Other crop residues,Cassava and products,Cassava,Residue,4043.1527699999992,NA
2005,Fiji,Watermelons,Other crop residues,"Vegetables, Other",Watermelon,Residue,152.0435,NA
2011,Haiti,"Other fruits, n.e.c.","Fruits, Other","Fruits, Other",Fruits,Product,58334.69,11446
1992,Colombia,Potatoes,Potatoes and products,Potatoes and products,Potato,Product,2281400,146568
1970,Ecuador,"Onions and shallots, green",Other crop residues,"Vegetables, Other",Onion,Residue,50792.81574041211,NA
2004,Guatemala,"Other fruits, n.e.c.",Firewood,"Fruits, Other",Fruits,Residue,31432.179255834,NA
1996,Turkey,"Other vegetables, fresh n.e.c.","Vegetables, Other","Vegetables, Other","Vegetables, other",Product,242580,15300
1975,Lebanon,Sugar beet,Sugar beet,Sugar beet,Sugar beet,Product,50000,1500
2011,Spain,"Other vegetables, fresh n.e.c.",Other crop residues,"Vegetables, Other","Vegetables, other",Residue,318917.0524358369,NA
1990,Haiti,"Tangerines, mandarins, clementines",Firewood,"Oranges, Mandarines",Mandarin,Residue,1989.7364055299536,NA
1967,Malaysia,Cucumbers and gherkins,"Vegetables, Other","Vegetables, Other",Cucumber,Product,6700,300
1966,Brazil,Green garlic,Other crop residues,"Vegetables, Other",Garlic,Residue,2861.9796000000006,NA
1966,USSR,Forage products,Other crop residues,Fodder vegetables and roots,"Fodder, other",Residue,0,NA
2011,Romania,Raspberries,"Fruits, Other","Fruits, Other",Raspberries,Product,47,17
1983,Morocco,Apricots,"Fruits, Other","Fruits, Other",Apricot,Product,66000,11120.5479452055
2000,Cuba,"Kenaf, and other textile bast fibres, raw or retted",Other crop residues,Jute-Like Fibres,"Fibres, other",Residue,7391.162207792208,NA
1961,Japan,"Pumpkins, squash and gourds",Other crop residues,"Vegetables, Other","Squash, pumpkin",Residue,52548,NA
1996,Switzerland,Strawberries,Other crop residues,"Fruits, Other",Strawberry,Residue,5861.301600000001,NA
1988,Bolivia,"Other stimulant, spice and aromatic crops, n.e.c.","Spices, Other","Spices, Other","Spices, Other",Product,20,31
2004,Chile,Papayas,Firewood,"Fruits, Other",Papaya,Residue,34.747474747474755,NA
2020,Dominican Republic,Coconuts,Firewood,Coconuts,Coconut,Residue,174692.8036363636,NA
1983,Turkey,Figs,Firewood,"Fruits, Other",Figs,Residue,171676.6451612903,NA
1974,Netherlands,"Peas, green",Other crop residues,"Vegetables, Other","Pea, green, with pod",Residue,101931.61048,NA
1961,India,Linum,Other crop residues,Linum,"Fibres, other",Residue,347413.29545454547,NA
2001,Azerbaijan,Oats,Straw,Oats,Oats,Residue,222.56556923076928,NA
1980,Angola,Sesame seed,Sesame seed,Sesame seed,"Oilcrops, other",Product,2000,7000
1975,Canada,Cucumbers and gherkins,"Vegetables, Other","Vegetables, Other",Cucumber,Product,71806,3801
2008,RoW,Safflower seed,"Oilcrops, Other","Oilcrops, Other",Safflower,Product,3,32
1984,Germany,Cucumbers and gherkins,Other crop residues,"Vegetables, Other",Cucumber,Residue,18963.546,NA
2016,Uruguay,Olives,Firewood,Olives (including preserved),Olive,Residue,4415.523621030892,NA
1962,Romania,Hop cones,Other crop residues,Hops,Hop,Residue,395.99999999999994,NA
2017,Viet Nam,Mushrooms and truffles,"Vegetables, Other","Vegetables, Other",Mushrooms,Product,23281.59,55.1830967078736
1986,Ecuador,Oil palm fruit,"Oil, palm fruit","Oil, palm fruit",Oil palm,Product,657740,44000
1992,Romania,Grapes,Grapes and products (excl wine),Grapes and products (excl wine),Grapevine,Product,905362,235432
1975,Denmark,Temporary grassland,Firewood,Temporary grassland,Grass,Residue,0,NA
2009,Togo,Cereals n.e.c.,Straw,"Cereals, Other",Cereals nes,Residue,4075.83,NA
1971,Bangladesh,Sorghum,Sorghum and products,Sorghum and products,Sorghum,Product,775,1028
1998,Oman,Eggplants (aubergines),Other crop residues,"Vegetables, Other",Aubergine,Residue,2801.8368,NA
1977,Turkey,Oats,Oats,Oats,Oats,Product,370000,229750
1980,Hungary,Gooseberries,"Fruits, Other","Fruits, Other",Berries nes,Product,13563,3841.56947684105
1983,Cuba,Cocoa beans,Cocoa Beans and products,Cocoa Beans and products,Cocoa beans,Product,1840,9666
2003,Mali,Eggplants (aubergines),Other crop residues,"Vegetables, Other",Aubergine,Residue,5979.294846000001,NA
1967,Egypt,Lettuce and chicory,"Vegetables, Other","Vegetables, Other",Lettuce,Product,49663,2228
1971,India,Figs,"Fruits, Other","Fruits, Other",Figs,Product,2000,900
1970,Portugal,Pears,Firewood,"Fruits, Other",Pear,Residue,13266.585858585857,NA
1976,Chad,"Beans, dry",Beans,Beans,Beans,Product,40000,97000
1962,South Africa,Tea leaves,Tea (including mate),Tea (including mate),Tea,Product,2000,1100
2001,Uzbekistan,Olives,Firewood,Olives (including preserved),Olive,Residue,77.92100507701576,NA
2006,Netherlands,Cabbages,"Vegetables, Other","Vegetables, Other","Cabbage, Broccoli",Product,269000,7500
1974,Saudi Arabia,Cabbages,"Vegetables, Other","Vegetables, Other","Cabbage, Broccoli",Product,8341,703
2006,Austria,Hemp,Other crop residues,Hemp,"Fibres, other",Residue,2392.3863636363635,NA
2002,Myanmar,"Forage and silage, grasses nes",Fodder cereal and grasses,Fodder cereal and grasses,Other true grasses for fodder,Product,4550000,270476.128319946
2015,United Kingdom,Triticale,Straw,"Cereals, Other",Triticale,Residue,36711.03333333333,NA
2005,Algeria,Eggplants (aubergines),"Vegetables, Other","Vegetables, Other",Aubergine,Product,43058,3445
2021,Samoa,"Other vegetables, fresh n.e.c.",Other crop residues,"Vegetables, Other","Vegetables, other",Residue,666.5263519440463,NA
2008,Timor-Leste,"Cinnamon and cinnamon-tree flowers, raw",Other crop residues,"Spices, Other","Spices, Other",Residue,312.795,NA
2001,Italy,Vetches,Straw,"Pulses, Other and products",Vetch,Residue,6005.299999999999,NA
1981,Greece,Bananas,Bananas,Bananas,"Bananas, platains",Product,2665,2500
2008,Ukraine,Hop cones,Other crop residues,Hops,Hop,Residue,1365,NA
1977,Tunisia,"Other fruits, n.e.c.",Firewood,"Fruits, Other",Fruits,Residue,5777.382321565973,NA
2005,Chile,Unmanufactured tobacco,Tobacco,Tobacco,Tobacco,Product,9850,3090
1983,USSR,Tea leaves,Firewood,Tea (including mate),Tea,Residue,475283.025,NA
2006,Pakistan,Oranges,"Oranges, Mandarines","Oranges, Mandarines",Orange,Product,1720867,134592
2019,Sao Tome and Principe,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",Other crop residues,"Vegetables, Other",Pepper,Residue,9.160328274637385,NA
2018,Ethiopia,Yams,Yams,Yams,"Roots, other",Product,36900.8,4101
1966,Philippines,"Agave fibres, raw, n.e.c.",Other crop residues,"Hard Fibres, Other","Fibres, other",Residue,2323.6537500000004,NA
1973,United Kingdom,Lettuce and chicory,"Vegetables, Other","Vegetables, Other",Lettuce,Product,199959,10239
2017,Eritrea,Sesame seed,Other crop residues,Sesame seed,"Oilcrops, other",Residue,10219.574763621991,NA
2009,Paraguay,Potatoes,Potatoes and products,Potatoes and products,Potato,Product,202,40
1971,Guatemala,"Nutmeg, mace, cardamoms, raw","Spices, Other","Spices, Other","Spices, Other",Product,718,9234.12073490814
1983,Ecuador,"Other beans, green",Other crop residues,"Vegetables, Other","Beans, green",Residue,29877.76,NA
2011,Peru,"Broad beans and horse beans, dry","Pulses, Other and products","Pulses, Other and products",Fava bean,Product,64646,52003
1977,Philippines,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",Firewood,Nuts and products,Nuts nes,Residue,10542.099653333333,NA
1966,RoW,"Forage and silage, grasses nes",Fodder cereal and grasses,Fodder cereal and grasses,Other true grasses for fodder,Product,5679.41495575221,176.008474935057
2016,Myanmar,Rice,Straw,Rice and products,Rice,Residue,34658323.199999996,NA
1989,Gambia,"Cassava, fresh",Cassava and products,Cassava and products,Cassava,Product,6000,2000
1994,France,Kiwi fruit,Firewood,"Fruits, Other",Kiwifruit,Residue,26019.833760437905,NA
1967,France,Other pulses n.e.c.,"Pulses, Other and products","Pulses, Other and products",Pulses nes,Product,372,374
1995,Morocco,Barley,Barley and products,Barley and products,Barley,Product,607690,1578500
1999,Ethiopia,"Groundnuts, excluding shelled",Other crop residues,Groundnuts,"Groundnuts, with shell",Residue,19543.409865000005,NA
1999,Turkey,"Other vegetables, fresh n.e.c.","Vegetables, Other","Vegetables, Other","Vegetables, other",Product,229480,14385
1998,Iran,"Mangoes, guavas and mangosteens",Firewood,"Fruits, Other",Fruits,Residue,4345.8755287142585,NA
1969,Turkey,"Groundnuts, excluding shelled",Groundnuts,Groundnuts,"Groundnuts, with shell",Product,38000,15000
1996,Cyprus,Pomelos and grapefruits,Grapefruit and products,Grapefruit and products,Grapefruit,Product,52000,1650
2009,South Africa,"Peas, green",Other crop residues,"Vegetables, Other","Pea, green, with pod",Residue,35653.29066,NA
1966,"China, mainland",Unmanufactured tobacco,Other crop residues,Tobacco,Tobacco,Residue,345669.6000000001,NA
1971,Benin,"Coffee, green",Firewood,Coffee and products,Coffee,Residue,3706.637004285714,NA
2020,Dominica,Pineapples,Pineapples and products,Pineapples and products,Pineapple,Product,128.59,9
2004,RoW,Rye,Rye and products,Rye and products,Rye,Product,10273,4476
1962,Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,"Fruits, Other","Fruits, Other",Berries nes,Product,60000,6800
1997,Pakistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",Nuts and products,Nuts and products,Nuts nes,Product,6173.98,7909
2014,Mali,Wheat,Wheat and products,Wheat and products,Wheat,Product,45668,10281
1967,Libya,Cauliflowers and broccoli,Other crop residues,"Vegetables, Other",Cauliflower,Residue,163.84374999999997,NA
2011,Azerbaijan,Potatoes,Other crop residues,Potatoes and products,Potato,Residue,492721.4249999999,NA
1991,Madagascar,Carrots and turnips,Other crop residues,"Vegetables, Other",Carrot,Residue,4089.507085559362,NA
1977,Venezuela,Maize (corn),Maize and products,Maize and products,Maize,Product,774419,496140
2017,Norway,Potatoes,Potatoes and products,Potatoes and products,Potato,Product,315500,11728
2015,Iran,Sugar beet,Sugar beet,Sugar beet,Sugar beet,Product,5594240,105036
1985,Nigeria,"Cashew nuts, in shell",Firewood,Nuts and products,Nuts nes,Residue,41018.03571428571,NA
