Element,Item,Year,value_fm
Export,Spices nes,1947,2700
Export,Spices nes,1948,2900
Export,Spices nes,1949,3100
Export,Spices nes,1950,3300
Export,Spices nes,1951,3200
Export,Spices nes,1952,3257.1428571428596
Export,Spices nes,1953,3314.28571428571
Export,Spices nes,1954,3371.42857142857
Export,Spices nes,1955,3428.5714285714303
Export,Spices nes,1956,3485.7142857142903
Export,Spices nes,1957,3542.85714285714
Export,Spices nes,1958,3600
Export,Spices nes,1959,2500
Export,Spices nes,1960,3740.33333333333
Export,Sugar refined,1924,8
Export,Sugar refined,1925,5
Export,Sugar refined,1926,20
Export,Sugar refined,1927,230
Export,Sugar refined,1928,30
Export,Sugar refined,1929,30
Export,Sugar refined,1930,80
Export,Sugar refined,1931,40
Export,Sugar refined,1932,10
Export,Sugar refined,1933,40
Export,Sugar refined,1934,40
Export,Sugar refined,1935,2
Export,Sugar refined,1936,581.6
Export,Sugar refined,1937,1161.2
Export,Sugar refined,1938,1740.8
Export,Sugar refined,1939,2320
Export,Sugar refined,1940,4270
Export,Sugar refined,1941,8490
Export,Sugar refined,1942,12120
Export,Sugar refined,1943,10000
Export,Sugar refined,1944,8870
Export,Sugar refined,1945,10660
Export,Sugar refined,1946,10000
Export,Sugar refined,1947,14500
Export,Sugar refined,1948,12600
Export,Sugar refined,1949,16300
Export,Sugar refined,1950,10200
Export,Sugar refined,1951,7300
Export,Sugar refined,1952,4900
Export,Sugar refined,1953,126800
Export,Sugar refined,1954,50300
Export,Sugar refined,1955,400
Export,Sugar refined,1956,500
Export,Sugar refined,1957,600
Export,Sugar refined,1958,2200
Export,Sugar refined,1960,6253
Export,Tallow,1860,68.8888888888889
Export,Tallow,1861,68.92592592592591
Export,Tallow,1862,68.962962962963
Export,Tallow,1863,69
Export,Tallow,1864,85
Export,Tallow,1865,101
Export,Tallow,1866,117
Export,Tallow,1867,133
Export,Tallow,1868,149
Export,Tallow,1869,165
Export,Tallow,1870,181
Export,Tallow,1871,217
Export,Tallow,1872,253
Export,Tallow,1873,289
Export,Tallow,1874,325
Export,Tallow,1875,361
Export,Tallow,1876,397
Export,Tallow,1877,433
Export,Tallow,1878,469
Export,Tallow,1879,505
Export,Tallow,1880,541
Export,Tallow,1881,577
Export,Tallow,1882,613
Export,Tallow,1883,761.375
Export,Tallow,1884,909.75
Export,Tallow,1885,1058.125
Export,Tallow,1886,1206.5
Export,Tallow,1887,1354.875
Export,Tallow,1888,1503.25
Export,Tallow,1889,1651.625
Export,Tallow,1890,1800
Export,Tallow,1891,1748.2
Export,Tallow,1892,1696.3999999999999
Export,Tallow,1893,1644.6000000000001
Export,Tallow,1894,1592.8
Export,Tallow,1895,1541
Export,Tallow,1896,1489.2
Export,Tallow,1897,1437.4
Export,Tallow,1898,1385.6
Export,Tallow,1899,1333.8000000000002
Export,Tallow,1900,1282
Export,Tallow,1901,1184
Export,Tallow,1902,1086
Export,Tallow,1903,988
Export,Tallow,1904,890
Export,Tallow,1905,792
Export,Tallow,1906,869.8000000000001
Export,Tallow,1907,947.6
Export,Tallow,1908,1025.4
Export,Tallow,1909,1103.2
Export,Tallow,1910,1181
Export,Tallow,1911,1003.25
Export,Tallow,1912,825.5
Export,Tallow,1913,647.75
Export,Tallow,1914,470
Export,Tallow,1915,340
Export,Tallow,1916,210
Export,Tallow,1917,78
Export,Tallow,1918,67
Export,Tallow,1919,387
Export,Tallow,1920,538
Export,Tallow,1921,891
Export,Tallow,1922,1244
Export,Tallow,1923,1597
Export,Tallow,1924,1699
Export,Tallow,1925,1351
Export,Tallow,1926,1214
Export,Tallow,1927,1077
Export,Tallow,1928,940
Export,Tallow,1929,803
Export,Tallow,1930,666
Export,Tallow,1931,529
Export,Tallow,1932,392
Export,Tallow,1933,255
Export,Tallow,1934,1
Export,Tallow,1935,5
Export,Tallow,1951,300
Export,Tallow,1952,300
Export,Tallow,1953,300
Export,Tallow,1954,1
Export,Tallow,1955,1
Export,Tea,1940,3
Export,"Tobacco, unmanufactured",1923,64
Export,"Tobacco, unmanufactured",1924,38
Export,"Tobacco, unmanufactured",1926,20.75
Export,"Tobacco, unmanufactured",1927,41.5
Export,"Tobacco, unmanufactured",1928,62.25
Export,"Tobacco, unmanufactured",1929,83
Export,"Tobacco, unmanufactured",1930,0.5
Export,"Tobacco, unmanufactured",1931,0.5
Export,"Tobacco, unmanufactured",1932,8
Export,"Tobacco, unmanufactured",1933,0.5
Export,"Tobacco, unmanufactured",1951,4
Export,"Tobacco, unmanufactured",1952,3
Export,"Tobacco, unmanufactured",1953,2
Export,"Tobacco, unmanufactured",1954,1
Export,"Tobacco, unmanufactured",1955,1
Export,"Tobacco, unmanufactured",1956,200
Export,"Tobacco, unmanufactured",1957,500
Export,"Tobacco, unmanufactured",1958,4100
Export,"Tobacco, unmanufactured",1959,700
Export,"Tobacco, unmanufactured",1960,474
Export,Tomatoes,1860,531
Export,Tomatoes,1861,531
Export,Tomatoes,1862,531
Export,Tomatoes,1863,531
Export,Tomatoes,1864,1299
Export,Tomatoes,1865,2067
Export,Tomatoes,1866,2109.6
Export,Tomatoes,1867,2152.2000000000003
Export,Tomatoes,1868,2194.7999999999997
Export,Tomatoes,1869,2237.4
Export,Tomatoes,1870,2280
Export,Tomatoes,1871,2495.25
Export,Tomatoes,1872,2710.5
Export,Tomatoes,1873,2925.75
Export,Tomatoes,1874,3141
Export,Tomatoes,1875,2957.25
Export,Tomatoes,1876,2773.5
Export,Tomatoes,1877,2589.75
Export,Tomatoes,1878,2406
Export,Tomatoes,1879,2222.25
Export,Tomatoes,1880,2038.5
Export,Tomatoes,1881,1854.75
Export,Tomatoes,1882,1671
Export,Tomatoes,1883,1882.28571428571
Export,Tomatoes,1884,2093.5714285714303
Export,Tomatoes,1885,2304.85714285714
Export,Tomatoes,1886,2516.14285714286
Export,Tomatoes,1887,2727.42857142857
Export,Tomatoes,1888,2938.71428571429
Export,Tomatoes,1889,3150
Export,Tomatoes,1890,3600
Export,Tomatoes,1891,5066.66666666667
Export,Tomatoes,1892,6533.333333333329
Export,Tomatoes,1893,8000
Export,Tomatoes,1894,8600
Export,Tomatoes,1895,9200
Export,Tomatoes,1896,9800
Export,Tomatoes,1897,11600
Export,Tomatoes,1898,11800
Export,Tomatoes,1899,12000
Export,Tomatoes,1900,14500
Export,Tomatoes,1901,17000
Export,Tomatoes,1902,16000
Export,Tomatoes,1903,16266.6666666667
Export,Tomatoes,1904,16533.3333333333
Export,Tomatoes,1905,16800
Export,Tomatoes,1906,17600
Export,Tomatoes,1907,18400
Export,Tomatoes,1908,19200
Export,Tomatoes,1909,20000
Export,Tomatoes,1910,15600
Export,Tomatoes,1911,20000
Export,Tomatoes,1912,24000
Export,Tomatoes,1913,18000
Export,Tomatoes,1914,12000
Export,Tomatoes,1915,15500
Export,Tomatoes,1916,19000
Export,Tomatoes,1917,34000
Export,Tomatoes,1918,24500
Export,Tomatoes,1919,15000
Export,Tomatoes,1920,14000
Export,Tomatoes,1921,13000
Export,Tomatoes,1922,12000
Export,Tomatoes,1923,11000
Export,Tomatoes,1924,11000
Export,Tomatoes,1925,13000
Export,Tomatoes,1926,13375
Export,Tomatoes,1927,13750
Export,Tomatoes,1928,14125
Export,Tomatoes,1929,14500
Export,Tomatoes,1930,14875
Export,Tomatoes,1931,15250
Export,Tomatoes,1932,15625
Export,Tomatoes,1933,16000
Export,Tomatoes,1934,32000
Export,Tomatoes,1935,31000
Export,Tomatoes,1936,33800
Export,Tomatoes,1937,36600
Export,Tomatoes,1938,39400
Export,Tomatoes,1939,42200
Export,Tomatoes,1940,45000
Export,Tomatoes,1941,38000
Export,Tomatoes,1942,47400
Export,Tomatoes,1943,56800
Export,Tomatoes,1944,66200
Export,Tomatoes,1945,75600
Export,Tomatoes,1946,85000
Export,Tomatoes,1947,78000
Export,Tomatoes,1948,71333.3333333333
Export,Tomatoes,1949,64666.6666666667
Export,Tomatoes,1950,58000
Export,Tomatoes,1951,76000
Export,Tomatoes,1952,97333.3333333333
Export,Tomatoes,1953,118666.66666666699
Export,Tomatoes,1954,140000
Export,Tomatoes,1955,160000
Export,Tomatoes,1956,163000
Export,Tomatoes,1957,166000
Export,Tomatoes,1958,169000
Export,Tomatoes,1959,154000
Export,Tomatoes,1960,164580.333333333
Export,"Walnuts, with shell",1930,475.1
Export,"Walnuts, with shell",1931,604.8
Export,"Walnuts, with shell",1932,294.9
Export,"Walnuts, with shell",1933,304.5
Export,"Walnuts, with shell",1934,335.7
Export,"Walnuts, with shell",1935,168
Export,Wheat,1860,22575
Export,Wheat,1861,33798
Export,Wheat,1862,17415
Export,Wheat,1863,1032
Export,Wheat,1864,5138.5
Export,Wheat,1865,9245
Export,Wheat,1866,100000
Export,Wheat,1867,24381
Export,Wheat,1868,1247
Export,Wheat,1869,4845
Export,Wheat,1870,8443
Export,Wheat,1871,31432
Export,Wheat,1872,54421
Export,Wheat,1873,198264
Export,Wheat,1874,78828
Export,Wheat,1875,37000
Export,Wheat,1876,25283.6666666667
Export,Wheat,1877,43679
Export,Wheat,1878,45693
Export,Wheat,1879,24330.5
Export,Wheat,1880,2968
Export,Wheat,1881,2579.6666666666697
Export,Wheat,1882,2191.33333333333
Export,Wheat,1883,1803
Export,Wheat,1884,181
Export,Wheat,1885,390
Export,Wheat,1886,599
Export,Wheat,1887,453.333333333333
Export,Wheat,1888,307.66666666666697
Export,Wheat,1889,162
Export,Wheat,1890,483
Export,Wheat,1891,488.666666666667
Export,Wheat,1892,494.33333333333303
Export,Wheat,1893,500
Export,Wheat,1894,536
Export,Wheat,1895,572
Export,Wheat,1896,608
Export,Wheat,1897,62
Export,Wheat,1898,71
Export,Wheat,1899,80
Export,Wheat,1900,25000
Export,Wheat,1901,17
Export,Wheat,1902,9
Export,Wheat,1903,10
Export,Wheat,1904,150
Export,Wheat,1905,20
Export,Wheat,1906,10
Export,Wheat,1907,218
Export,Wheat,1908,239
Export,Wheat,1909,250
Export,Wheat,1910,40
Export,Wheat,1911,110
Export,Wheat,1912,510
Export,Wheat,1913,460
Export,Wheat,1914,1630
Export,Wheat,1915,420
Export,Wheat,1916,2390
Export,Wheat,1917,2890
Export,Wheat,1918,1630
Export,Wheat,1919,2130
Export,Wheat,1920,2640
Export,Wheat,1921,3940
Export,Wheat,1922,10
Export,Wheat,1923,90
Export,Wheat,1924,370
Export,Wheat,1925,340
Export,Wheat,1926,30
Export,Wheat,1927,70
Export,Wheat,1928,10
Export,Wheat,1929,630
Export,Wheat,1930,210
Export,Wheat,1931,70
Export,Wheat,1932,5
Export,Wheat,1933,10
Export,Wheat,1934,20
Export,Wheat,1935,1.5
Export,Wheat,1936,1251.6000000000001
Export,Wheat,1937,2501.2
Export,Wheat,1938,3750.7999999999997
Export,Wheat,1939,5000.4
Export,Wheat,1940,6250
Export,Wheat,1941,1590
Export,Wheat,1942,3130
Export,Wheat,1943,2330
Export,Wheat,1944,730
Export,Wheat,1945,2520
Export,Wheat,1946,1300
Export,Wheat,1947,8900
Export,Wheat,1948,4400
Export,Wheat,1949,8200
Export,Wheat,1950,5700
Export,Wheat,1951,27000
Export,Wheat,1952,27100
Export,Wheat,1953,30440
Export,Wheat,1954,32159.999999999996
Export,Wheat,1955,500
Export,Wheat,1956,35600
Export,Wheat,1957,21200
Export,Wheat,1958,47500
Export,Wheat,1959,91400
Export,Wheat,1960,61933
Export,Wine,1849,66852.46800000001
Export,Wine,1850,58083.551999999996
Export,Wine,1851,64008.9048
Export,Wine,1852,70066.99919999999
Export,Wine,1853,86295.22559999999
Export,Wine,1854,105825.756
Export,Wine,1855,106513.4736
Export,Wine,1856,113099.5824
Export,Wine,1857,151785.936
Export,Wine,1858,85451.544
Export,Wine,1859,100394.1744
Export,Wine,1860,126140.928
Export,Wine,1861,115863.8352
Export,Wine,1862,113591.3856
Export,Wine,1863,111913.3704
Export,Wine,1864,126787.7112
Export,Wine,1865,101492.1216
Export,Wine,1866,104507.196
Export,Wine,1867,124898.0376
Export,Wine,1868,173623.25759999998
Export,Wine,1869,133852.536
Export,Wine,1870,139966.3248
Export,Wine,1871,158780.7984
Export,Wine,1872,190336.4976
Export,Wine,1873,256594.0392
Export,Wine,1874,197815.88160000002
Export,Wine,1875,193736.7096
Export,Wine,1876,171826.1784
Export,Wine,1877,213403.9176
Export,Wine,1878,274794.30000000005
Export,Wine,1879,363994.0968
Export,Wine,1880,598221.7176000001
Export,Wine,1881,676230.7776
Export,Wine,1882,739383.4055999999
Export,Wine,1883,740357.4672
Export,Wine,1884,629798.6712
Export,Wine,1885,696509.5416
Export,Wine,1886,714996.3432
Export,Wine,1887,810190.0776
Export,Wine,1888,883544.0304
Export,Wine,1889,845176.3944000001
Export,Wine,1890,900163.2
Export,Wine,1891,1112586.3647999999
Export,Wine,1892,662851.7232
Export,Wine,1893,508234.91760000004
Export,Wine,1894,405969.2736
Export,Wine,1895,526260.3216
Export,Wine,1896,655815.0408000001
Export,Wine,1897,525756.612
Export,Wine,1898,630680.9256000001
Export,Wine,1899,476420.82
Export,Wine,1900,380667.3864
Export,Wine,1901,230157.108
Export,Wine,1902,193628.3712
Export,Wine,1903,239184.2256
Export,Wine,1904,224882.376
Export,Wine,1905,203904.48
Export,Wine,1906,143944.0464
Export,Wine,1907,136478.93039999998
Export,Wine,1908,154244.1648
Export,Wine,1909,132454.76400000002
Export,Wine,1910,238457.3448
Export,Wine,1911,293947.17120000004
Export,Wine,1912,315168.2136
Export,Wine,1913,417532.65119999996
Export,Wine,1914,221687.328
Export,Wine,1915,142074.1512
Export,Wine,1916,409273.8408
Export,Wine,1917,594055.068
Export,Wine,1918,240236.8104
Export,Wine,1919,559429.3872
Export,Wine,1920,456161.9328
Export,Wine,1921,284124.19440000004
Export,Wine,1922,274492.6056
Export,Wine,1923,285250.4808
Export,Wine,1924,312921.2496
Export,Wine,1925,250406.6472
Export,Wine,1926,294215.9016
Export,Wine,1927,499636.52880000003
Export,Wine,1928,586272.3168
Export,Wine,1929,372616.2984
Export,Wine,1930,343396.0248
Export,Wine,1931,329711.34
Export,Wine,1932,194579.89919999999
Export,Wine,1933,246531.36000000002
Export,Wine,1934,153267.84
Export,Wine,1935,129622.32
Export,Wine,1939,25849.68
Export,Wine,1940,43404.24
Export,Wine,1941,21874.32
Export,Wine,1942,28142.399999999998
Export,Wine,1943,59010.48
Export,Wine,1944,75236.64
Export,Wine,1945,43453.44
Export,Wine,1946,56088
Export,Wine,1947,35916
Export,Wine,1948,82065.6
Export,Wine,1949,135103.19999999998
Export,Wine,1950,75964.8
Export,Wine,1951,90823.2
Export,Wine,1952,87969.6
Export,Wine,1953,101548.8
Export,Wine,1954,152323.2
Export,Wine,1955,117096
Export,Wine,1956,139039.19999999998
Export,Wine,1957,145730.4
Export,Wine,1958,321964.80000000005
Export,Wine,1959,132741.6
Export,Wine,1960,119971
Export,"Wool, degreased",1922,771.2
Export,"Wool, degreased",1923,1015.9
Export,"Wool, degreased",1924,1529.1999999999998
Export,"Wool, degreased",1925,684.2
Export,"Wool, degreased",1926,754
Export,"Wool, degreased",1927,662
Export,"Wool, degreased",1928,383.29999999999995
Export,"Wool, degreased",1929,357.3
Export,"Wool, degreased",1930,346.8
Export,"Wool, degreased",1931,290.2
Export,"Wool, degreased",1932,209.7
Export,"Wool, degreased",1933,220
Export,"Wool, degreased",1934,380
Export,"Wool, degreased",1935,220
Export,"Wool, degreased",1940,10
Export,"Wool, degreased",1946,10
Export,"Wool, degreased",1951,800
Export,"Wool, degreased",1952,300
Export,"Wool, degreased",1960,300
Export,"Wool, greasy",1860,4658
Export,"Wool, greasy",1861,2721
Export,"Wool, greasy",1862,2736
Export,"Wool, greasy",1863,2111
Export,"Wool, greasy",1864,239
Export,"Wool, greasy",1865,2235
Export,"Wool, greasy",1866,2997
Export,"Wool, greasy",1867,3903
Export,"Wool, greasy",1868,2515
Export,"Wool, greasy",1869,3028
Export,"Wool, greasy",1870,2515
Export,"Wool, greasy",1871,5526
Export,"Wool, greasy",1872,4331
Export,"Wool, greasy",1873,2672
Export,"Wool, greasy",1874,1960
Export,"Wool, greasy",1875,4225
Export,"Wool, greasy",1876,1851
Export,"Wool, greasy",1877,4043.9999999999995
Export,"Wool, greasy",1878,3580
Export,"Wool, greasy",1879,3840
Export,"Wool, greasy",1880,6242
Export,"Wool, greasy",1881,3877
Export,"Wool, greasy",1882,2676
Export,"Wool, greasy",1883,3931
Export,"Wool, greasy",1884,3636
Export,"Wool, greasy",1885,2720
Export,"Wool, greasy",1886,9204
Export,"Wool, greasy",1887,8293
Export,"Wool, greasy",1888,9111
Export,"Wool, greasy",1889,8546
Export,"Wool, greasy",1890,4972
Export,"Wool, greasy",1891,4375
Export,"Wool, greasy",1892,5804
Export,"Wool, greasy",1893,8797
Export,"Wool, greasy",1894,7422
Export,"Wool, greasy",1895,12786
Export,"Wool, greasy",1896,14680
Export,"Wool, greasy",1897,12469
Export,"Wool, greasy",1898,13373
Export,"Wool, greasy",1899,12096
Export,"Wool, greasy",1900,6267
Export,"Wool, greasy",1901,9280
Export,"Wool, greasy",1902,11719
Export,"Wool, greasy",1903,11383
Export,"Wool, greasy",1904,13067
Export,"Wool, greasy",1905,19878
Export,"Wool, greasy",1906,12044
Export,"Wool, greasy",1907,14607
Export,"Wool, greasy",1908,6519
Export,"Wool, greasy",1909,16741
Export,"Wool, greasy",1910,10858
Export,"Wool, greasy",1911,11230
Export,"Wool, greasy",1912,11334
Export,"Wool, greasy",1913,14486
Export,"Wool, greasy",1914,12615
Export,"Wool, greasy",1915,5543
Export,"Wool, greasy",1916,5293
Export,"Wool, greasy",1917,8329
Export,"Wool, greasy",1918,3830
Export,"Wool, greasy",1919,8585
Export,"Wool, greasy",1920,6735
Export,"Wool, greasy",1921,2384
Export,"Wool, greasy",1922,5329.3
Export,"Wool, greasy",1923,5431.4
Export,"Wool, greasy",1924,6438.3
Export,"Wool, greasy",1925,2272.5
Export,"Wool, greasy",1926,2288.1
Export,"Wool, greasy",1927,7032.6
Export,"Wool, greasy",1928,2915.7999999999997
Export,"Wool, greasy",1929,4414.5
Export,"Wool, greasy",1930,2354.2000000000003
Export,"Wool, greasy",1931,868.6
Export,"Wool, greasy",1932,808.6999999999999
Export,"Wool, greasy",1933,1290
Export,"Wool, greasy",1934,1240
Export,"Wool, greasy",1935,1370
Export,"Wool, greasy",1936,1349.6
Export,"Wool, greasy",1937,1108.2
Export,"Wool, greasy",1938,866.8000000000001
Export,"Wool, greasy",1939,400
Export,"Wool, greasy",1940,370
Export,"Wool, greasy",1941,550
Export,"Wool, greasy",1942,10
Export,"Wool, greasy",1943,10
Export,"Wool, greasy",1945,831.4
Export,"Wool, greasy",1946,528.2
Export,"Wool, greasy",1947,225
Export,"Wool, greasy",1948,138
Export,"Wool, greasy",1949,511
Export,"Wool, greasy",1950,884
Export,"Wool, greasy",1951,1257
Export,"Wool, greasy",1952,100
Export,"Wool, greasy",1953,1094
Export,"Wool, greasy",1954,762
Export,"Wool, greasy",1955,430
Export,"Wool, greasy",1956,488
Export,"Wool, greasy",1957,230
Export,"Wool, greasy",1958,260
Export,"Wool, greasy",1959,137
Export,"Wool, greasy",1960,999
Import,"Almonds, with shell",1930,49.4
Import,"Almonds, with shell",1931,34.3
Import,"Almonds, with shell",1932,4.8999999999999995
Import,"Almonds, with shell",1933,20.7
Import,"Almonds, with shell",1934,23.900000000000002
Import,"Almonds, with shell",1935,1.4
Import,Apples,1860,178.92
Import,Apples,1861,199.605454545455
Import,Apples,1862,220.290909090909
Import,Apples,1863,240.976363636364
Import,Apples,1864,261.661818181818
Import,Apples,1865,282.347272727273
Import,Apples,1866,303.032727272727
Import,Apples,1867,323.718181818182
Import,Apples,1868,344.403636363636
Import,Apples,1869,365.089090909091
Import,Apples,1870,385.774545454545
Import,Apples,1871,406.46
Import,Apples,1872,427.145454545455
Import,Apples,1873,447.830909090909
Import,Apples,1874,468.516363636364
Import,Apples,1875,489.201818181818
Import,Apples,1876,509.88727272727294
Import,Apples,1877,530.572727272727
Import,Apples,1878,551.2581818181819
Import,Apples,1879,571.943636363636
Import,Apples,1880,592.629090909091
Import,Apples,1881,613.314545454546
Import,Apples,1882,634
Import,Apples,1883,839.75
Import,Apples,1884,1045.5
Import,Apples,1885,1251.25
Import,Apples,1886,1457
Import,Apples,1887,1662.75
Import,Apples,1888,1868.5
Import,Apples,1889,2074.25
Import,Apples,1890,2280
Import,Apples,1891,2083.25
Import,Apples,1892,1886.5
Import,Apples,1893,1689.75
Import,Apples,1894,1493
Import,Apples,1895,1362.66666666667
Import,Apples,1896,1232.3333333333298
Import,Apples,1897,1102
Import,Apples,1898,1053
Import,Apples,1899,1295
Import,Apples,1900,1537
Import,Apples,1901,1502
Import,Apples,1902,1467
Import,Apples,1903,1432
Import,Apples,1904,1397
Import,Apples,1905,1362
Import,Apples,1906,1309.6000000000001
Import,Apples,1907,1257.2
Import,Apples,1908,1204.8000000000002
Import,Apples,1909,1152.4
Import,Apples,1910,1100
Import,Apples,1911,1120
Import,Apples,1912,1140
Import,Apples,1913,1160
