Element,Item,Year,value_fm
Export,"Oil, palm",1944,1
Export,"Oil, palm",1945,1
Export,"Oil, soybean",1882,25
Export,"Oil, soybean",1883,43.125
Export,"Oil, soybean",1884,61.25
Export,"Oil, soybean",1885,79.375
Export,"Oil, soybean",1886,97.5
Export,"Oil, soybean",1887,115.625
Export,"Oil, soybean",1888,133.75
Export,"Oil, soybean",1889,151.875
Export,"Oil, soybean",1890,170
Export,"Oil, soybean",1891,193.20000000000002
Export,"Oil, soybean",1892,216.4
Export,"Oil, soybean",1893,239.6
Export,"Oil, soybean",1894,262.79999999999995
Export,"Oil, soybean",1895,286
Export,"Oil, soybean",1896,309.2
Export,"Oil, soybean",1897,332.4
Export,"Oil, soybean",1898,355.6
Export,"Oil, soybean",1899,378.8
Export,"Oil, soybean",1900,402
Export,"Oil, soybean",1901,347.6
Export,"Oil, soybean",1902,293.2
Export,"Oil, soybean",1903,238.8
Export,"Oil, soybean",1904,184.4
Export,"Oil, soybean",1905,130
Export,"Oil, soybean",1906,127.2
Export,"Oil, soybean",1907,124.39999999999999
Export,"Oil, soybean",1908,121.6
Export,"Oil, soybean",1909,118.8
Export,"Oil, soybean",1910,116
Export,"Oil, soybean",1911,246.166666666667
Export,"Oil, soybean",1912,376.33333333333303
Export,"Oil, soybean",1913,506.49999999999994
Export,"Oil, soybean",1914,636.6666666666671
Export,"Oil, soybean",1915,766.833333333333
Export,"Oil, soybean",1916,897
Export,"Oil, soybean",1917,1182
Export,"Oil, soybean",1918,1044
Export,"Oil, soybean",1919,1319
Export,"Oil, soybean",1920,400
Export,"Oil, soybean",1921,373.33333333333303
Export,"Oil, soybean",1922,346.666666666667
Export,"Oil, soybean",1923,320
Export,"Oil, soybean",1924,490
Export,"Oil, soybean",1925,447
Export,"Oil, soybean",1926,359.4
Export,"Oil, soybean",1927,271.8
Export,"Oil, soybean",1928,184.2
Export,"Oil, soybean",1929,96.60000000000001
Export,"Oil, soybean",1930,9
Export,"Oil, soybean",1931,10
Export,"Oil, soybean",1932,6
Export,"Oil, soybean",1933,74
Export,"Oil, soybean",1934,89
Export,"Oil, soybean",1935,100
Export,"Oil, soybean",1936,85.2
Export,"Oil, soybean",1937,70.4
Export,"Oil, soybean",1938,55.599999999999994
Export,"Oil, soybean",1939,40.800000000000004
Export,"Oil, soybean",1940,26
Export,"Oil, soybean",1941,440
Export,"Oil, soybean",1942,568.888888888889
Export,"Oil, soybean",1943,697.777777777778
Export,"Oil, soybean",1944,826.666666666667
Export,"Oil, soybean",1945,955.555555555556
Export,"Oil, soybean",1946,1084.44444444444
Export,"Oil, soybean",1947,1213.33333333333
Export,"Oil, soybean",1948,1342.22222222222
Export,"Oil, soybean",1949,1471.11111111111
Export,"Oil, soybean",1950,1600
Export,"Oil, soybean",1951,2300
Export,"Oil, soybean",1952,2009.9999999999998
Export,"Oil, soybean",1953,1720
Export,"Oil, soybean",1954,1430
Export,"Oil, soybean",1955,1140
Export,"Oil, soybean",1956,850
Export,"Oil, soybean",1957,560
Export,"Oil, soybean",1958,270
Export,"Oil, soybean",1959,800
Export,"Oil, soybean",1960,934.666666666667
Export,Oilseed Cake Meal,1941,180
Export,Oilseed Cake Meal,1949,100
Export,Oilseed Cake Meal,1952,1100
Export,Oilseed Cake Meal,1955,2400
Export,Oilseed Cake Meal,1956,600
Export,Oilseed Cake Meal,1959,100
Export,"Onions, dry",1860,688.8
Export,"Onions, dry",1861,673.0500000000001
Export,"Onions, dry",1862,683.55
Export,"Onions, dry",1863,900.9000000000001
Export,"Onions, dry",1864,861
Export,"Onions, dry",1865,910.35
Export,"Onions, dry",1866,738.15
Export,"Onions, dry",1867,597.45
Export,"Onions, dry",1868,1024.8
Export,"Onions, dry",1869,1444.8000000000002
Export,"Onions, dry",1870,1198.05
Export,"Onions, dry",1871,2829.75
Export,"Onions, dry",1872,2017.0499999999997
Export,"Onions, dry",1873,2443.35
Export,"Onions, dry",1874,2169.2999999999997
Export,"Onions, dry",1875,2176.65
Export,"Onions, dry",1876,2442.2999999999997
Export,"Onions, dry",1877,3537.4500000000003
Export,"Onions, dry",1878,3182.55
Export,"Onions, dry",1879,3343.2
Export,"Onions, dry",1880,4589.55
Export,"Onions, dry",1881,3274.95
Export,"Onions, dry",1882,4972.8
Export,"Onions, dry",1883,5013.75
Export,"Onions, dry",1884,4591.65
Export,"Onions, dry",1885,5012.7
Export,"Onions, dry",1886,6165.6
Export,"Onions, dry",1887,10182.9
Export,"Onions, dry",1888,12106.5
Export,"Onions, dry",1889,15670.199999999999
Export,"Onions, dry",1890,18147.15
Export,"Onions, dry",1891,16445.1
Export,"Onions, dry",1892,18214.35
Export,"Onions, dry",1893,44845.5
Export,"Onions, dry",1894,41720.700000000004
Export,"Onions, dry",1895,46306.049999999996
Export,"Onions, dry",1896,51578.1
Export,"Onions, dry",1897,52999.8
Export,"Onions, dry",1898,52875.9
Export,"Onions, dry",1899,76226.85
Export,"Onions, dry",1900,75281.85
Export,"Onions, dry",1901,84564.9
Export,"Onions, dry",1902,81307.8
Export,"Onions, dry",1903,112647.15
Export,"Onions, dry",1904,121812.6
Export,"Onions, dry",1905,97491.45
Export,"Onions, dry",1906,108400.95
Export,"Onions, dry",1907,129413.54999999999
Export,"Onions, dry",1908,118864.2
Export,"Onions, dry",1909,121914.45
Export,"Onions, dry",1910,150373.65
Export,"Onions, dry",1911,189508.19999999998
Export,"Onions, dry",1912,165343.5
Export,"Onions, dry",1913,171564.75
Export,"Onions, dry",1914,155614.2
Export,"Onions, dry",1915,155344.35
Export,"Onions, dry",1916,155406.3
Export,"Onions, dry",1917,199242.75
Export,"Onions, dry",1918,129431.4
Export,"Onions, dry",1919,156999.15
Export,"Onions, dry",1920,144100.95
Export,"Onions, dry",1921,175247.09999999998
Export,"Onions, dry",1922,130496.1
Export,"Onions, dry",1923,154327.94999999998
Export,"Onions, dry",1924,189290.85
Export,"Onions, dry",1925,182383.95
Export,"Onions, dry",1926,181933.5
Export,"Onions, dry",1927,172438.35
Export,"Onions, dry",1928,173534.55
Export,"Onions, dry",1929,179222.4
Export,"Onions, dry",1930,179961.6
Export,"Onions, dry",1931,119595.8
Export,"Onions, dry",1932,129769.4
Export,"Onions, dry",1933,99200
Export,"Onions, dry",1934,93020
Export,"Onions, dry",1935,107430
Export,"Onions, dry",1936,90571.022
Export,"Onions, dry",1937,68343.694
Export,"Onions, dry",1938,46116.366
Export,"Onions, dry",1939,25580
Export,"Onions, dry",1940,15520
Export,"Onions, dry",1941,18300
Export,"Onions, dry",1942,15740
Export,"Onions, dry",1943,19880
Export,"Onions, dry",1944,14250
Export,"Onions, dry",1945,33080
Export,"Onions, dry",1946,3300
Export,"Onions, dry",1947,56800
Export,"Onions, dry",1948,58700
Export,"Onions, dry",1949,83900
Export,"Onions, dry",1950,73300
Export,"Onions, dry",1951,77700
Export,"Onions, dry",1952,119200
Export,"Onions, dry",1953,89800
Export,"Onions, dry",1954,79800
Export,"Onions, dry",1955,85500
Export,"Onions, dry",1956,84700
Export,"Onions, dry",1957,83600
Export,"Onions, dry",1958,77500
Export,"Onions, dry",1959,71000
Export,"Onions, dry",1960,95676
Export,Oranges,1860,21249
Export,Oranges,1861,27874
Export,Oranges,1862,16700
Export,Oranges,1863,34800
Export,Oranges,1864,22400
Export,Oranges,1865,14400
Export,Oranges,1866,19100
Export,Oranges,1867,26800
Export,Oranges,1868,42600
Export,Oranges,1869,26700
Export,Oranges,1870,36600
Export,Oranges,1871,32500
Export,Oranges,1872,60900
Export,Oranges,1873,44100
Export,Oranges,1874,49400
Export,Oranges,1875,84300
Export,Oranges,1876,58900
Export,Oranges,1877,88400
Export,Oranges,1878,94700
Export,Oranges,1879,85700
Export,Oranges,1880,87800
Export,Oranges,1881,104900
Export,Oranges,1882,81300
Export,Oranges,1883,116668
Export,Oranges,1884,98671
Export,Oranges,1885,104865
Export,Oranges,1886,71381
Export,Oranges,1887,81667
Export,Oranges,1888,85751
Export,Oranges,1889,94491
Export,Oranges,1890,97772
Export,Oranges,1891,101472
Export,Oranges,1892,65105.99999999999
Export,Oranges,1893,89124
Export,Oranges,1894,91421
Export,Oranges,1895,160341
Export,Oranges,1896,234719
Export,Oranges,1897,215303
Export,Oranges,1898,276781
Export,Oranges,1899,237722
Export,Oranges,1900,310902
Export,Oranges,1901,260226
Export,Oranges,1902,285338
Export,Oranges,1903,369200
Export,Oranges,1904,395572
Export,Oranges,1905,409031
Export,Oranges,1906,313608
Export,Oranges,1907,392707
Export,Oranges,1908,469298
Export,Oranges,1909,466239
Export,Oranges,1910,468051
Export,Oranges,1911,441912
Export,Oranges,1912,563054
Export,Oranges,1913,569066
Export,Oranges,1914,477887
Export,Oranges,1915,455762
Export,Oranges,1916,382730
Export,Oranges,1917,246393
Export,Oranges,1918,172630
Export,Oranges,1919,349071
Export,Oranges,1920,257930
Export,Oranges,1921,434079
Export,Oranges,1922,401049
Export,Oranges,1923,460994
Export,Oranges,1924,670758
Export,Oranges,1925,702486
Export,Oranges,1926,716693.9
Export,Oranges,1927,620487.5
Export,Oranges,1928,858616.4
Export,Oranges,1929,792757.1000000001
Export,Oranges,1930,1084539
Export,Oranges,1931,855246
Export,Oranges,1932,881029.8
Export,Oranges,1933,977966.5
Export,Oranges,1934,884460
Export,Oranges,1935,700340
Export,Oranges,1936,625221.8
Export,Oranges,1937,550100.6
Export,Oranges,1938,474979.4
Export,Oranges,1939,111360
Export,Oranges,1940,324740
Export,Oranges,1941,312620
Export,Oranges,1942,230820
Export,Oranges,1943,202910
Export,Oranges,1944,349440
Export,Oranges,1945,262870
Export,Oranges,1946,201500
Export,Oranges,1947,173600
Export,Oranges,1948,274200
Export,Oranges,1949,426100
Export,Oranges,1950,421300
Export,Oranges,1951,730100
Export,Oranges,1952,778600
Export,Oranges,1953,1004300
Export,Oranges,1954,808500
Export,Oranges,1955,999900
Export,Oranges,1956,378800
Export,Oranges,1957,458600
Export,Oranges,1958,731900
Export,Oranges,1959,784400
Export,Oranges,1960,941032
Export,Peaches and nectarines,1930,921.9000000000001
Export,Peaches and nectarines,1931,1666.1
Export,Peaches and nectarines,1932,1715.6
Export,Peaches and nectarines,1933,1130.1000000000001
Export,Peaches and nectarines,1934,911.5999999999999
Export,Peaches and nectarines,1935,231.6
Export,Pears,1934,11806.1
Export,"Peas, dry",1931,1.2
Export,"Peas, dry",1932,0.3
Export,"Peas, dry",1933,0.4
Export,Pepper (piper spp.),1922,4800
Export,Pepper (piper spp.),1923,5890
Export,Pepper (piper spp.),1924,7640
Export,Pepper (piper spp.),1925,6370
Export,Pepper (piper spp.),1926,6020
Export,Pepper (piper spp.),1927,6000
Export,Pepper (piper spp.),1928,7440
Export,Pepper (piper spp.),1929,6990
Export,Pepper (piper spp.),1930,7190
Export,Pepper (piper spp.),1931,6410
Export,Pepper (piper spp.),1932,5590
Export,Pepper (piper spp.),1933,5732
Export,Pepper (piper spp.),1934,6061
Export,Pepper (piper spp.),1935,6948
Export,Pepper (piper spp.),1939,824
Export,Pepper (piper spp.),1940,1592
Export,Pepper (piper spp.),1941,1484
Export,Pepper (piper spp.),1942,2107
Export,Pepper (piper spp.),1943,2399
Export,Pepper (piper spp.),1944,1464
Export,Pepper (piper spp.),1945,1827
Export,Pepper (piper spp.),1946,2700
Export,Pepper (piper spp.),1947,2700
Export,Pepper (piper spp.),1948,2400
Export,Pepper (piper spp.),1949,2500
Export,Pepper (piper spp.),1950,3300
Export,Pepper (piper spp.),1951,3200
Export,Pepper (piper spp.),1952,5100
Export,Pepper (piper spp.),1953,4500
Export,Pepper (piper spp.),1954,5600
Export,Pepper (piper spp.),1955,7400
Export,Pepper (piper spp.),1956,6100
Export,Pepper (piper spp.),1957,4400
Export,Pepper (piper spp.),1958,3600
Export,Pepper (piper spp.),1959,2800
Export,Plums and sloes,1930,5005.4
Export,Plums and sloes,1931,5916.5999999999995
Export,Plums and sloes,1932,8721.1
Export,Plums and sloes,1933,7272.3
Export,Plums and sloes,1934,2775.3
Export,Plums and sloes,1935,3553.7000000000003
Export,Potatoes,1860,1889
Export,Potatoes,1861,1889
Export,Potatoes,1862,1889
Export,Potatoes,1863,1889
Export,Potatoes,1864,1944.5
Export,Potatoes,1865,2000
Export,Potatoes,1866,2020
Export,Potatoes,1867,2040
Export,Potatoes,1868,2060
Export,Potatoes,1869,2080
Export,Potatoes,1870,2100
Export,Potatoes,1871,2175
Export,Potatoes,1872,2250
Export,Potatoes,1873,2325
Export,Potatoes,1874,2400
Export,Potatoes,1875,2428.5
Export,Potatoes,1876,2457
Export,Potatoes,1877,2485.5
Export,Potatoes,1878,2514
Export,Potatoes,1879,2542.5
Export,Potatoes,1880,2571
Export,Potatoes,1881,2599.5
Export,Potatoes,1882,2628
Export,Potatoes,1883,2538.2857142857097
Export,Potatoes,1884,2448.5714285714303
Export,Potatoes,1885,2358.85714285714
Export,Potatoes,1886,2269.1428571428596
Export,Potatoes,1887,2179.4285714285697
Export,Potatoes,1888,2089.71428571429
Export,Potatoes,1889,2000
Export,Potatoes,1890,3500
Export,Potatoes,1891,5000
Export,Potatoes,1892,6500
Export,Potatoes,1893,8000
Export,Potatoes,1894,8000
Export,Potatoes,1895,8000
Export,Potatoes,1896,8000
Export,Potatoes,1897,10000
Export,Potatoes,1898,10000
Export,Potatoes,1899,10000
Export,Potatoes,1900,8600
Export,Potatoes,1901,9000
Export,Potatoes,1902,12000
Export,Potatoes,1903,16660
Export,Potatoes,1904,15500
Export,Potatoes,1905,13680
Export,Potatoes,1906,17360
Export,Potatoes,1907,18310
Export,Potatoes,1908,21300
Export,Potatoes,1909,23630
Export,Potatoes,1910,21580
Export,Potatoes,1911,35000
Export,Potatoes,1912,46750
Export,Potatoes,1913,68100
Export,Potatoes,1914,47420
Export,Potatoes,1915,57180
Export,Potatoes,1916,53250
Export,Potatoes,1917,32250
Export,Potatoes,1918,17260
Export,Potatoes,1919,7480
Export,Potatoes,1920,7320
Export,Potatoes,1921,24470
Export,Potatoes,1922,36620
Export,Potatoes,1923,44190
Export,Potatoes,1924,38890
Export,Potatoes,1925,35950
Export,Potatoes,1926,60610
Export,Potatoes,1927,52550
Export,Potatoes,1928,71420
Export,Potatoes,1929,98040
Export,Potatoes,1930,70120
Export,Potatoes,1931,109360
Export,Potatoes,1932,169940
Export,Potatoes,1933,95550
Export,Potatoes,1934,67670
Export,Potatoes,1935,86490
Export,Potatoes,1936,72920
Export,Potatoes,1937,59440
Export,Potatoes,1938,45960
Export,Potatoes,1939,18340
Export,Potatoes,1940,19250
Export,Potatoes,1941,3970
Export,Potatoes,1942,6310
Export,Potatoes,1943,4260
Export,Potatoes,1944,4380
Export,Potatoes,1945,4730
Export,Potatoes,1946,14100
Export,Potatoes,1947,5800
Export,Potatoes,1948,13300
Export,Potatoes,1949,9000
Export,Potatoes,1950,27800
Export,Potatoes,1951,29600
Export,Potatoes,1952,119400
Export,Potatoes,1953,62800
Export,Potatoes,1954,70400
Export,Potatoes,1955,83400
Export,Potatoes,1956,56100
Export,Potatoes,1957,115500
Export,Potatoes,1958,53900
Export,Potatoes,1959,55600
Export,Potatoes,1960,111669
Export,"Pulses, nes",1955,300
Export,"Pulses, nes",1956,400
Export,"Pulses, nes",1957,800
Export,"Pulses, nes",1958,900
Export,"Pulses, nes",1959,3700
Export,Raisins,1903,31050
Export,Raisins,1904,26660
Export,Raisins,1905,30240
Export,Raisins,1906,20120
Export,Raisins,1907,27300
Export,Raisins,1908,26370
Export,Raisins,1909,29370
Export,Raisins,1910,23630
Export,Raisins,1911,28280
Export,Raisins,1912,17270
Export,Raisins,1913,19290
Export,Raisins,1914,15210
Export,Raisins,1915,11600
Export,Raisins,1916,19090
Export,Raisins,1917,8560
Export,Raisins,1918,16760
Export,Raisins,1919,22440
Export,Raisins,1920,26400
Export,Raisins,1921,17560
Export,Raisins,1922,15600
Export,Raisins,1923,12380
Export,Raisins,1924,17150
Export,Raisins,1925,17200
Export,Raisins,1926,17990
Export,Raisins,1927,17810
Export,Raisins,1928,13830
Export,Raisins,1929,14000
Export,Raisins,1930,14870
Export,Raisins,1931,13910
Export,Raisins,1932,14080
Export,Raisins,1933,9590
Export,Raisins,1934,11810
Export,Raisins,1935,11500
Export,Raisins,1939,350
Export,Raisins,1940,1090
Export,Raisins,1941,870
Export,Raisins,1942,130
Export,Raisins,1943,4330
Export,Raisins,1944,3720
Export,Raisins,1945,6230
Export,Raisins,1946,800
Export,Raisins,1947,500
Export,Raisins,1948,1300
Export,Raisins,1949,3900
Export,Raisins,1950,4400
Export,Raisins,1951,3700
Export,Raisins,1952,5500
Export,Raisins,1953,4600
Export,Raisins,1954,5300
Export,Raisins,1955,5200
Export,Raisins,1956,4600
Export,Raisins,1957,6400
Export,Raisins,1958,5500
Export,Raisins,1959,5200
Export,"Rice, milled",1860,15007
Export,"Rice, milled",1861,11682.333333333301
Export,"Rice, milled",1862,8357.66666666667
Export,"Rice, milled",1863,5033
Export,"Rice, milled",1864,5533.5
Export,"Rice, milled",1865,6034
Export,"Rice, milled",1866,6767
Export,"Rice, milled",1867,7500
Export,"Rice, milled",1868,6863.333333333329
Export,"Rice, milled",1869,6226.66666666667
Export,"Rice, milled",1870,5590
Export,"Rice, milled",1871,5098.25
Export,"Rice, milled",1872,4606.5
Export,"Rice, milled",1873,4114.75
Export,"Rice, milled",1874,3623
Export,"Rice, milled",1875,3355
Export,"Rice, milled",1876,3087
Export,"Rice, milled",1877,2819
Export,"Rice, milled",1878,2695
Export,"Rice, milled",1879,2204
Export,"Rice, milled",1880,1713
Export,"Rice, milled",1881,1580
Export,"Rice, milled",1882,1447
Export,"Rice, milled",1883,1314
Export,"Rice, milled",1884,774
Export,"Rice, milled",1885,748
Export,"Rice, milled",1886,722
Export,"Rice, milled",1887,987.666666666667
Export,"Rice, milled",1888,1253.33333333333
Export,"Rice, milled",1889,1519
Export,"Rice, milled",1890,3770
Export,"Rice, milled",1891,4179.666666666671
Export,"Rice, milled",1892,4589.333333333329
Export,"Rice, milled",1893,4999
Export,"Rice, milled",1894,7075.33333333333
Export,"Rice, milled",1895,9151.666666666672
Export,"Rice, milled",1896,11228
Export,"Rice, milled",1897,24271
Export,"Rice, milled",1898,16236.5
Export,"Rice, milled",1899,8202
Export,"Rice, milled",1900,8524.5
Export,"Rice, milled",1901,8847
Export,"Rice, milled",1902,7825
Export,"Rice, milled",1903,15734.6
Export,"Rice, milled",1904,13849.9
Export,"Rice, milled",1905,9479
Export,"Rice, milled",1906,7652.0999999999995
Export,"Rice, milled",1907,5703
Export,"Rice, milled",1908,11364.2
Export,"Rice, milled",1909,8184.200000000001
Export,"Rice, milled",1910,4010.7
Export,"Rice, milled",1911,2050.2
Export,"Rice, milled",1912,6734
Export,"Rice, milled",1913,19987.5
Export,"Rice, milled",1914,16211.6
Export,"Rice, milled",1915,50844.5
Export,"Rice, milled",1916,34528
Export,"Rice, milled",1917,34337.8
Export,"Rice, milled",1918,30368.300000000003
Export,"Rice, milled",1919,9876.4
Export,"Rice, milled",1920,54798.9
Export,"Rice, milled",1921,66148.6
Export,"Rice, milled",1922,24383.8
Export,"Rice, milled",1923,67788.4
Export,"Rice, milled",1924,52547.9
Export,"Rice, milled",1925,45924
Export,"Rice, milled",1926,64218.2
Export,"Rice, milled",1927,53342.3
Export,"Rice, milled",1928,59711.2
Export,"Rice, milled",1929,39151.5
Export,"Rice, milled",1930,56515.5
Export,"Rice, milled",1931,37822.8
Export,"Rice, milled",1932,39356.9
Export,"Rice, milled",1933,8554.3
Export,"Rice, milled",1934,45830
Export,"Rice, milled",1935,25250
Export,"Rice, milled",1936,22240
Export,"Rice, milled",1937,19280
Export,"Rice, milled",1938,16320
Export,"Rice, milled",1939,13360
Export,"Rice, milled",1940,10430
Export,"Rice, milled",1941,2640
Export,"Rice, milled",1942,9470
Export,"Rice, milled",1943,2800
Export,"Rice, milled",1944,6200
Export,"Rice, milled",1945,5320
Export,"Rice, milled",1946,6500
Export,"Rice, milled",1947,9000
Export,"Rice, milled",1948,8100
Export,"Rice, milled",1949,6000
Export,"Rice, milled",1950,5900
Export,"Rice, milled",1951,8100
Export,"Rice, milled",1952,66300
Export,"Rice, milled",1953,53600
Export,"Rice, milled",1954,60500
Export,"Rice, milled",1955,49800
Export,"Rice, milled",1956,91000
Export,"Rice, milled",1957,63900
Export,"Rice, milled",1958,97000
Export,"Rice, milled",1959,28000
Export,"Rice, milled",1960,33641
Export,"Rice, paddy",1930,2737
Export,"Rice, paddy",1931,2.5
Export,"Rice, paddy",1932,142.7
Export,"Rice, paddy",1935,2570
Export,"Rice, paddy",1939,280
Export,"Rubber, natural",1928,20
Export,"Rubber, natural",1929,10
Export,"Rubber, natural",1935,20
Export,"Rubber, natural",1940,10
Export,"Rubber, natural",1948,5
Export,"Rubber, natural",1949,7
Export,"Rubber, natural",1950,100
Export,"Rubber, natural",1951,200
Export,"Rubber, natural",1952,200
Export,"Rubber, natural",1953,100
Export,"Rubber, natural",1954,100
Export,"Rubber, natural",1955,65.7142857142857
Export,"Rubber, natural",1956,77.1428571428572
Export,"Rubber, natural",1957,88.57142857142861
Export,"Rubber, natural",1958,100
Export,"Rubber, natural",1959,120
Export,"Rubber, natural",1960,189.172666666667
Export,Rye,1903,10
Export,Rye,1904,1210
Export,Rye,1905,2550
Export,Rye,1907,30
Export,Rye,1908,600
Export,Rye,1909,570
Export,Rye,1910,40
Export,Rye,1911,150
Export,Rye,1912,3580
Export,Rye,1913,290
Export,Rye,1914,130
Export,Rye,1915,10
Export,Rye,1916,20
Export,Rye,1917,1870
Export,Rye,1918,1590
Export,Rye,1919,60
Export,Rye,1920,50
Export,Rye,1921,50
Export,Rye,1922,30
Export,Rye,1923,40
Export,Rye,1924,40
Export,Rye,1925,10
Export,Rye,1927,10
Export,Rye,1928,10
Export,Rye,1930,8.1
Export,Rye,1932,3.3
Export,Rye,1933,10
Export,Rye,1934,10
Export,Rye,1935,10
Export,Rye,1940,60
Export,Rye,1942,70
Export,Rye,1946,100
Export,Rye,1949,100
Export,Rye,1952,12700
Export,Rye,1953,1400
Export,Rye,1956,16300
Export,Silk raw,1860,59
Export,Silk raw,1861,59
Export,Silk raw,1862,59
Export,Silk raw,1863,59
Export,Silk raw,1864,62.142857142857096
Export,Silk raw,1865,65.28571428571429
Export,Silk raw,1866,68.42857142857139
Export,Silk raw,1867,71.57142857142861
Export,Silk raw,1868,74.71428571428571
Export,Silk raw,1869,77.8571428571429
Export,Silk raw,1870,81
Export,Silk raw,1871,79.0769230769231
Export,Silk raw,1872,77.1538461538462
Export,Silk raw,1873,75.2307692307692
Export,Silk raw,1874,73.30769230769229
Export,Silk raw,1875,71.38461538461539
Export,Silk raw,1876,69.46153846153851
Export,Silk raw,1877,67.5384615384616
Export,Silk raw,1878,65.6153846153846
Export,Silk raw,1879,63.6923076923077
Export,Silk raw,1880,61.7692307692308
Export,Silk raw,1881,59.846153846153904
Export,Silk raw,1882,57.923076923077
Export,Silk raw,1883,56
Export,Silk raw,1884,44
Export,Silk raw,1885,49.8
Export,Silk raw,1886,55.599999999999994
Export,Silk raw,1887,61.400000000000006
Export,Silk raw,1888,67.2
Export,Silk raw,1889,73
Export,Silk raw,1890,93
Export,Silk raw,1891,83.6666666666667
Export,Silk raw,1892,74.3333333333333
Export,Silk raw,1893,65
Export,Silk raw,1894,70
Export,Silk raw,1895,75
Export,Silk raw,1896,80
Export,Silk raw,1897,42
Export,Silk raw,1898,67.5
Export,Silk raw,1899,93
Export,Silk raw,1900,94.5
Export,Silk raw,1901,96
Export,Silk raw,1902,109
Export,Silk raw,1903,94.5
Export,Silk raw,1904,80
Export,Silk raw,1905,96
Export,Silk raw,1906,112
Export,Silk raw,1907,128
Export,Silk raw,1908,144
Export,Silk raw,1909,160
Export,Silk raw,1910,141
Export,Silk raw,1911,122
Export,Silk raw,1912,109
Export,Silk raw,1913,117
Export,Silk raw,1914,125
Export,Silk raw,1915,128.5
Export,Silk raw,1916,132
Export,Silk raw,1917,107
Export,Silk raw,1918,117.6
Export,Silk raw,1919,128.20000000000002
Export,Silk raw,1920,138.8
Export,Silk raw,1921,149.4
Export,Silk raw,1922,160
Export,Silk raw,1923,136
Export,Silk raw,1924,149
Export,Silk raw,1925,150
Export,Silk raw,1926,40
Export,Silk raw,1927,50
Export,Silk raw,1928,30
Export,Silk raw,1929,50
Export,Silk raw,1930,30
Export,Silk raw,1931,20
Export,Silk raw,1932,10
Export,Silk raw,1933,19
Export,Silk raw,1934,15
Export,Silk raw,1935,8
Export,Silk raw,1939,4
Export,Silk raw,1940,2
Export,Silk raw,1948,1
Export,Silk raw,1949,1
Export,Silk raw,1952,70
Export,Silk raw,1953,187
Export,Silk raw,1954,304
Export,Silk raw,1955,421
Export,Silk raw,1956,529
Export,Silk raw,1957,369.66666666666697
Export,Silk raw,1958,210.333333333333
Export,Silk raw,1959,51
Export,Silk raw,1960,5036
Export,Sorghum,1891,9.666666666666671
Export,Sorghum,1892,19.3333333333333
Export,Sorghum,1893,29
Export,Sorghum,1894,19.3333333333333
Export,Sorghum,1895,9.666666666666671
Export,Spices nes,1860,516
Export,Spices nes,1861,432.8
Export,Spices nes,1862,349.6
Export,Spices nes,1863,266.40000000000003
Export,Spices nes,1864,183.2
Export,Spices nes,1865,100
Export,Spices nes,1866,102
Export,Spices nes,1867,104
Export,Spices nes,1868,106
Export,Spices nes,1869,108
Export,Spices nes,1870,110
Export,Spices nes,1871,235
Export,Spices nes,1872,360
Export,Spices nes,1873,485
Export,Spices nes,1874,610
Export,Spices nes,1875,573.333333333333
Export,Spices nes,1876,536.666666666667
Export,Spices nes,1877,500
Export,Spices nes,1878,350
Export,Spices nes,1879,600
Export,Spices nes,1880,850
Export,Spices nes,1881,816.666666666667
Export,Spices nes,1882,783.333333333333
Export,Spices nes,1883,750
Export,Spices nes,1884,600
Export,Spices nes,1885,750
Export,Spices nes,1886,900
Export,Spices nes,1887,1166.6666666666702
Export,Spices nes,1888,1433.33333333333
Export,Spices nes,1889,1700
Export,Spices nes,1890,1500
Export,Spices nes,1891,1800
Export,Spices nes,1892,2100
Export,Spices nes,1893,2400
Export,Spices nes,1894,2666.66666666667
Export,Spices nes,1895,2933.33333333333
Export,Spices nes,1896,3200
Export,Spices nes,1897,2400
Export,Spices nes,1898,2600
Export,Spices nes,1899,2800
Export,Spices nes,1900,2900
Export,Spices nes,1901,3000
Export,Spices nes,1902,2500
Export,Spices nes,1903,3250
Export,Spices nes,1904,4000
Export,Spices nes,1905,4320
Export,Spices nes,1906,4640
Export,Spices nes,1907,4960
Export,Spices nes,1908,5280
Export,Spices nes,1909,5600
Export,Spices nes,1910,4300
Export,Spices nes,1911,3000
Export,Spices nes,1912,6900
Export,Spices nes,1913,6300
Export,Spices nes,1914,5700
Export,Spices nes,1915,6100
Export,Spices nes,1916,6500
Export,Spices nes,1917,6300
Export,Spices nes,1918,5500
Export,Spices nes,1919,4700
Export,Spices nes,1920,6275
Export,Spices nes,1921,7850
Export,Spices nes,1922,9425
Export,Spices nes,1923,11000
Export,Spices nes,1924,12000
Export,Spices nes,1925,13000
Export,Spices nes,1926,12875
Export,Spices nes,1927,12750
Export,Spices nes,1928,12625
Export,Spices nes,1929,12500
Export,Spices nes,1930,12375
Export,Spices nes,1931,12250
Export,Spices nes,1932,12125
Export,Spices nes,1933,12000
Export,Spices nes,1934,15000
Export,Spices nes,1935,13000
Export,Spices nes,1936,10720
Export,Spices nes,1937,8440
Export,Spices nes,1938,6160
Export,Spices nes,1939,3880
Export,Spices nes,1940,1600
Export,Spices nes,1941,1500
Export,Spices nes,1942,1700
Export,Spices nes,1943,1900
Export,Spices nes,1944,2100
Export,Spices nes,1945,2300
Export,Spices nes,1946,2500
