chaudhary_country_num,chaudhary_country,land_use_type,intensity,cf_mean,cf_lo,cf_hi
69,CZECH_REPUBLIC,pasture,intense,2.1613627469165603e-14,1.566995037263438e-14,2.780008336252608e-14
69,CZECH_REPUBLIC,crop,minimal,1.662656667238749e-14,1.0838258096064976e-14,2.3095935387196715e-14
69,CZECH_REPUBLIC,crop,light,1.904491201984838e-14,1.2416919702937942e-14,2.5854248208476475e-14
69,CZECH_REPUBLIC,crop,intense,1.9463351720804117e-14,1.3406447995804057e-14,2.5895862111478695e-14
70,FRENCH_GUIANA,pasture,minimal,2.278907876102389e-13,1.996008953327723e-13,2.699661389075115e-13
70,FRENCH_GUIANA,pasture,light,2.3081572989724656e-13,2.0280438142556887e-13,2.7258845557879485e-13
70,FRENCH_GUIANA,pasture,intense,2.3345074596085633e-13,2.03923102011265e-13,2.7612894990551456e-13
70,FRENCH_GUIANA,crop,minimal,2.256980410243087e-13,1.9507439491801225e-13,2.6881389432641005e-13
70,FRENCH_GUIANA,crop,light,2.3005708276107754e-13,1.981004592748146e-13,2.738363194664501e-13
70,FRENCH_GUIANA,crop,intense,2.3081492897110436e-13,1.9999678661479423e-13,2.7391291945112464e-13
71,FINLAND,pasture,minimal,9.391313371469236e-15,7.567306960101656e-15,1.1538569727785133e-14
71,FINLAND,pasture,light,9.712957774515902e-15,7.987648393542741e-15,1.1784327672001006e-14
71,FINLAND,pasture,intense,1.0002801335041726e-14,8.134571211799128e-15,1.2116092259138832e-14
71,FINLAND,crop,minimal,7.430359229368005e-15,5.21443916549856e-15,9.934727172528401e-15
71,FINLAND,crop,light,8.343112642952237e-15,5.84174583652749e-15,1.0943570651135295e-14
71,FINLAND,crop,intense,8.50085589876841e-15,6.23497777537962e-15,1.0958749403268876e-14
72,FIJI,pasture,minimal,2.868130134527697e-12,2.093511950060235e-12,3.826644567418286e-12
72,FIJI,pasture,light,3.164574789792556e-12,2.4327214869729517e-12,4.088887283193228e-12
72,FIJI,pasture,intense,3.426192952029201e-12,2.548437785481347e-12,4.434844281458252e-12
72,FIJI,crop,minimal,2.770575829740748e-12,1.9626995233418977e-12,3.759641170127551e-12
72,FIJI,crop,light,3.171924608970532e-12,2.234980296764833e-12,4.242705536652812e-12
72,FIJI,crop,intense,3.242911076181341e-12,2.402105342097331e-12,4.249959862608585e-12
73,FALKLAND_ISLANDS__ISLAS_MALVINAS_,pasture,minimal,8.957060319445411e-14,7.048870197284823e-14,1.1482979955684959e-13
73,FALKLAND_ISLANDS__ISLAS_MALVINAS_,pasture,light,9.088112988611445e-14,7.220737138142417e-14,1.1557787619416515e-13
73,FALKLAND_ISLANDS__ISLAS_MALVINAS_,pasture,intense,9.180535912753128e-14,7.273852001998835e-14,1.162493248525076e-13
73,FALKLAND_ISLANDS__ISLAS_MALVINAS_,crop,minimal,9.050393371733098e-14,7.182577185302337e-14,1.153066150747437e-13
73,FALKLAND_ISLANDS__ISLAS_MALVINAS_,crop,light,9.172831992463577e-14,7.284559685848957e-14,1.161696892581156e-13
73,FALKLAND_ISLANDS__ISLAS_MALVINAS_,crop,intense,9.190339298377517e-14,7.34188646772992e-14,1.16179164387359e-13
74,FEDERATED_STATES_OF_MICRONESIA,pasture,minimal,0.0,0.0,0.0
74,FEDERATED_STATES_OF_MICRONESIA,pasture,light,0.0,0.0,0.0
74,FEDERATED_STATES_OF_MICRONESIA,pasture,intense,0.0,0.0,0.0
74,FEDERATED_STATES_OF_MICRONESIA,crop,minimal,0.0,0.0,0.0
74,FEDERATED_STATES_OF_MICRONESIA,crop,light,0.0,0.0,0.0
74,FEDERATED_STATES_OF_MICRONESIA,crop,intense,0.0,0.0,0.0
75,FAROE_ISLANDS,pasture,minimal,4.036750795395418e-14,2.7160098308948134e-14,5.304908718987688e-14
75,FAROE_ISLANDS,pasture,light,4.5434294390615375e-14,3.305697830369217e-14,5.699831936304862e-14
75,FAROE_ISLANDS,pasture,intense,4.990607625180023e-14,3.5069070134810005e-14,6.220814062198378e-14
75,FAROE_ISLANDS,crop,minimal,3.938801450099217e-14,2.5930121232987538e-14,5.2162045532589974e-14
75,FAROE_ISLANDS,crop,light,4.622897225655481e-14,3.0613495115123966e-14,5.93904749850452e-14
75,FAROE_ISLANDS,crop,intense,4.7400058143028125e-14,3.3488375859432244e-14,5.949881116670795e-14
76,FRENCH_POLYNESIA,pasture,minimal,6.613812145367479e-12,6.0593244672471405e-12,7.207733133637262e-12
76,FRENCH_POLYNESIA,pasture,light,6.869290582579774e-12,6.353511842157875e-12,7.416882001032617e-12
76,FRENCH_POLYNESIA,pasture,intense,7.094754162974466e-12,6.453867276516432e-12,7.692796691741044e-12
76,FRENCH_POLYNESIA,crop,minimal,0.0,0.0,0.0
76,FRENCH_POLYNESIA,crop,light,0.0,0.0,0.0
76,FRENCH_POLYNESIA,crop,intense,0.0,0.0,0.0
77,FRANCE,pasture,minimal,4.021499183149163e-14,2.4479564815576377e-14,5.989052894079111e-14
77,FRANCE,pasture,light,4.4862186161573994e-14,2.9360900329447596e-14,6.381085932619851e-14
77,FRANCE,pasture,intense,4.8862100152225284e-14,3.102037366773411e-14,6.88112283463995e-14
77,FRANCE,crop,minimal,3.8843230415509776e-14,2.265168846714133e-14,5.865228415801578e-14
77,FRANCE,crop,light,4.5110490868984286e-14,2.6577265693103944e-14,6.577781083611754e-14
77,FRANCE,crop,intense,4.616822068435439e-14,2.898717066343292e-14,6.588266112242785e-14
78,FRENCH_SOUTHERN___ANTARCTIC_LANDS,pasture,minimal,0.0,0.0,0.0
78,FRENCH_SOUTHERN___ANTARCTIC_LANDS,pasture,light,0.0,0.0,0.0
78,FRENCH_SOUTHERN___ANTARCTIC_LANDS,pasture,intense,0.0,0.0,0.0
78,FRENCH_SOUTHERN___ANTARCTIC_LANDS,crop,minimal,6.0003720170493294e-15,3.162750620053371e-15,1.0179044551871199e-14
78,FRENCH_SOUTHERN___ANTARCTIC_LANDS,crop,light,7.523840287086472e-15,4.152476598576499e-15,1.2121365886258057e-14
78,FRENCH_SOUTHERN___ANTARCTIC_LANDS,crop,intense,7.785448218113994e-15,4.759883439860162e-15,1.2150642468989177e-14
79,GAMBIA__THE,pasture,minimal,8.276213861971648e-14,5.872355753003934e-14,1.175409156840304e-13
79,GAMBIA__THE,pasture,light,8.582367392606343e-14,6.21648724817966e-14,1.2003612080454707e-13
79,GAMBIA__THE,pasture,intense,8.845407121160703e-14,6.3282400679116e-14,1.2291573444424034e-13
79,GAMBIA__THE,crop,minimal,8.000259594684625e-14,5.294564950399519e-14,1.1592605857713458e-13
79,GAMBIA__THE,crop,light,8.474267061401341e-14,5.667481745634609e-14,1.2071059113752249e-13
79,GAMBIA__THE,crop,intense,8.555366803222451e-14,5.885947880787596e-14,1.207758216287468e-13
80,GABON,pasture,minimal,2.617717191530096e-13,2.250705953989098e-13,3.1644562417053033e-13
80,GABON,pasture,light,2.6468692327938046e-13,2.280174407571728e-13,3.192923221954934e-13
80,GABON,pasture,intense,2.6738948992752185e-13,2.290398652243636e-13,3.2309591762521226e-13
80,GABON,crop,minimal,2.383682758021148e-13,1.9006618363730536e-13,2.9990325053094214e-13
80,GABON,crop,light,2.4811018051283904e-13,1.970192586512427e-13,3.1088889204970896e-13
80,GABON,crop,intense,2.4981939421773887e-13,2.013500823068064e-13,3.1105422132093074e-13
81,GEORGIA,pasture,minimal,1.8424261189428453e-13,1.2513085550069602e-13,2.5438717058064977e-13
81,GEORGIA,pasture,light,2.0184715031827697e-13,1.4470587032499903e-13,2.6924580645401936e-13
81,GEORGIA,pasture,intense,2.174580708023752e-13,1.5148045199586917e-13,2.889401276308985e-13
81,GEORGIA,crop,minimal,1.760322486988842e-13,1.1414261767165613e-13,2.4769196499165965e-13
81,GEORGIA,crop,light,2.009220170305374e-13,1.3050112924996389e-13,2.7598688780280216e-13
81,GEORGIA,crop,intense,2.0520360104468613e-13,1.4067244953842708e-13,2.7641346741973834e-13
82,GHANA,pasture,minimal,2.275189277276976e-13,1.8577068368150048e-13,2.84589263449781e-13
82,GHANA,pasture,light,2.323570210621213e-13,1.9126467027975927e-13,2.8850534346253473e-13
82,GHANA,pasture,intense,2.3645736970529685e-13,1.9310849328857265e-13,2.9335936997355387e-13
82,GHANA,crop,minimal,2.1110848714959291e-13,1.6041860603035413e-13,2.7330157694416884e-13
82,GHANA,crop,light,2.2155691221798357e-13,1.68169143636915e-13,2.840528814450248e-13
82,GHANA,crop,intense,2.233156258781624e-13,1.7290025926810407e-13,2.842097652512775e-13
83,GIBRALTAR,pasture,minimal,9.148292026315194e-14,4.211468234004945e-14,1.5651404572778099e-13
83,GIBRALTAR,pasture,light,1.0203131734213716e-13,5.4443091131384706e-14,1.6306544423012607e-13
83,GIBRALTAR,pasture,intense,1.0947100525645012e-13,5.82539483613616e-14,1.6894572322354927e-13
83,GIBRALTAR,crop,minimal,9.300669006059373e-14,4.301230739494637e-14,1.5759213439880962e-13
83,GIBRALTAR,crop,light,1.0558167771996218e-13,5.235869894982433e-14,1.6714536606731514e-13
83,GIBRALTAR,crop,intense,1.0737313968959368e-13,5.761363481176099e-14,1.672496193662634e-13
84,GRENADA,pasture,minimal,1.3352924988252694e-11,1.0601810683446034e-11,1.6738908666066245e-11
84,GRENADA,pasture,light,1.4084654202554996e-11,1.1282131343526924e-11,1.743645540434154e-11
84,GRENADA,pasture,intense,1.4730458852703138e-11,1.1514283737983211e-11,1.8356658221078047e-11
84,GRENADA,crop,minimal,1.2975996751887365e-11,1.0119460482709282e-11,1.64980903028831e-11
84,GRENADA,crop,light,1.4027685750001019e-11,1.0604957273590913e-11,1.7806833407082552e-11
84,GRENADA,crop,intense,1.4207620318891882e-11,1.097994923946245e-11,1.7826441712073918e-11
85,GUERNSEY,pasture,minimal,2.0528050552492975e-14,1.4654422312326297e-14,2.7053379413247798e-14
85,GUERNSEY,pasture,light,2.1965011517232514e-14,1.6328056797167646e-14,2.8241714013186292e-14
85,GUERNSEY,pasture,intense,2.3259840111228072e-14,1.6912945687558743e-14,2.9845958916981e-14
85,GUERNSEY,crop,minimal,1.7580327256541013e-14,1.1319983388654564e-14,2.4560089102015932e-14
85,GUERNSEY,crop,light,2.0198331613285092e-14,1.3027936944087259e-14,2.7545349015605992e-14
85,GUERNSEY,crop,intense,2.0651189894225288e-14,1.4098518873312365e-14,2.7590354675125532e-14
86,GREENLAND,pasture,minimal,2.913486033394832e-15,2.5885617303249634e-15,3.427961722988687e-15
86,GREENLAND,pasture,light,2.9415573897348142e-15,2.615858727880254e-15,3.4545011094491252e-15
86,GREENLAND,pasture,intense,2.9668473673659135e-15,2.6253935133229618e-15,3.490332427037004e-15
86,GREENLAND,crop,minimal,2.8974202154246405e-16,2.35696508075826e-16,3.6514153707978343e-16
86,GREENLAND,crop,light,3.0499262818453506e-16,2.4310231663222167e-16,3.8510276821159097e-16
86,GREENLAND,crop,intense,3.076546672158918e-16,2.4774159372718946e-16,3.854090713527275e-16
87,GERMANY,pasture,minimal,1.898432762984464e-14,1.3538755851799074e-14,2.511164339465368e-14
87,GERMANY,pasture,light,2.0365905193345887e-14,1.5130445605633833e-14,2.6264265716495607e-14
87,GERMANY,pasture,intense,2.161080939129281e-14,1.5686677841291936e-14,2.7820312192020936e-14
87,GERMANY,crop,minimal,1.6551377449212107e-14,1.0756587618469885e-14,2.3059440117068288e-14
87,GERMANY,crop,light,1.8967380374467086e-14,1.2329996904380704e-14,2.5823253169512563e-14
87,GERMANY,crop,intense,1.9385429087895052e-14,1.3316230437029527e-14,2.586495321151095e-14
88,GUADELOUPE,pasture,minimal,6.94138299540104e-12,4.632949430069491e-12,1.0381360282961062e-11
88,GUADELOUPE,pasture,light,7.715642424893787e-12,5.326060141064395e-12,1.1187077022925246e-11
88,GUADELOUPE,pasture,intense,8.398952845387295e-12,5.56252734173322e-12,1.2249993606968363e-11
88,GUADELOUPE,crop,minimal,6.957503040966324e-12,4.507843585921746e-12,1.0478157056659687e-11
88,GUADELOUPE,crop,light,7.957468673025782e-12,5.055365913089123e-12,1.1847240135373645e-11
88,GUADELOUPE,crop,intense,8.128852827017252e-12,5.3914432069337265e-12,1.1867818132309318e-11
89,GUAM,pasture,minimal,1.724940269542688e-11,1.4166898256852441e-11,2.144072529186165e-11
89,GUAM,pasture,light,1.821441252825588e-11,1.517841529405769e-11,2.23843644335912e-11
89,GUAM,pasture,intense,1.9066052273071375e-11,1.5523481216029017e-11,2.362923676373544e-11
89,GUAM,crop,minimal,1.750662426922411e-11,1.4316643731993755e-11,2.1763402128838806e-11
89,GUAM,crop,light,1.868852262653138e-11,1.5065373081584475e-11,2.3287240788735045e-11
89,GUAM,crop,intense,1.8891262038513562e-11,1.552492099356226e-11,2.3310178621577434e-11
90,GREECE,pasture,minimal,1.3516296177609993e-13,6.978275557980749e-14,2.183393104123372e-13
90,GREECE,pasture,light,1.5257104188097318e-13,8.915021240645261e-14,2.3092274260086706e-13
90,GREECE,pasture,intense,1.6622654080237676e-13,9.542351241816705e-14,2.449032261788093e-13
90,GREECE,crop,minimal,1.3224516806471222e-13,6.586636018870975e-14,2.1471827489439258e-13
90,GREECE,crop,light,1.5428091008450533e-13,8.092674111115906e-14,2.3605982964223964e-13
90,GREECE,crop,intense,1.577729227021644e-13,8.981730777448825e-14,2.363483022599021e-13
91,GUATEMALA,pasture,minimal,1.1530467901580799e-12,9.398418948841992e-13,1.4411239236117812e-12
91,GUATEMALA,pasture,light,1.198109198722101e-12,9.861714719485617e-13,1.4822514734645839e-12
91,GUATEMALA,pasture,intense,1.238164821050516e-12,1.0022505967361964e-12,1.5369452745138447e-12
91,GUATEMALA,crop,minimal,1.1503493498478873e-12,9.217562937493951e-13,1.4434611909340115e-12
91,GUATEMALA,crop,light,1.2091695529271205e-12,9.5920608217923e-13,1.5142071503070286e-12
91,GUATEMALA,crop,intense,1.2193325357712911e-12,9.825737117034998e-13,1.5152799330715431e-12
92,GUINEA,pasture,minimal,2.0163956853591268e-13,1.5978650921573756e-13,2.6114386708694293e-13
92,GUINEA,pasture,light,2.0613884444347316e-13,1.6504385530013824e-13,2.6451671035131525e-13
92,GUINEA,pasture,intense,2.097436909302564e-13,1.6676074662565527e-13,2.6837724022857403e-13
92,GUINEA,crop,minimal,1.8817341139739828e-13,1.3832585101310165e-13,2.5198502900544054e-13
92,GUINEA,crop,light,1.973724188547573e-13,1.4543622091272046e-13,2.60847138438861e-13
92,GUINEA,crop,intense,1.9887657299848545e-13,1.497062584741791e-13,2.6097195903155916e-13
93,GUYANA,pasture,minimal,2.56949003051001e-13,2.2207487849334987e-13,3.087591497750622e-13
93,GUYANA,pasture,light,2.608601950722348e-13,2.2605945884192068e-13,3.1234902249970344e-13
93,GUYANA,pasture,intense,2.6435635118342617e-13,2.2744435114491013e-13,3.1715114640959627e-13
93,GUYANA,crop,minimal,2.5552071685091596e-13,2.1824161233139938e-13,3.0825476947938105e-13
93,GUYANA,crop,light,2.6094653685145595e-13,2.2176434006440516e-13,3.1470779717291883e-13
93,GUYANA,crop,intense,2.618863620540923e-13,2.239649572862975e-13,3.14805852643181e-13
94,GAZA_STRIP,pasture,minimal,9.645134628072733e-14,5.071178504764521e-14,1.576472011533891e-13
94,GAZA_STRIP,pasture,light,1.0536107259203683e-13,6.100926592054808e-14,1.6334993997368092e-13
94,GAZA_STRIP,pasture,intense,1.1164454784824774e-13,6.419161783150725e-14,1.6846852624338784e-13
94,GAZA_STRIP,crop,minimal,9.929361997572501e-14,5.21174703193436e-14,1.5989893657581204e-13
94,GAZA_STRIP,crop,light,1.0920401243498554e-13,5.97707600673383e-14,1.673689129817424e-13
94,GAZA_STRIP,crop,intense,1.1061845882385108e-13,6.407335994631891e-14,1.6745071689918219e-13
95,HAITI,pasture,minimal,2.566398693218443e-12,2.0460827297286976e-12,3.234082491437221e-12
95,HAITI,pasture,light,2.715424210504086e-12,2.1887090912522013e-12,3.3795635510946473e-12
95,HAITI,pasture,intense,2.8469426581182723e-12,2.237365481632035e-12,3.5714855890402964e-12
95,HAITI,crop,minimal,2.6050566285242263e-12,2.062663519754784e-12,3.2808919825229687e-12
95,HAITI,crop,light,2.7878766076223063e-12,2.168922848115625e-12,3.516939938216245e-12
95,HAITI,crop,intense,2.8192333584494535e-12,2.234142627942864e-12,3.520492308367702e-12
96,HEARD_ISLAND___MCDONALD_ISLANDS,pasture,minimal,0.0,0.0,0.0
96,HEARD_ISLAND___MCDONALD_ISLANDS,pasture,light,0.0,0.0,0.0
96,HEARD_ISLAND___MCDONALD_ISLANDS,pasture,intense,0.0,0.0,0.0
96,HEARD_ISLAND___MCDONALD_ISLANDS,crop,minimal,0.0,0.0,0.0
96,HEARD_ISLAND___MCDONALD_ISLANDS,crop,light,0.0,0.0,0.0
96,HEARD_ISLAND___MCDONALD_ISLANDS,crop,intense,0.0,0.0,0.0
97,HONDURAS,pasture,minimal,1.1148444302326505e-12,9.354223036171754e-13,1.3584819523159765e-12
97,HONDURAS,pasture,light,1.1467230651627099e-12,9.687673935148014e-13,1.3882986975373172e-12
97,HONDURAS,pasture,intense,1.1754408066965113e-12,9.804095569234797e-13,1.4285558374570976e-12
97,HONDURAS,crop,minimal,1.1006135915420174e-12,9.044365004213251e-13,1.3521230319883215e-12
97,HONDURAS,crop,light,1.1456730813467796e-12,9.338229598523789e-13,1.406803919544991e-12
97,HONDURAS,crop,intense,1.1535154560699676e-12,9.522364949898423e-13,1.4076392906768187e-12
98,HOWLAND_ISLAND,pasture,minimal,7.190822055222838e-12,2.637739238864624e-12,1.393178144159214e-11
98,HOWLAND_ISLAND,pasture,light,9.134334724391593e-12,4.616777100304888e-12,1.582791651325424e-11
98,HOWLAND_ISLAND,pasture,intense,1.0849514015899082e-11,5.291881544393043e-12,1.8329347806449596e-11
98,HOWLAND_ISLAND,crop,minimal,8.521989947299352e-12,4.1260231019769475e-12,1.5073147722112904e-11
98,HOWLAND_ISLAND,crop,light,1.0682349368419234e-11,5.409955872228666e-12,1.794765367088669e-11
98,HOWLAND_ISLAND,crop,intense,1.1053322982340596e-11,6.197921085771932e-12,1.7990981007554455e-11
99,CROATIA,pasture,minimal,6.528992279542045e-14,3.5234865514353983e-14,1.078218962821236e-13
99,CROATIA,pasture,light,7.322870755452395e-14,4.368816521687055e-14,1.140743997940485e-13
99,CROATIA,pasture,intense,7.962155662410322e-14,4.6478440021001066e-14,1.2124805430672853e-13
99,CROATIA,crop,minimal,6.679469525099324e-14,3.678043015863751e-14,1.0853786690002822e-13
99,CROATIA,crop,light,7.610460805709436e-14,4.281061981172835e-14,1.1826675164006636e-13
99,CROATIA,crop,intense,7.760372183666359e-14,4.642459678817969e-14,1.1840033358193076e-13
100,HUNGARY,pasture,minimal,2.1705443996722456e-14,1.4966725606059535e-14,2.915248199213034e-14
100,HUNGARY,pasture,light,2.3574064962922175e-14,1.7114226070244008e-14,3.0703423596881084e-14
100,HUNGARY,pasture,intense,2.525783293761316e-14,1.7864683978943597e-14,3.279719933625187e-14
100,HUNGARY,crop,minimal,1.9203830612735226e-14,1.2185918179137326e-14,2.6993490910513982e-14
100,HUNGARY,crop,light,2.2273630808678693e-14,1.4181420105053568e-14,3.049571721486941e-14
100,HUNGARY,crop,intense,2.2804848741166172e-14,1.5432215856080203e-14,3.054856067337403e-14
101,ICELAND,pasture,minimal,1.2265310321100699e-14,1.076005994751402e-14,1.3682753806008412e-14
101,ICELAND,pasture,light,1.249692605499222e-14,1.1075918273099352e-14,1.3841710855036603e-14
101,ICELAND,pasture,intense,1.2701391586125307e-14,1.1183786903895382e-14,1.4051387097495555e-14
101,ICELAND,crop,minimal,1.1285440304416711e-14,9.488112968225489e-15,1.2978133259100237e-14
101,ICELAND,crop,light,1.1852024179961734e-14,9.921579353749868e-15,1.352347797748692e-14
101,ICELAND,crop,intense,1.1948427506206273e-14,1.0187765147275854e-14,1.3531552773429028e-14
102,INDONESIA,pasture,minimal,9.577966505409292e-13,8.386238598524334e-13,1.0904640907241946e-12
102,INDONESIA,pasture,light,9.792836989679189e-13,8.60981935868477e-13,1.1098856665872322e-12
102,INDONESIA,pasture,intense,9.982698059562788e-13,8.686105810413302e-13,1.1355095899921878e-12
102,INDONESIA,crop,minimal,8.933819187861955e-13,7.359770323386794e-13,1.0582505458208442e-12
102,INDONESIA,crop,light,9.445337353952407e-13,7.714320501948254e-13,1.1137716174409525e-12
102,INDONESIA,crop,intense,9.532753773131443e-13,7.932018129299609e-13,1.1146004858286509e-12
103,MAN__ISLE_OF,pasture,minimal,1.574976923830304e-14,1.2708125023816853e-14,1.8817669467506888e-14
103,MAN__ISLE_OF,pasture,light,1.6407751459776235e-14,1.3486869912583474e-14,1.934044102168196e-14
103,MAN__ISLE_OF,pasture,intense,1.698858791281369e-14,1.3752806200298378e-14,2.0030027564552058e-14
103,MAN__ISLE_OF,crop,minimal,1.2485131666108625e-14,8.693148866678018e-15,1.6340112021812697e-14
103,MAN__ISLE_OF,crop,light,1.422433084326605e-14,9.894922709788028e-15,1.819453599567726e-14
103,MAN__ISLE_OF,crop,intense,1.4520322365655277e-14,1.0632913789918989e-14,1.82220178983646e-14
104,INDIA,pasture,minimal,2.377710668546054e-13,1.8386658149480078e-13,3.0881192049268827e-13
104,INDIA,pasture,light,2.5034369394529004e-13,1.9715981590413409e-13,3.2038119509922546e-13
104,INDIA,pasture,intense,2.6158151311852097e-13,2.017764436817574e-13,3.3587658567368283e-13
104,INDIA,crop,minimal,2.0215390900883966e-13,1.3706839218974586e-13,2.8170385395338473e-13
104,INDIA,crop,light,2.276225997577604e-13,1.5346258695206142e-13,3.1184945516863726e-13
104,INDIA,crop,intense,2.3201939629317e-13,1.6370639497699143e-13,3.123048064436599e-13
105,BRITISH_INDIAN_OCEAN_TERRITORY,pasture,minimal,2.858193838073517e-12,1.1156835018590963e-12,5.275138833025928e-12
105,BRITISH_INDIAN_OCEAN_TERRITORY,pasture,light,3.631196134103378e-12,1.9584535783955034e-12,5.9926923512245085e-12
105,BRITISH_INDIAN_OCEAN_TERRITORY,pasture,intense,4.313382466648906e-12,2.245945984235742e-12,6.939307791434807e-12
105,BRITISH_INDIAN_OCEAN_TERRITORY,crop,minimal,3.3763850173201546e-12,1.7366529157822706e-12,5.697362861839861e-12
105,BRITISH_INDIAN_OCEAN_TERRITORY,crop,light,4.237522399329768e-12,2.284598926213332e-12,6.788850587627038e-12
105,BRITISH_INDIAN_OCEAN_TERRITORY,crop,intense,4.385661471661835e-12,2.6208807220731927e-12,6.805301329962683e-12
106,IRAN,pasture,minimal,5.1813034242612826e-14,3.4999873820954487e-14,7.364005498493778e-14
106,IRAN,pasture,light,5.585058061479037e-14,3.952981733445486e-14,7.697418016786085e-14
106,IRAN,pasture,intense,5.925612960099906e-14,4.105197831793899e-14,8.114957545806821e-14
106,IRAN,crop,minimal,4.9740743185287804e-14,3.1912047451793985e-14,7.207743886772101e-14
106,IRAN,crop,light,5.541808014716676e-14,3.579103551567374e-14,7.82961419245969e-14
106,IRAN,crop,intense,5.636196474331176e-14,3.814601444362148e-14,7.838668855252634e-14
107,ISRAEL,pasture,minimal,5.906604282640131e-14,3.16126038711629e-14,9.57348729578547e-14
107,ISRAEL,pasture,light,6.437018006063358e-14,3.780194643027602e-14,9.910796283051602e-14
107,ISRAEL,pasture,intense,6.811085626664758e-14,3.9714708809271615e-14,1.0213553475032735e-13
107,ISRAEL,crop,minimal,6.067324737485049e-14,3.229244474546696e-14,9.703124146279623e-14
107,ISRAEL,crop,light,6.661149547957263e-14,3.6931039568946815e-14,1.014724862105096e-13
107,ISRAEL,crop,intense,6.745897828755994e-14,3.953881839967584e-14,1.0152111841606645e-13
108,ITALY,pasture,minimal,1.140588622471854e-13,6.666553656359929e-14,1.7255120397214068e-13
108,ITALY,pasture,light,1.27982476539392e-13,8.205740599798262e-14,1.8343190339048443e-13
108,ITALY,pasture,intense,1.3952311814381614e-13,8.717482762344651e-14,1.9663338216669936e-13
108,ITALY,crop,minimal,1.1804736294130286e-13,7.121847221838411e-14,1.7501097978099657e-13
108,ITALY,crop,light,1.3439958191878138e-13,8.20873435128215e-14,1.9214057049680275e-13
108,ITALY,crop,intense,1.3708007559915235e-13,8.862517684094494e-14,1.9238388444132953e-13
109,IVORY_COAST,pasture,minimal,3.0368061243377463e-13,2.530926664838662e-13,3.7280808350234577e-13
109,IVORY_COAST,pasture,light,3.0936443819718784e-13,2.5956280300507205e-13,3.774526886659441e-13
109,IVORY_COAST,pasture,intense,3.14222880185493e-13,2.617555104353264e-13,3.8333734474045214e-13
109,IVORY_COAST,crop,minimal,2.797465970533181e-13,2.168772372252758e-13,3.56133095183452e-13
109,IVORY_COAST,crop,light,2.931667428870156e-13,2.2674183707454182e-13,3.7011226609909124e-13
109,IVORY_COAST,crop,intense,2.9543752296410054e-13,2.328147618149042e-13,3.703188506926243e-13
110,IRAQ,pasture,minimal,2.5045984597332847e-14,1.6613776860511485e-14,3.586905095274823e-14
110,IRAQ,pasture,light,2.663562128414888e-14,1.858209196661429e-14,3.695706451375735e-14
110,IRAQ,pasture,intense,2.78591329864272e-14,1.921329848723288e-14,3.814388448262703e-14
110,IRAQ,crop,minimal,2.455310182300365e-14,1.5447772206093847e-14,3.561920138158738e-14
110,IRAQ,crop,light,2.6711574475330105e-14,1.7179512743728433e-14,3.7476775807299237e-14
110,IRAQ,crop,intense,2.7043974456829405e-14,1.8185798390297044e-14,3.7501114609169075e-14
111,JAPAN,pasture,minimal,2.815103960313823e-13,2.279420492091115e-13,3.5490959181643565e-13
111,JAPAN,pasture,light,2.947399147220648e-13,2.3983814274203095e-13,3.6867080566851696e-13
111,JAPAN,pasture,intense,3.06415616246346e-13,2.438971454180705e-13,3.8682478877259223e-13
111,JAPAN,crop,minimal,2.751672966371645e-13,2.158079760475726e-13,3.527151906948184e-13
111,JAPAN,crop,light,2.940468315169729e-13,2.2671727420718738e-13,3.775616592548203e-13
111,JAPAN,crop,intense,2.97278912169259e-13,2.3341427716144077e-13,3.779345853371621e-13
112,JERSEY,pasture,minimal,2.0528050552492975e-14,1.4654422312326297e-14,2.7053379413247798e-14
112,JERSEY,pasture,light,2.1965011517232514e-14,1.6328056797167646e-14,2.8241714013186292e-14
112,JERSEY,pasture,intense,2.3259840111228072e-14,1.6912945687558743e-14,2.9845958916981e-14
112,JERSEY,crop,minimal,1.7580327256541013e-14,1.1319983388654564e-14,2.4560089102015932e-14
112,JERSEY,crop,light,2.0198331613285092e-14,1.3027936944087259e-14,2.7545349015605992e-14
112,JERSEY,crop,intense,2.0651189894225288e-14,1.4098518873312365e-14,2.7590354675125532e-14
113,JAMAICA,pasture,minimal,7.2638624360913824e-12,5.76539937772877e-12,9.116892201449929e-12
113,JAMAICA,pasture,light,7.68485926490275e-12,6.176634918416943e-12,9.512315903792588e-12
113,JAMAICA,pasture,intense,8.056399997617153e-12,6.316928806790818e-12,1.0033967603875794e-11
113,JAMAICA,crop,minimal,7.276924842516953e-12,5.684043125368573e-12,9.17520955757823e-12
113,JAMAICA,crop,light,7.819408952761445e-12,6.009975859371598e-12,9.843004620424615e-12
113,JAMAICA,crop,intense,7.912406179493111e-12,6.210034858680554e-12,9.853045992123653e-12
114,JAN_MAYEN,pasture,minimal,1.8659635038859046e-15,1.6542193562890468e-15,2.0720061413251856e-15
114,JAN_MAYEN,pasture,light,1.898000754682741e-15,1.6914121860250745e-15,2.096417969597855e-15
114,JAN_MAYEN,pasture,intense,1.9262796396793437e-15,1.7041110289797277e-15,2.128620611883112e-15
114,JAN_MAYEN,crop,minimal,1.8188343770026327e-15,1.5861746847534784e-15,2.0407153990972814e-15
114,JAN_MAYEN,crop,light,1.8732421464258847e-15,1.6248425086803185e-15,2.0952131705171928e-15
